,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119
KHDRBS3,0.0035706174,0.0029080214,-6.4025044e-05,-0.00897652,0.00061411073,-0.004947171,-0.0018863293,0.0011809124,-0.001969131,0.0013417406,-0.0023491757,-0.00037791976,-2.4502131e-05,0.0006482971,0.0010340466,-0.0039071497,-0.0024808678,-0.0071631377,-0.0027496165,4.0285042e-05,-0.000838078,0.00037761327,-0.002384823,0.0016381075,-0.0016388539,-0.0012133821,0.0018466138,0.004534262,-0.0009814354,-0.0021124517,0.0012907684,0.004769415,0.004434189,0.0011547509,0.00075728877,-0.0055905697,-0.0023818107,-0.003581775,0.0046859593,-0.002860992,0.0003374869,-0.0013499,0.014892261,-0.0004406339,0.008996415,-0.0022015015,0.0006432342,0.0026230274,-0.0028171977,0.00089022564,0.0004143218,5.5781507e-05,0.0060506165,0.0012453664,0.0018484,0.0016547128,0.0036157125,0.00087735354,0.00084731734,0.0053942627,0.0055802087,-0.0033035118,0.0054494385,2.233997e-05,-0.0013408,0.005103086,0.0031863644,-0.007030975,0.0010249893,-0.0014262364,0.005867899,-0.0020049885,-0.00060647033,-0.0011665277,0.00021979446,-0.004128874,-0.005762466,0.0029347318,0.0032838094,-0.0004080002,0.0018366559,-1.4552098e-05,0.0036509542,-0.001821743,-0.004918586,0.00054000586,-0.004171973,-0.0022683016,-0.0046829158,0.0013604419,0.0005265129,-0.0010893481,-0.0056317598,-0.0026532947,-0.00086281815,-0.0034779669,-0.0041483417,-0.0005692714,0.005450322,-0.0025756499,0.0040531284,-0.0038714048,-0.0029067812,-0.0006908608,0.0004625585,0.0022339157,0.0011845554,0.0020906907,-0.0016188669,-0.0030121387,-0.0015909694,-0.003629286,0.0016345087,-0.0015351897,-0.006617053,-0.0018030427,-5.7741112e-05,-0.0003964424,0.0007167186,-0.002009875
KIAA0825,0.0011476574,-0.0037252046,0.0004357583,-0.027621308,0.0006254419,-0.009543226,-0.0011375104,0.0009965517,-0.00837271,-0.002177322,0.0022446876,0.0006017431,0.002140725,-0.008751712,-0.0023309917,-0.0053325687,-0.0062372666,0.013315745,0.0031623223,0.0045241583,0.0019277815,-0.0008430826,0.0006899155,-7.55338e-05,-0.0017753008,-0.0011360947,0.0015675734,0.0035111683,0.0022098292,-0.005976398,-0.011713221,-0.0024776224,-0.0013563641,-0.00082430727,0.0061000222,-0.006768081,-0.0041160677,0.0030520973,-0.0040680342,0.0019232482,-0.003617014,-0.0061969734,0.04198367,-0.008271063,0.026541991,0.012217472,0.001653066,0.00512575,0.0006393255,-0.00991039,0.0024043114,-0.0042193965,0.0064904788,-0.00547071,0.0027879165,0.0005455817,-0.0016427033,-0.0007907505,0.0016791009,0.00069944677,-0.0026622885,-0.0042410907,0.0014940054,-0.0005390667,0.00052913534,0.0065748706,0.0024639398,-0.0005522982,0.0063383635,0.003237431,-0.0010620408,0.000638078,-0.00035107727,0.0021142075,0.003564432,-0.0043335254,-0.0011194994,0.002654591,0.00081197766,8.310405e-05,0.004284907,-0.0045353356,0.00014921985,-0.004503614,-0.0041973414,-0.00069782214,0.0045642843,0.0015198952,-0.0040531363,0.00056156504,-0.00358925,0.0018347768,-0.0075441943,0.0046811756,0.0056910324,0.004134837,0.00060513575,-0.00030195224,-0.0010662794,-0.0007678183,0.0014645314,0.0020580331,-0.001770146,-0.003893911,-0.004773403,-0.0006538579,-0.0018397473,0.0022547375,0.0012610768,0.0011668886,-0.0042234766,-0.001588638,-0.0045995656,-0.0071630273,-0.0049424684,0.00048213173,-0.0044358205,-0.004039132,0.0009030525,-0.006105461
KIAA1217,0.0009771041,0.0016393091,-0.0039047408,-0.008483612,-0.0021169712,-0.003577298,0.005387378,-0.0005935652,-0.0021844814,0.0010538647,-0.004114326,-0.00025694922,-0.001939679,0.0010169861,-0.0028462594,-0.0072032604,0.0033824448,-0.00068249274,-0.0021277987,-0.0025612128,-0.0021838543,0.0031698605,-9.18447e-06,-0.0044875494,0.0015066472,0.00079819205,-0.0032734706,0.0008173627,0.003198685,-0.0077638743,-0.00016716713,-0.0026977002,0.0055019637,0.0013241913,0.0030985984,-0.0017672266,0.0035240112,-0.006812424,0.0016540327,-0.0018873499,0.0023664203,-0.010539984,0.01604474,0.00032380564,0.013652423,-0.0019534086,0.0027348958,0.0026358955,-0.00023111356,0.0071850284,-8.526011e-05,0.0019920203,-0.004726931,-0.0007442387,-0.0029159556,0.0008803375,0.0036522085,0.000928629,-0.0025599904,-0.0044657188,0.00042981585,-0.0052187936,-0.0023652741,0.00035215807,0.00023897368,0.0028171302,-0.0047481563,-0.0012248846,-0.0026144073,-0.004705798,0.001725373,0.0012050283,0.00077406864,0.00039313035,0.0002279798,-0.0076186657,-0.0038497113,0.0072857104,-0.0063787205,2.8438155e-05,0.0057051657,-0.0013601242,-9.401662e-05,0.0028496375,-0.0005986767,-0.0020660441,0.00226053,0.0029781966,-0.005639783,0.0016410231,3.1891956e-05,0.0028459476,-0.006261064,0.00080149266,0.00068409654,0.0012543193,0.006829496,0.00054681895,-0.0053067002,0.00093763886,-0.0026040648,0.0035974756,-0.0014197701,0.0041658096,-0.0015971055,-0.0038733429,0.0038588601,-0.004295562,-0.008198366,-0.003634075,-0.0024742156,-0.00040321797,-0.0063354988,-0.0053139655,-0.0044653863,0.00665954,0.0006913422,0.0014178425,0.0015126775,-0.0062355567
KIAA1324L,0.0011367582,0.0030571867,-0.0015756411,-0.01542588,-0.0018909713,-0.0035330283,0.0022587434,0.00090810144,2.5618905e-05,0.00090091827,-0.0026958552,-0.00091948966,-0.00036438066,-0.0038593598,-0.002830242,3.9698458e-05,0.004828538,0.003150643,0.0044674156,0.00022910639,-0.0026018145,-0.0002971307,-0.0017392384,0.0042145983,0.0024545228,-0.0033994485,0.0029794434,0.00040788628,0.003884335,-0.0024347955,-0.007191684,-0.0069748457,0.0011074259,0.0032345685,0.00709208,-0.005867491,0.0006120237,-0.002314668,0.00016724327,-0.0015838023,-0.00035369233,-0.0022466339,0.02438556,-0.0014027435,0.014146236,0.0025630062,0.0015412153,-0.0023796516,-0.002366446,0.0003967468,0.0017444049,-0.0010471398,0.0029485945,-0.0038851697,0.00037547702,0.0035864406,0.0042941347,0.0062212097,-0.0050019813,-0.00089191715,-0.007212287,-0.0031870322,0.0020878047,0.0039582592,0.0014648979,0.003419128,0.005190465,-0.0013501861,-0.0011273791,0.003613826,0.0009087515,-0.0004255228,-0.00018567944,0.0018292137,0.002380152,-0.005135284,-0.0007539476,0.0034444348,-0.00011023925,0.002342274,0.00034509407,-1.9701853e-05,0.0023703577,0.0024713483,0.00028289776,0.0030075735,0.0002614724,0.0039041976,0.0020017354,-0.004750739,0.00059816625,-0.000981535,0.0028400419,0.00082848873,0.0030677528,-0.0068600904,-0.0020065275,0.0024543,-0.0018773308,-0.002165034,0.0059912344,0.00046682952,-0.005483487,-0.00037357904,-0.0025676433,0.000556181,-0.0009054679,0.0029537906,0.001662652,-0.000480922,0.000690321,-0.00060846633,0.00020824265,0.0012437822,-0.005162459,0.003301655,0.0002926072,0.0021319822,0.0032520504,-0.0023518077
KIF26B,-0.00013387957,0.0064807856,-0.0032456005,0.0035357752,-0.0037422164,0.00028333138,0.004788717,-0.0012883815,-0.0010086808,0.0033732464,-0.008439132,-0.0023886312,0.00063641556,0.0034367768,-0.0002813873,-0.0022594547,0.0022238507,-0.0115693025,-0.0021610784,-0.0034893237,4.613069e-05,-0.0070142937,0.0027350083,-0.0006798138,-0.008021385,0.004657665,-0.0020724419,0.0046682814,0.01190712,-0.002256384,0.006513099,-0.0042152335,-0.0019091262,0.0038747252,0.002857121,-0.0013226391,0.0024918665,-0.002484012,0.00066018436,-0.0006275423,0.00046749375,-0.0031363687,-0.0056343065,0.0014824758,-0.0003199448,-0.004110343,0.0035536245,0.003051914,-0.001884664,0.011660788,-0.0002661797,0.0032575324,-0.0052521727,0.0018186485,-0.0010699158,0.0028519244,0.0017904299,-0.0006485428,0.002323978,-0.0049241837,0.0063980403,0.002776201,0.00091445143,-0.0008772904,-0.0043548443,-0.003241269,0.00096170977,0.0021735018,-0.00034790457,-0.006048636,0.0035592676,0.0035010385,0.0013556434,-0.0045182873,0.00035778995,-0.0017546748,-0.0044303536,0.0036486224,-0.0014355199,-0.001981721,-0.001132432,-0.00036101392,0.0018415074,0.006539273,0.0008098053,-0.003214107,-0.002953751,-0.00087503146,0.0008639766,0.0004126905,-0.00029084782,0.0032018605,-0.00078223867,0.0030547725,-0.0051376633,-0.0014932482,0.0019474113,-0.0017824565,-0.0014100658,0.0041463366,-0.01254563,-0.0070219,-0.00042017596,0.005069937,0.005319372,0.004618197,0.0029941318,-0.0015935585,-0.0074042864,-0.010423997,-0.0022018903,-0.0014026567,-0.0027397596,0.0006614209,-0.0011681323,0.004681672,0.0040694517,0.0018783618,0.003110505,-0.0030513555
KIR3DL3,-0.00054374326,0.002589962,-0.00010615372,0.00046038887,0.0008511913,0.002198631,-0.0011057147,-0.0006886333,0.0012215116,-0.00228587,-0.0030917272,-0.0007840745,0.0016615944,-0.0025399537,-0.0017865245,-0.0013705621,0.003760063,-0.0017612395,0.0010490292,0.00090267777,-0.0019925104,-0.001623569,0.0017874799,-0.003177548,-0.002621344,0.0005109555,-0.0004955909,-0.00091585657,0.000824393,0.00057271554,-0.0012174156,0.0013605574,0.0011860736,0.0003752332,-0.0012765634,-2.16112e-05,-0.0026619325,-0.0034581078,0.0015211598,-0.0018123309,-0.0019426049,-0.0003396615,0.00043594968,-0.0017759016,-0.0014575757,0.002353612,0.0011907193,-0.00032978065,0.002000333,0.0028220266,-6.6653534e-05,-0.0007106855,0.0011091637,-0.0007349531,-0.00023644393,0.0018842606,-0.0001580949,-0.00049661065,0.002841208,-0.0027211257,-0.002669225,-1.9222904e-05,-0.0003554266,-0.0015900524,-0.00035878833,0.0006067509,-0.0018533071,-0.0009072185,0.0032677816,-0.004883227,-0.0053879465,-0.0020153734,0.00042429133,-0.0025272393,-0.0019300765,-0.0004973043,0.0010925916,-0.002724955,0.0038543544,0.0045305984,0.0012159353,-0.000336042,0.002154202,0.0018772396,0.0001975313,0.00016141604,0.00041295303,0.0008452068,0.00012170597,-0.00025442612,0.00067664374,-8.730127e-05,0.0018839521,-0.004930305,-0.0064843115,-0.0020861337,0.0023381624,-0.0030257565,-0.0020736342,0.0036804539,0.009648156,0.0018969128,-0.0020844834,0.003727994,0.0026636955,0.0056831934,0.0030477815,-0.0014339518,0.0045551467,0.0035247104,0.0012065421,-0.0008293352,0.0019437642,0.0038629123,-6.613229e-05,-0.0012398458,-0.0015558307,0.0016797972,-0.00027226206,0.0014712664
KLF12,-0.019837173,0.0011020544,-0.018425392,0.0037209615,-0.0056759124,-0.0049916497,0.013344917,-0.0005152637,-0.0056336126,0.0050920337,-0.01085223,-0.0025019483,0.010414282,0.0008449475,-0.017752562,0.012358831,-0.005400768,0.015175893,-0.0026718224,0.022304522,0.0021368782,0.0016154832,0.0021378617,-0.009503739,0.0050778654,0.0015571045,-0.0046360553,-0.0044102105,0.005949004,-0.019520149,0.0032696358,-0.004787802,0.00073237624,0.016403604,-0.0018633654,-0.009605792,0.010311553,-0.012908166,0.00033537348,0.014250449,-0.0019745745,-0.020399723,0.04086563,-0.002868774,0.047989074,0.0030002187,0.0064960793,0.0030921886,-0.011382957,0.013929475,0.0075406944,-0.0148598235,-0.007912512,0.003716841,-0.009002681,-0.0036501314,0.0036496301,-0.004626275,0.0034289963,0.0056280503,-0.011033802,0.0015523145,0.009269558,-0.002057068,0.0025489859,0.011929586,0.015651757,0.0069074086,0.0042387117,-0.0059597944,0.008258837,4.8936563e-05,-0.008016708,-0.0036306293,-0.006302326,-0.014685041,0.000257443,0.0048551206,-0.008353616,0.007936153,0.0035885966,-0.011590416,-0.0016398228,0.01586887,-0.008948331,0.0046824627,-0.00719132,0.0024854236,-0.008359954,-0.0039449604,-0.0012121364,-0.0024885884,-0.00976212,-0.007914796,0.00046043342,0.0030435224,0.004553744,0.0014580861,-0.01199506,0.00017037812,0.008082904,1.22331285e-05,0.00013355748,0.00210933,0.004144121,0.0008751574,-0.001964423,-0.0005593919,-0.005819651,-0.0041644126,-0.008697388,0.005082391,0.0018272058,0.0036352733,-0.011012665,0.0057443534,0.019012352,-0.0046686702,0.00013669186,-0.015282536
KLF2,-0.0015147006,-0.002226628,-0.036750644,-0.0062738024,-0.014146834,-0.012737237,0.02318763,0.0013546683,0.002945593,0.0038183117,0.0028985655,7.6740616e-05,-0.0015526139,0.006769867,0.012076859,-0.0068978933,0.02967262,0.006650439,0.016976438,0.016326502,-0.020444239,0.015783213,0.000667897,0.0032213759,-0.0016044454,-0.0042215437,0.016029183,-0.008091201,-0.016996011,0.17339419,0.112018526,0.10641267,0.09074513,-0.20190836,0.016308995,-0.046332642,-0.07185628,0.008898863,0.026801446,0.03309659,-0.04895636,-0.18169789,0.0048425654,0.0495556,0.06801641,-0.060213078,0.0021037734,-0.023931867,-0.013348886,0.019480495,0.001533141,0.004966202,-0.02637408,-0.07199915,-0.0099493805,0.015286321,-0.058014266,-0.0004182795,-0.008989923,0.016596476,0.004945726,0.022144392,0.008030783,0.0028006153,-0.048096396,-0.019185053,-0.07940979,-0.008811801,0.0054606767,-0.04191688,-0.028240198,0.01069904,0.0046251426,-0.0063986783,-0.054257207,0.07667741,-0.00797965,0.017674714,0.03690013,-0.00870313,-0.01767281,0.010543736,0.030494297,0.14072903,-0.006951408,-9.287634e-05,-0.00450682,-0.013101999,0.0014883876,-0.0039605256,0.0063320147,-0.009424987,-0.04216267,-0.011818064,0.000511279,-0.013009298,-0.0065282406,-0.010054059,0.0199462,-0.02677975,0.0047338298,0.0054710996,-0.007999791,-0.019488057,0.024971846,-0.03769219,-0.000591057,0.0029284672,0.018983083,0.030715268,-0.016113764,0.010970699,-0.009872349,-0.0075983186,-0.013177676,-0.008707369,-0.016615914,-0.034543533,0.015140348,0.041462556
KLF8,-0.025970804,0.0011061401,-0.013427318,0.013068901,-0.020382788,-0.0024362458,0.006115636,-0.005465575,-0.006927084,0.007935071,-0.02014742,-0.0015644443,0.007925125,-0.013789597,-0.025329178,0.0069266646,-0.012775317,0.014711615,0.006700833,0.020956917,0.020336365,0.0107270405,-0.0023721966,-0.01746321,0.010954857,-0.0016306078,-0.0019806982,0.00645646,0.007205253,-0.0025167551,-0.006963845,-0.015631944,-0.017659267,-0.0029752548,-0.017013546,0.0032550772,0.005265636,-0.01849793,-0.0005857858,0.016133144,-0.014314385,-0.017373437,0.03768004,0.024338046,0.05111285,0.024384452,0.022381896,-0.0015133698,-0.014643371,0.02778421,0.0016816563,-0.00805876,0.019372402,0.012018845,-0.024018962,0.003582416,0.011821963,-0.010211911,0.0032236974,0.012496443,-0.023189677,-0.0024432072,-0.0003699994,-0.021498866,-0.007182302,0.011967593,0.027737638,0.013117573,0.0067917006,-0.004336091,0.008701556,-0.0040746634,-0.011400427,0.009979339,0.009706726,0.011567022,0.02767258,0.0035985536,-0.0059229615,0.015752038,0.008666777,-0.012049502,0.017018365,0.008588185,-0.0044188593,-0.010716404,-0.0054136976,-0.00030647253,-0.0015446553,-0.0010807599,0.011316258,-0.016260695,-0.002224292,-0.0010786987,0.004115359,-0.0021902688,0.0026584747,-0.00073488464,0.00059151405,0.0061830506,-0.0003498038,-0.0010906897,-0.002884588,0.0013316043,0.0019907106,-0.012673373,-0.001889282,0.0054050335,-0.017639069,-0.0053340923,-0.0060727675,0.001542343,-0.0035006402,-0.006481488,-0.0047890577,0.0060137515,0.021472827,-0.015551806,-0.013371956,-0.021273337
KLHL13,0.00011167879,0.0028037361,-0.001543582,-0.007916733,-0.0017364125,-0.0030531844,0.0006112955,0.003681432,-0.0025452275,0.00059285865,-0.0012753978,-0.00071267603,-0.0005935978,0.001533867,-0.0037344312,-0.004347339,0.0033007937,-0.0007611937,0.00254462,-0.0012559767,-0.001522393,-0.0047413893,0.0068542124,0.0026461086,-0.0023340574,-0.0010366667,-0.0018113382,0.0029476334,0.00475667,-0.003318197,-0.0018958672,-0.0047780913,-0.00097038527,0.0023935172,-0.0035853118,0.0005742331,-0.0026403824,0.0008005841,-0.0011946176,0.0024182831,-0.0011045082,-0.0031385703,0.013182403,-0.0048540607,0.009554829,0.005640902,-0.00157847,0.0015675935,-0.0041196463,-0.0032512546,0.0016954768,0.00028252415,-0.0012243503,-0.0009965128,0.0027268748,0.0047167456,0.0015418564,0.00075592165,-0.002802944,-0.0032431222,0.0030037616,-0.0014589042,0.0024088353,-0.0010830999,-0.0022787703,0.0011883116,-0.00091491285,0.0016872555,8.6697204e-05,-0.006935801,0.0017226599,-0.0008699301,-0.0025414955,-0.0058632176,0.001006156,-0.0056954054,-0.0007056126,0.0032210457,-0.000433532,-0.00370988,0.0029928135,0.0024811404,0.0034379961,0.00458235,0.0021852828,0.000892873,-0.00035379696,-0.002224693,-0.00039652162,-0.00040095046,0.0027851823,-0.0013943623,0.00075882603,-0.00016260779,-0.00012986797,0.0016560685,0.0025422245,-0.0017482671,0.0011213874,-0.0011180445,-0.0034494542,0.0005058414,0.0024790347,-0.0015517569,-0.0004752159,0.002432622,-8.054449e-06,0.00024492346,-0.0003228096,-0.0034383254,-0.0024975287,0.0044919685,0.002915407,0.000975484,-0.0018280369,0.00025979502,-0.000935337,-0.00022924379,0.0021772098,-0.001560873
KLHL29,0.0016011476,0.0020020707,-0.001397256,-0.0040539694,1.2464989e-05,-0.0021517063,-0.0012306544,-0.0002105195,-0.0013816226,-0.001035394,-0.003487356,-0.00020628472,-0.0016555317,-0.00021945049,0.0004825578,0.0016286232,0.0059735067,0.0005477767,-0.004004206,-0.001883599,-0.002635868,0.00042966797,-0.0006474508,-0.0014300381,0.0018846424,-0.0010317002,-0.0008978842,0.0031172468,0.0017495877,-0.000907225,0.0027391536,-0.00177815,-0.00053192856,0.0031207902,0.0041141915,-0.0005524736,-0.004394411,0.002358679,-0.0040165945,0.0003901751,-0.0040205754,-0.00071460824,0.0143256765,0.00088272407,0.011074792,0.0046666935,0.0037057644,-0.0022396226,0.001487639,0.0028121665,0.0012610008,-0.0010173992,0.0011653446,-0.006377102,-0.0056276843,0.0022346997,0.0045905635,0.0024422514,0.00096669915,0.0012058065,-0.0020205698,-0.0024742412,-0.0038304124,-0.0010844086,-0.0014408065,0.0015893889,0.0017849428,-0.0034178896,0.0043643443,-0.0013770323,0.0032391823,0.00028107947,-0.0015039287,-0.0031550927,0.0001981355,-0.0051692277,-0.0015307389,0.0035168289,-0.0010014256,-0.0021605135,0.002076254,0.00039638008,0.007049516,-0.0026646734,-0.0032669392,-0.0025922854,-0.00014514358,-0.0002500963,0.00028467661,-0.0028652612,-0.0011608389,-0.0030001232,9.430329e-05,-0.0030128048,0.0031342467,-1.9218987e-05,0.0035253381,0.0021016833,0.0016389644,-0.0027571556,-0.0010048593,0.00046160907,0.0019339989,0.0031145054,-5.0761155e-05,0.0022554973,-0.006172478,0.0029419197,-0.0014268281,-0.0023826824,-0.0036538811,0.0011902306,-0.0059016985,-0.0011754535,-0.0040818225,-0.003961307,0.005557766,0.002889686,-0.00048937876,-0.0028734878
KLHL4,0.0033404012,0.0008853902,-0.0014336798,-0.010302877,-0.001012787,-0.0037899984,-0.0012692934,-0.002793131,-0.0008702726,-0.0028600981,-0.0014814871,-0.0007731439,0.0004196948,-0.00064519444,-0.0010821195,-0.003514483,-0.003230237,-0.0031131632,-0.0002550803,-0.0031134572,-0.0041627134,-0.0023080562,0.0015754704,0.0019519123,-0.0021285801,0.008781417,-0.0035389466,0.007926364,-0.0011898163,-0.0023645188,0.002152755,-0.004032823,0.0066002696,0.0028803537,0.0014916006,-0.0026203496,-0.0009054613,0.0024359846,-0.002449367,0.00023017303,-0.007315202,0.0035472163,0.013655157,-0.0015837004,0.010085658,0.003835884,0.0026170118,0.002501275,0.0035585586,0.0068188114,0.0013671457,-0.004393399,0.0024456503,0.0011263042,0.00019027546,0.0025282744,0.005822478,0.0045418916,-0.0017940933,0.0037476066,0.003419247,-0.0009977996,-0.002129445,-0.0056013456,-0.00082221656,0.00042618613,0.0019975086,-0.0021705676,-0.004432097,-0.0007029086,2.016903e-05,9.680869e-05,0.00232505,-0.0036755614,0.0017256285,-0.0042705205,-4.723215e-05,0.0011005522,-0.0029506716,0.0007996211,-0.0012082808,-0.00230116,-0.0007269504,0.0044936044,-0.0037599273,-0.0024161255,0.0022881546,0.005054503,0.00076637225,0.0035166654,0.000271532,0.0046813544,-0.005737647,-0.002377497,-0.0021872916,-0.00022529773,0.004131219,-0.0006624258,0.0033530563,-0.0019448887,0.0018098428,0.0046451422,-0.002834877,-0.0061335764,0.0025812099,-0.0044798586,-0.0019052372,-0.0038114637,0.0015721279,0.0020147518,-0.0029644154,0.0027895109,0.0048873224,-0.00014255126,-0.0037332724,0.0032565545,-0.00037638872,-0.0011858272,0.000980321,-0.00015842234
KLK12,0.0009613463,0.0020301656,-0.0005422882,-0.0010754609,-4.3874243e-05,-0.0014106258,0.00029803225,-0.0030699852,0.0019229959,0.0013599774,0.0042373394,-0.00024038111,-0.001652352,0.00017008705,-0.00027406943,0.0017199258,-0.006782338,-0.0018891048,-0.0010716271,-0.003345142,-0.0041340007,0.0020941973,0.00972367,0.0014410702,-0.0066966875,0.0068833744,0.0016618889,0.010153032,-0.001782982,0.003159304,0.0022609741,-0.0036480322,-0.0005101779,0.005102012,-0.0027418016,-0.0047937385,-0.0022224756,0.007868966,0.0032078235,-0.004506478,-0.0068512033,-0.0020011847,-0.0014824854,0.0037951549,0.004546377,-0.001036782,0.0020433264,0.0016002574,-0.001963944,0.0013136641,-0.00039230406,-0.0021173134,-0.0014272232,0.0015724541,-0.0023532195,-0.0019887893,0.0007495278,0.0008318582,0.0017964918,-0.0028068358,0.0024962153,0.0032189058,0.0054435893,-0.0014972112,0.0039544064,-0.00088509556,0.000107251675,-0.0013509276,-0.0027088274,-0.0016592732,0.0059027346,0.0013123923,0.0020691254,0.0014717862,0.0012125636,-0.0024922008,-0.0058093993,-0.0069700005,-0.001399188,0.010940975,-0.0009834021,-0.0014048554,-0.004965156,0.0013072556,-0.001203833,0.0017978145,0.0020553065,0.0019726742,0.0062169638,-0.004585762,0.0016653889,-0.00083453936,-0.0011859359,-0.00026906477,-0.00035313139,0.0014375607,0.002227273,0.0033702024,0.0029571005,-0.0019247211,-0.0019526123,0.0020450857,-0.0026486334,-4.16573e-05,-0.0053172894,0.0062610116,-0.0014752538,-0.0027226151,-0.0065598213,0.008077982,0.0016677652,-4.792429e-05,0.002604467,0.0048122616,-0.002263675,-0.0016896625,0.0004354203,-0.0021790653,-0.002025816,-0.0026062941
KLKB1,0.0001507398,0.0025674244,-0.0008079573,0.00031736016,-0.0029888758,-7.790745e-05,0.002781139,0.00018129122,0.00016818316,-0.0008992095,-0.0039322227,0.00080108474,0.00011260517,-0.0014700562,-0.0023384988,-0.002749781,-0.0007787907,-0.004179015,0.0026678685,-0.0026849685,-0.004632041,-0.0014604308,0.0035542578,-0.0022552619,0.0020824037,0.003852042,0.0015587143,-0.0042536664,0.0034515318,0.0010251047,0.00054191425,-0.0032254946,0.00016251132,0.006039081,0.0023109047,0.00053410407,-0.003807491,-0.0066636666,-0.0014996313,0.00040576037,-0.00057601056,-0.00224571,-0.0026353865,0.0046963086,0.00061002444,-0.0025473274,-0.0010961895,-0.0015404096,0.0008448952,0.0031768098,-0.0035642528,0.0031250506,0.0002925844,0.0014605374,-0.0012288886,3.1069765e-05,0.00022720333,-0.0017365519,0.0031901423,-0.0027993345,-0.0011788242,-0.0018084379,-0.0012061207,-7.3354124e-05,-0.00022072565,-0.00092814636,-0.0007841719,-0.002337385,0.0019515107,-0.00067806424,-0.0011987886,-0.0022851354,-0.0023899556,-0.0012104382,0.0021774576,-0.0025887415,0.0010136008,-0.000102155114,0.00069089676,0.002143755,0.0022268442,0.0010804945,0.0023567306,-0.0006089919,-0.0019200777,-0.0010433947,-0.003326078,-0.0023136153,-0.000107831256,-0.0014567678,0.0024242385,0.005063139,0.0017321139,0.0017432919,0.0020113355,0.0010272306,-0.003227122,-0.0007809997,0.00078463735,-0.001876764,0.0019239088,0.0009567079,-0.0008081091,-0.00029646466,-0.0003063835,0.0018028772,-0.00032438678,-0.0023539497,-0.0027950432,-0.002630997,0.001233065,0.0020555418,-0.0021231778,-0.000989143,0.00035524668,0.00094288134,0.0009935711,-0.0003062796,-0.0024043457,-0.002535043
KLLN,-0.00038311153,-0.0001026676,-0.0013507009,0.001127805,0.00034056182,-0.0011203585,0.002215586,0.000538691,0.00036008496,0.0010272372,-0.0011046,-0.00043870503,-0.0011845373,0.0002303047,0.00062986155,-0.0015029701,-0.0013289585,-0.0019396199,-0.0010227538,0.0010550863,-0.0009036349,0.00046939566,-0.0010906528,-0.0022756807,0.0021882816,0.0031383096,0.0020647566,0.0022291797,0.00039025763,-0.0003097565,0.0010126076,-0.004201513,0.0018842224,0.0007831559,0.0042240806,0.0048505524,0.0013687335,0.003198017,-0.0010339882,0.0019876203,0.0027219183,-0.00041922892,-0.0017032797,-0.002360353,0.00050061406,-0.0017108353,-0.0022183154,0.0008604608,-0.00047058315,-0.0027826715,5.9714224e-05,0.00041471812,0.0008037762,-0.0008556195,0.0034563106,-0.0014008674,0.0030268605,-0.001420272,-8.4267944e-05,-0.001033028,-0.00617704,0.0021680924,-0.004033082,-0.0040496374,-0.0026940606,0.0004863942,-0.0027438872,-0.0024446903,-0.00065869465,-0.0029289876,0.0031326467,0.0011832189,0.001021439,0.0011093004,-0.0009801951,-0.0038453578,-0.00070717814,-0.0040443023,-0.0007277,-0.0030354592,0.0025034382,0.0010251902,0.001296341,0.00032921677,0.0007910146,-0.00030037714,-0.0010721337,0.0025978289,0.00028383374,0.0010983072,0.003910886,0.0015243737,0.0024167711,0.00010045962,-0.00055410987,-0.0024198468,0.0010381036,0.003909114,0.0027908955,-0.00011766542,-0.004558195,0.0018304783,-0.0024319035,0.0002178813,-0.001055339,0.0049146153,-0.002797316,0.006069469,0.002473608,6.5608588e-06,-0.00065820693,0.0022525592,-0.00085221237,-0.00012938645,0.002398558,0.0047426927,-0.00042897742,-0.0018866265,-0.00029175432,-0.00028096055
