,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119
GRIP1,-0.0010541681,0.0017917181,-0.0048558684,-0.018935252,-0.0024386693,-0.007348385,0.002500499,0.0006856788,-0.0046562417,0.00047361138,-0.0036783556,-0.0022637162,5.5609537e-05,-0.002866593,-0.0057289675,0.0022178127,0.0026861571,0.0056298105,0.005079784,0.0010087221,0.0015005531,-0.0009655801,0.0019981742,0.003271678,-0.0025618146,-0.0005083335,-0.002678775,0.005639132,0.0041880524,-0.0055869664,-0.005508085,-0.002475331,0.0039737485,0.0048137023,0.0023027225,-0.0074775233,-0.0036285801,0.0024487674,0.0009886222,0.0011664735,-0.004759769,-0.007592189,0.034335542,-0.001547245,0.023466676,0.010434213,0.005470357,0.0039711692,-0.0031498447,0.0039947513,0.0011205551,-0.0013591959,0.0046612066,-0.00044369628,-0.0042124083,0.00040963813,-0.00082152575,-0.002020782,-0.0027492323,-0.0007572741,-0.0030773028,4.4721884e-05,0.0029016319,0.0011777112,-0.0003970707,0.008511562,0.0022485505,2.5389454e-05,0.003466252,0.0025110017,0.0036596537,0.0009810943,0.0007148439,0.00094762683,0.00059529993,-0.0069894767,-0.00042956515,0.0010705658,0.00045955245,0.00023386326,0.00032478847,-0.0011818856,0.0027853935,0.0073895194,-0.0013979677,-0.0029165666,0.0059536616,0.0020394346,0.001265475,0.0011497901,0.0023435492,0.000455919,-0.004864186,-0.0026856973,-0.002107957,-0.0014521502,-0.0004337873,0.00067975296,0.0003146159,-0.0011771575,0.00065296405,-0.002044684,5.7840487e-05,-0.0046182945,0.0016960736,-0.001091686,-0.0005451579,-0.0033865946,-0.003733185,-0.00047059363,-0.0006236654,0.0016920741,-0.0010668924,0.00071856397,-0.005680878,0.0013886327,0.0038524186,-0.002970289,0.00094367587,-0.0085197985
GRM3,-0.0002749242,-0.0023350168,-0.0003182792,-0.0073784012,-0.0015329029,-0.00092647015,-0.0009263089,0.00084612163,-0.0026228451,-0.0018491257,0.0003638794,-0.00033751054,-0.0016771713,-0.0027433226,-0.0033677153,-0.0050960276,-0.0013264781,0.0034130365,0.003951226,0.003405562,0.0029631238,-0.0037766572,0.0005118663,0.0018588392,0.0026279388,-0.00053960754,-0.004810022,0.0038641284,0.002198536,-0.008000446,-0.0016538484,-0.0017483603,0.0023074222,0.0041878866,0.0018153656,-0.008114028,-0.0004962889,-0.0025043697,0.00473819,-0.0011703074,0.00019403508,-0.006532668,0.016568547,0.0026811243,0.014029612,0.0038785075,-0.001805517,0.002278172,-0.0022813098,-0.0008141876,0.0039423234,0.00064264075,0.003188949,0.006590964,-0.002146429,0.00047696778,-0.000809875,-0.0020787008,0.0008036612,-0.0012839688,0.0015199052,0.0028900271,0.0022896538,-0.0011204694,-0.0023401733,0.004746347,0.0021673602,-0.0044551115,0.0013562817,0.0032003336,0.0014328713,0.0040842774,0.002718349,0.00077556033,0.0035821344,-0.0020756216,-0.0060481234,0.00069398864,-0.0027475937,-0.0018125442,0.0005260894,-0.003989831,-0.0003370444,-0.0043852073,-0.0019856803,-0.0034092553,-0.00035440893,0.0050447164,-0.00057733164,0.0020094598,0.0046229144,0.0020640926,-0.004546891,-0.00049000664,-0.0021414384,-0.0033743568,-0.0005570413,-0.0052001616,-1.2437876e-05,0.0009949636,0.0012505464,0.0038749538,-0.0014881893,-0.00629072,0.0029700485,0.0015486231,-0.0033837405,-0.0056631994,0.0011137174,-0.0015118817,-0.006195746,0.0013512624,-5.523989e-06,-0.001725372,-0.0038842445,3.620084e-05,-0.0016187212,-0.0060292003,0.00039235817,-0.010671248
GRM4,0.00055119145,0.0026820353,-0.001702639,-0.007992214,-0.00014661328,-0.0032655762,-0.0002771941,-0.00013814722,-0.000828809,-0.0031455928,-0.0004045981,-0.0033759468,-0.0017298216,-0.002272216,-0.00408333,-0.005898993,0.0035968693,-0.0052820677,0.00038366983,-0.00058586034,-0.005851153,-0.0024801628,-0.0039614616,-0.0021750883,0.0038476225,0.0023036073,-0.003524984,0.0015314925,0.0014824494,-0.0039723427,-0.0027325738,-0.00056402816,0.0020936218,-0.003464845,0.00240805,-0.0024081608,0.0013641082,-0.0029063574,-0.0039803344,0.0025063003,-0.0050950963,-0.0038497054,0.00872786,-0.004466021,0.0091368845,0.003103281,-0.00066241145,0.0016123566,-6.2249936e-05,0.0001758705,0.0047930344,-0.003854328,0.0029951176,-0.0004070899,0.00256462,0.00041421488,0.0058646607,0.0018854635,0.0035539772,0.0015939194,-0.00048246034,-0.0014177291,-0.005110174,0.0024097147,-0.0011370883,-0.00059622404,0.0028222532,0.0019533043,-0.005452509,0.0028924043,-0.0013961245,0.00019274944,0.0076220515,-0.002744625,-0.0022684562,0.0023783236,0.0019731915,0.0021826515,-0.00055102847,0.0026941,0.0017251003,0.007165876,0.0021428107,0.005202684,-0.0032506634,-0.0013750666,0.0011181273,0.0009426184,0.0010181613,0.004811104,-0.002936594,0.003121628,-0.003534675,0.00029248686,-0.0055242875,-0.005471331,0.0019883523,-0.0013582825,-0.0024392486,-0.001033544,-0.0003814691,0.0012181831,0.0007224889,-0.0015517335,0.0011208085,-0.003179726,0.00020421337,0.0045936666,0.00019425481,0.0016408364,0.0024184333,-0.0018209127,-0.001245614,0.0022123617,-0.0028352244,0.0065186266,0.0045355414,-0.0025437367,-0.0045327987,0.00047359688
GRM5,-0.0010254805,0.0016645589,-0.00045248136,-0.0076094903,0.0018148242,-0.0015680362,4.556919e-05,-0.002257278,-0.002242675,0.0008284807,-0.00050817826,0.0005586661,0.00013684233,-0.0011578359,-0.004601398,0.0007427836,-0.00028653932,-0.001626098,0.0051796273,0.005265576,-0.003009315,0.0013417086,-0.0038944376,-0.0014256929,0.004883166,-0.0015203463,0.0003210817,-0.0018227947,-0.0008267328,-0.00715872,-0.0031480456,0.0040165656,-0.0032708729,0.0053442307,0.0005771236,0.0014237963,0.00082502,-0.004672097,-0.0019699023,-0.0012639723,-0.0030349712,-0.0054693986,0.015215451,-0.009360728,0.0149600925,0.0017647583,0.0067784586,0.0037003716,-0.0025360505,-0.0009022264,0.0037234004,2.7590673e-05,0.000727454,0.0015368342,0.0027712975,-0.0023046273,-0.005101403,-0.0011077013,0.00069128704,0.00023604515,0.0010237782,0.0002404862,0.0031070518,0.0013585701,-0.0042552,0.0016619759,0.002130077,0.0002785782,-0.0004260069,-0.0025794196,0.001675959,-0.0013791334,0.0005334551,-0.00044898843,-0.00092095544,0.00037807226,-0.0023534982,0.003908733,0.0019278983,0.0023900406,0.00020319555,-0.0034391244,0.0037257562,0.004271889,-0.00481352,-0.00014313622,0.0027565835,-0.0038855306,-0.002247784,0.002184944,-0.0048475927,-0.001346769,-0.0037072164,-0.004934012,-0.0057817455,-0.0038721124,-0.0018195705,-0.0013332532,-0.0032900292,-0.006832534,0.0025319322,-0.0006351377,-0.0042766053,0.0010014981,0.0018320215,-0.00022728332,-0.0018268487,-0.0004434774,0.0062437723,-0.0006162019,-0.0048266724,-0.0021083273,0.00084091106,0.0037947255,-0.004482602,-0.0028995643,0.003080364,-0.0027502836,-0.0037295255,-0.0014488789
GRM5-AS1,-0.00082397927,-0.00024166534,0.00156027,0.0033889608,0.00030424603,-0.002522283,0.00054732274,-0.00035718828,-0.0019639847,-0.0022905946,0.0006553031,0.0016748772,0.00047849308,-0.0021081346,-0.0007393174,-0.00040876263,-0.0009452234,-0.0013983804,-0.0005562287,-0.0015935375,0.00017476021,-6.734687e-05,0.0011124788,-0.00015751862,-0.0036377134,-0.00013724175,0.0004485789,0.0020292057,0.0018872889,0.001121057,-0.00084726856,-0.00025226452,-0.0004274024,0.0015356678,-0.0010294142,2.0643603e-05,-0.0015091215,0.0029191268,0.00090957695,0.00017447781,-0.0011869293,0.00082002574,0.0011107019,-0.001008855,-0.0021518858,-0.00051040517,-0.00044443647,-0.0014533094,-0.0016451781,-0.0028279754,-0.0008173896,0.00043671558,-0.00027535198,-0.0002481529,0.0012998645,0.0019941411,-0.00097289786,-0.0012282206,-0.0011420161,-0.00066301174,0.0025764774,0.0024164505,-0.00011868561,-0.0015076047,-0.00015782865,0.0018401203,-0.0034460092,0.0010898121,-0.00093680207,-0.002208711,-0.0027714043,-0.001286712,-0.00022487635,0.00011405414,0.00040198822,-0.0021592597,-0.0011085817,0.0021131812,-0.0029411786,-0.0028820476,-0.0006637703,-4.9960207e-05,0.0020003158,0.0024848948,-0.0002520627,0.0014161449,-0.00052787416,0.00038884842,-0.001312786,-0.00048023308,0.0011157435,-0.00082628505,-0.0012378175,0.0020580569,0.0009207166,-0.002115785,0.00020571574,0.0010066499,-0.0005472516,-0.0009987575,0.003341054,-0.0010538353,-0.0008984986,-0.00027390107,-0.00089059875,-3.7375707e-05,-0.0019384944,0.0004987615,0.0028150391,0.002201836,-0.00037917364,0.00050649367,0.00045790343,0.0024234375,-0.00069598865,8.801305e-05,0.00027803524,-0.0009744299,-0.0006718783,-0.0025170005
GRM7,0.0004999918,0.0025853468,-0.0009738604,-0.004720573,-0.0031753066,-0.0046473923,-0.00071746134,0.0005969609,0.00011767579,0.0016738337,0.00023998514,5.826815e-05,0.0024667825,-0.0017583105,0.0003134874,0.0019331259,0.0012956974,-0.0035015163,0.0031081352,8.5473264e-05,0.0011822791,-0.00073093735,-0.0003943738,0.0047599007,0.0072123953,-0.004942237,0.0007983293,0.004368314,0.0034085354,-0.008090769,-0.00096057524,0.00013333463,-8.143888e-05,0.0025493517,0.00071149046,0.0031933067,-0.0006692318,-0.0035568948,-0.0023601248,-0.00039632278,0.0013358695,-0.003007755,0.010946836,0.0026448108,0.009917987,0.002519476,-0.0008157255,-0.0013406397,-0.0025423435,-6.418035e-05,-0.0055735298,-0.0029104857,0.0028625336,-0.0019446999,-0.0034448453,0.0030022706,-0.0017689003,-0.0049311765,0.0014767431,0.0059864763,0.005341804,-0.0039455662,-0.00059676863,-0.004734869,0.0017951713,0.0045118807,-0.0020306811,0.00033813168,-0.00036964496,-0.0004099445,0.005005191,0.0011380704,0.0007459932,0.0011779135,-0.0002474307,0.00024176759,-0.0042451276,0.0024094654,-0.00084059517,-0.00040145277,0.0030759752,-0.0045923064,0.0023597917,-0.0028439744,-0.0025189633,0.002433826,-0.0035540846,-0.00289625,-0.0016703773,0.00018560376,0.0030269837,0.004926099,-0.004136198,9.5328825e-05,-9.3785806e-05,-0.001479708,-0.0020202124,-0.00067477213,0.0016151309,-0.004681627,0.00038482968,-0.004379583,0.0045764027,-0.0017652805,-0.0004954573,-0.00032763853,-0.002131841,0.00050733244,-0.0060106837,-0.0018999007,-7.4698924e-05,-0.003090449,-0.003018994,-0.0030530095,-0.0015888094,0.0012921625,-0.00011651029,0.0022274528,0.0005000382,-0.0034162547
GRM8,-0.0022477068,0.0035027354,-0.0018796864,-0.006815526,-0.004457334,-0.001490543,0.002859231,-0.00065790035,-0.0009874167,0.0028109,-0.0032604618,-0.0010960094,0.00026477614,-0.0010507539,-0.00556062,-0.002997646,0.00283822,0.0035424433,0.0040006815,-0.0014476635,0.0010418941,-0.004174336,0.00039567234,-0.0021925448,1.8690014e-05,-0.005647682,-0.0012521385,-0.0027037307,0.0018552847,-0.0035273242,-0.0032413823,0.0001374266,-0.0029076014,5.107287e-05,0.007421937,-0.007622861,0.0010789171,-0.0014515894,-0.001437173,-0.0005686859,-0.008313064,-0.0037966296,0.01926831,-8.661903e-05,0.012556415,0.0050530676,0.0048853457,0.0050888276,-0.0021199342,0.0020931119,0.0016290687,-0.0069659296,-0.005573537,0.0047711525,0.0041625146,-0.00016923218,0.0025198355,-0.005610254,-0.0070125787,-0.0039429725,-0.0037247725,-0.006171749,-0.0014165257,0.0012649607,-0.00056492444,0.0026117363,0.006486406,-0.0020816708,-0.0014252712,-0.008356541,0.0067682904,-0.00031812736,0.0006232101,0.0015671166,0.002059026,-0.0057200724,-0.0030683412,-0.00043220475,-0.0023684537,0.00066793704,0.004888576,0.003276318,0.006456273,-8.408177e-05,-0.002932931,0.00084101665,-0.002445517,-0.005171783,0.0032954363,0.0014373115,-0.0019545266,-0.00086060667,-0.0062768003,-0.0019039043,0.0012181575,0.0053341705,-0.0010865966,-0.002902132,-0.0014407132,-0.0013283149,-0.0023249558,0.0036713572,0.0015709718,0.0037279865,-0.0033537024,0.0022535662,-0.0037058902,-0.002312652,0.002603648,-0.005115345,-0.0009435479,0.0002103379,-0.00086663105,0.002595777,-0.003368494,0.0045297896,-0.0021089665,0.0044360445,-0.00287628,-0.012326581
GRPR,-0.0005790742,-0.0009971593,-0.0026166285,-0.007293831,-0.000652034,-0.0014804921,0.0034040431,4.625121e-06,-0.0029546742,0.0005206768,0.002504627,-0.0023930287,0.0008017067,-0.0045802803,-0.0028267945,-0.0023058548,5.382389e-05,0.0019889383,0.0025962896,-0.0012983859,0.0010018533,-0.002596008,-0.003932792,0.0038029046,0.0042139105,-0.0011916846,0.001622839,0.0004583732,0.0026221354,-0.005334188,0.0010933587,0.0030948569,0.00059240905,0.0020517767,-0.0015383048,0.0015660954,-0.002023355,0.0009389278,-0.0013551005,-0.0041803517,-0.0015425598,-0.0033379549,0.0089958785,-0.0013717584,0.005847932,-0.002467913,-0.001049831,0.0036058899,8.93981e-05,-0.0006590175,0.004143834,-0.0005761268,0.0061264965,0.0015040666,-0.0024252874,0.00095983373,-0.0018452232,-0.0025813521,-0.005353365,-0.0019807965,0.0022208453,-0.0015375102,-0.002599829,-0.0018281626,0.0007345009,-0.00048081184,-0.0006068454,0.0006799628,-0.0008470377,-0.0036122021,-0.0028296916,-0.0013451969,-0.0017018064,0.0039297217,0.0013087959,-0.0047167423,-0.003255641,0.0022662678,0.0018684606,-0.00040825852,0.0018401563,4.049144e-05,-0.0008105405,0.0009316069,-0.004308244,0.0014012057,-0.0015944707,-0.0026254298,0.0009836586,0.0034927693,0.0009010382,0.0012616165,-0.001120936,-0.0046768254,0.0014506028,0.0029901438,0.0011331199,-0.002260326,-0.004520813,0.0013545639,0.0049722292,0.0046002767,0.0005320902,-0.0044694333,-0.0069071935,-0.00059390557,-0.00087225053,0.0011143301,-0.00093264563,0.0036969543,0.0022424883,0.0008749511,0.0027063936,0.0020012835,-0.0023342313,-0.0025361837,-0.0028190662,-0.00232521,0.002762634,0.0015638317
GTDC1,-0.0018294316,0.0009674156,-0.003437467,-0.005378756,-0.0028383348,-0.0026784758,0.0030555767,0.0005120136,0.00271843,-0.0018736871,-0.002876679,0.0018642213,5.1273768e-05,-0.0030918408,-0.00405501,-0.0010674491,-0.00024455128,-0.0021017806,-0.0066150334,0.001638899,-0.0046371017,-0.0016099834,0.00019303501,-0.0019825033,0.0022532013,0.00083825033,-0.00198004,0.0016325826,0.000755427,-0.006131186,-0.00011239241,-0.0020410456,0.0026826465,0.0033508434,-6.5798675e-05,-0.002683802,0.0051694787,-0.006630184,-0.0024989906,0.00030939773,-0.0034079638,-0.0066667735,0.020767353,-0.003666127,0.016523048,0.003827038,0.0013558021,-0.0037978636,-0.00021557292,0.0047036996,-0.0022011208,-0.002778973,-0.0009218739,-0.0043187696,-0.0013366339,0.0035319596,0.005431809,0.0036490886,-0.0008704341,-0.0028738196,-0.0016699947,-0.0011260939,0.0012512847,0.0022524768,-0.0021597818,0.0053456966,0.002391158,-0.00010883727,0.0011932023,-0.004063006,0.0058369595,-0.005272658,0.00020592147,0.00560889,0.0046985312,-0.0038425871,0.0007018954,0.003566659,0.0033658533,0.0017903581,-0.001208099,-0.0011502836,0.0036497777,0.007514689,-0.0033132385,-0.0021042612,-0.0025303978,0.0034911048,0.0021148191,0.0009555107,0.009452939,-0.00036151177,-0.0017396143,-0.0010624808,-0.0025725025,0.0014237416,0.0014982136,-0.0029999565,-0.0010360129,-0.0014805922,-0.0036531147,-0.0041925577,-0.0037446816,0.0032557405,-0.0005357486,0.0007248323,0.003112796,-0.001672644,0.0005316322,0.0006706441,-0.0050531663,0.0019986925,0.0022090545,0.00062166277,-0.0021770084,0.004542772,0.0026227795,-0.003072994,-0.0019807026,-0.00348863
GUCY1A2,-0.0019347661,0.002320445,-0.0023995342,-0.0033325348,-0.00013582765,-0.0018079763,0.002207167,0.0019982078,-0.0011013628,0.0020248233,-0.0029275198,0.00081474433,0.0017398878,-0.0005316053,-0.0027586184,-0.0030981652,0.00023662372,0.0015320125,0.0005751227,-0.0053320704,-0.0038005898,-0.0027818887,0.0073504746,0.003450617,-0.0034617865,0.00217931,-0.0020260415,0.00096028333,0.003899165,-0.00325558,-0.0022916454,-0.0029513487,0.00058866345,0.0043546963,-0.0071833553,-0.0020823278,0.00014722481,-0.0043141404,0.00074861385,0.0019294777,-0.0015065898,-0.0022667702,0.008991795,0.0026259986,0.009893439,0.0032707874,-0.0019013714,0.0018580853,-0.0017597798,0.0030305353,-0.004970354,0.0005401069,-0.0048601343,-0.0013215255,-0.004915644,-0.004869789,0.001141692,-0.0046878075,-0.0018268784,0.0006510908,-0.0014248601,-0.0016676248,-0.0021718915,-0.0067461976,0.0001565465,1.5039885e-05,0.0008093163,-0.0022298384,-0.001332021,-0.00409846,0.00018221489,0.0024132556,-0.0026109375,0.0020262827,-0.002622295,-0.0028229717,-0.0012127347,0.0023731159,-0.0037155608,0.0024303691,0.003664155,0.00021001002,0.009688114,-0.0029728939,-0.0018791324,0.00015499198,0.0015265342,-0.0014586819,0.002026055,-0.0014666854,0.0068070223,0.0010661295,0.0007211016,-0.0024020497,-0.0055220127,0.0012337154,0.0032734387,-0.0018855322,0.0002885175,0.0008480309,-0.0031290278,0.0041458327,0.004750212,0.0069524487,-0.0013860438,0.00044449378,0.0012004231,-0.0060364725,-0.0033011865,-0.005312424,-0.0021163202,-0.00049100403,0.00035827197,-0.0044651474,-0.0023810111,-0.00043234217,0.0034906536,0.00396844,0.004578318,-0.006179879
GULP1,-0.0010985384,0.0009359011,-0.0033767945,-0.01909946,-0.0008883188,-0.006111038,0.002491252,0.0032700323,-0.005592863,-0.0014615081,0.00391435,-0.00016596181,-0.00038351922,-0.003665799,-0.005319148,-0.0054037324,0.006695495,0.005342385,0.0010021473,0.0009952496,0.0010640761,-0.0042105285,-0.0041105854,-0.0045208996,0.0012429692,-0.0011063531,-0.005326558,0.0015784568,0.00288114,-0.0072371103,-0.008908826,-0.0004311285,0.0003547721,0.008193211,0.002200082,-0.0073489705,0.0035167118,0.0001584439,-0.0006373885,-0.004614243,-0.0033149626,-0.0070501245,0.03625205,-0.008216273,0.021150932,0.0071431566,-0.0020652453,0.0039450917,0.0005168797,-0.0030963887,0.0029014088,0.0006315788,0.003903174,-0.0015441129,0.0011620795,0.0030190358,-0.0013458492,-0.00090171146,-0.0005359152,-0.0011603631,0.0056006094,-0.0011470838,-0.00024617353,-0.0031742314,-2.9169101e-05,0.0043343487,0.0011893283,0.0017469301,0.00048020607,0.0027287614,-0.0009892192,0.0039868685,-0.0015870081,-0.0014256277,0.00187388,-0.005958423,-0.0023867716,0.0022595979,-0.00026466793,-0.0034691119,0.002311939,-0.0046244883,-0.001350197,0.006880168,-0.0040664496,0.00343049,0.002257133,0.0028686866,-0.0029255215,-0.0016480272,0.0058767265,1.8099397e-05,-0.008771002,0.00036323673,0.0006941976,4.2790856e-05,0.002435508,-0.004630355,-0.00040371506,-0.0007280866,0.00060624036,0.0029351315,-0.002804529,-0.0016379163,0.0036180965,0.002708601,0.00011739138,-0.001583418,-0.00021443948,0.0022098601,-0.00442828,0.0018721399,-4.025882e-05,-0.0038208095,-0.006058597,0.0032053743,0.004091787,-0.0057184263,0.0006713261,-0.0064497082
GVINP1,-0.0023285898,0.00019836846,-0.0020031063,0.0016720972,-0.0007354701,0.001941903,0.0017466588,0.0011268152,0.00048098297,0.0010343171,-0.00079981575,0.00047011356,0.0006954601,-0.0014748556,-0.00067624095,-0.0012610134,0.001662126,0.0027701457,0.0003672641,-0.0016479233,-0.000118256045,-0.00029913412,0.0028275014,-0.00056782557,-0.0018888074,0.0007002094,-0.0016415239,0.0012165193,0.0017337366,0.0021246152,-0.0016504497,-0.0020810077,0.0016870891,0.0015037094,-0.0031110963,-0.0028348106,0.00045429118,-0.0034030476,0.0005108515,-0.0022226693,0.0023263076,-0.0024088433,0.0012959981,-0.0022577262,-0.0024543728,0.0019557022,-0.00028517476,-0.00038256057,-0.0012344676,0.0003800656,0.00057129026,0.0021594076,0.0019113983,0.00035831213,-0.0011010331,0.0010833824,-0.00043111327,0.0005638455,0.001040643,0.000114454044,-0.0024161912,-0.0035120375,-0.0012027415,-0.0016807788,-0.0006863842,-0.0015363995,-0.0035596653,0.0015957812,0.00058360706,0.00043857872,-0.00039528913,0.00072099356,0.001660889,-0.0005020751,0.0006499028,-0.0027219711,0.00083964504,0.0034338264,0.0004687948,0.00055392075,0.0005346407,-0.00049577246,0.0008501366,0.0024698738,-0.0014748862,-0.0004326564,0.0003525457,-0.00091714587,0.0019032452,0.000377405,-0.0017613972,0.001514482,-0.00066657667,0.0022217801,0.00027255263,0.0008120818,0.0006844045,0.0010057681,6.384157e-05,-0.0014211069,0.0016733727,0.0018259722,-0.00018144902,0.00056947925,-0.0022634421,-0.0016382713,-0.0028555922,-0.0005866626,-0.00484238,-0.00081627496,0.0010659231,-0.0040304484,-0.0007688181,-0.0020716854,-0.00073429133,-0.0015266825,0.00047962615,0.0020728055,-0.0020642646,-0.0029693723
H19,-0.0005460886,0.0037667998,-0.001595815,0.0024607186,0.0011611787,0.0017080497,0.00050807104,-0.00072762213,-0.0011411965,0.0013633036,-0.0015685018,-0.00032097407,0.00044872664,-0.0003995106,-0.0020330295,-0.0014320638,-0.0014426538,-0.004378178,-0.0011885216,-0.002487554,-0.003605641,0.00036654042,0.0038910513,-0.0022308126,-0.0008836714,0.003110663,0.0014598937,-0.0004764829,-3.3599557e-05,0.0015218465,0.0008567698,0.0021734154,0.0012731455,0.0019997915,0.00087557826,-0.0021210972,0.0021221219,0.0015724848,-0.00079228386,-0.003583074,-0.0018157825,0.003398385,-0.0017586699,-0.0030212572,-9.4370196e-05,-0.0010153467,0.00039510737,0.001614375,-0.0019903693,0.0028286094,0.0008890571,0.00020115291,-0.0017607949,0.001232298,-0.0015290163,-7.886641e-05,-0.00038358863,0.0025628153,-0.0008921338,0.0016401726,-4.3789587e-05,-0.0016032445,0.00029546613,0.0005784059,-0.0001140166,-0.0001774975,0.0002705467,-0.00078690064,-0.0045423796,0.0002547985,0.00039784692,-0.00026242872,0.00087152486,-0.00047715372,0.0040397923,-0.0029508672,-0.0006774023,-0.0022157256,-0.00030505413,0.0017886494,-0.0011730731,0.0004881935,0.00048254905,0.0034619805,0.00040949864,0.00052612455,0.00084654015,-0.0012318895,-0.0038387214,-0.0011716023,-0.0013061267,0.0025834176,0.0006228495,-0.0034942275,-0.0017576572,0.0056518386,0.0016533441,-0.0008623114,-0.0034984841,-0.0014856141,-0.001167462,-0.003091102,-0.0013112649,6.7904075e-05,0.0029035204,-0.0012786529,-0.0009002014,1.4170607e-05,-0.0022286943,-0.0022025558,-0.0005040355,0.00096422544,-0.00063881744,-0.003986079,-0.001028043,0.0017534056,-0.001761225,-0.002837763,-0.0009500295,-0.002090056
H1F0,0.0011595313,0.0032017776,-0.0014070907,-6.580365e-05,-9.9162986e-05,0.0002767257,0.002917189,-5.1038947e-05,-0.0010349295,-0.0012153389,-0.005526078,-0.00082185067,0.00146236,0.0029083937,-0.00017119253,-0.0014913133,0.0016460746,-0.0054217805,0.0020038958,-0.003755394,-0.00055727316,-0.005962304,-0.00180544,7.963153e-06,-0.0005766901,0.0036184657,0.00013950677,0.0005864699,0.0061435835,-0.004183321,0.0017757913,-0.00068060966,0.0024030174,0.0041995323,0.0006261178,0.001034077,0.00027744335,-0.002368425,-0.00054660585,0.00067318464,-0.0009772179,-0.0011502496,-0.0058079935,-0.0002760664,-0.0032266784,-0.0048156474,-0.0010588946,0.0020860808,0.0021634349,0.007512666,0.00015156007,-0.0001194785,-0.004613308,-0.002096923,-0.0058113732,-0.0024957363,0.0026745375,-0.0009262196,-0.0015209633,-0.0050912164,-0.0031201288,-0.0013956241,-0.0013552594,-0.002501413,-0.0018104804,-0.0019107707,0.00019501732,-0.00012821604,-0.0018969054,-0.0062781484,-0.0033499694,-0.0008227332,-0.00039379735,-0.0025623597,-0.0003450517,-0.0028911964,-0.0033896437,-0.0020503153,-0.0019441792,-0.0015006072,0.0032433176,-0.0012604984,-0.00068966433,0.00654965,0.00031648873,-0.0017697999,0.0011176197,0.0024851228,0.000633996,-0.0028128445,0.0013916007,-0.00097260426,-0.0033366268,0.00035105954,-0.003676654,-0.00010517063,0.0027811197,7.8471676e-05,-9.322146e-05,0.0001414978,0.0057277572,0.0016343337,0.0026294505,0.00069790834,-9.245308e-05,0.0014076106,0.0014519417,-0.002526516,-0.004301339,-0.005418128,9.438533e-05,-0.00048143984,-0.0033428287,-0.00017321552,-0.00025017638,0.00057940383,0.001198229,-0.0011056495,0.0027360667,-0.0002702611
