,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119
ATG10,0.001135335,0.0015260562,0.002553689,-0.0001492433,-0.0016469555,-0.0015758796,-0.0017557574,0.0013354435,-0.01043112,0.0019875674,0.0020109538,0.0009777601,0.000943781,0.0007433404,-0.0034515504,-0.00603622,-0.0016460366,0.0051405975,-0.0036398536,-0.00043236586,0.0008214305,0.0020743066,0.00040240382,0.0027010157,0.0031623025,0.0041808835,-0.00049736357,0.009815958,9.199395e-05,-0.0070630726,0.0045404267,0.0015911973,0.0004992185,-0.004743827,-0.00192405,-0.0037688373,0.0009871636,-0.0010394047,0.0014650234,0.00035461265,0.0025184026,0.0011457233,-0.0023979342,-0.0022432543,0.0027006834,0.0046962635,0.0002529739,-0.0066388035,0.0038001866,0.0065313783,-0.005673625,0.001983292,0.0025887683,4.2299696e-05,-0.007037624,-0.00031667427,-0.00026465682,-0.007861438,-0.004944313,-7.9077065e-05,-6.0781993e-05,0.004057234,-0.00023524498,-0.0027137569,-0.004010762,-0.0060188267,0.00074554124,-0.00055352936,-0.0010303508,-0.0031951931,-0.0016988267,0.00364557,0.0021584018,-0.0053221136,0.004316022,-0.0043603233,-0.005543668,-0.0008788009,0.0042135064,-0.0009381033,0.005608422,0.0018454593,0.0011380605,-0.0028459472,-0.004797396,-0.0008387854,0.0032859826,-0.0005467866,0.0004542,0.000435286,0.001191757,-0.0027742253,0.030300897,0.0030438616,-0.0062773465,0.00028761296,-0.002021734,-0.0018729973,0.0046073715,-0.0030065817,-0.0013972201,-0.005853604,0.0017395793,-0.001210547,0.010165738,-0.0030053484,0.0010464735,0.001206251,0.0025678866,0.00078535,-0.008072647,-0.0013278783,6.951956e-05,0.002986442,-0.0014375142,0.0040975674,0.00225147,-0.0014885647,-0.0065111015,-0.0055800043
ATG7,-0.0010738713,-0.0017608845,0.003617869,0.001099881,-0.003491356,0.0024179094,0.0035325289,-0.0019412611,-0.00928223,0.00054028013,-0.002373941,0.0017775261,-0.0011761419,-0.0031603638,-0.005157903,0.0029355611,-0.00587453,0.002989009,-0.00045092977,-0.0021111805,0.0032510324,0.0040091043,0.0019302459,-0.0013163089,-0.002363277,-0.00029962035,0.0018493052,-0.00050002895,-0.0035358095,-0.007128226,0.0063228006,4.0645373e-05,-0.0014157033,0.00022840049,-0.000982942,0.0011875895,-0.0001636763,0.005749018,0.0004012898,-0.0065017347,0.0053593577,-0.0018785067,-0.0042204033,-0.00716662,0.00091019523,0.0036663415,-0.0020609912,-0.006488885,0.0085203145,0.0022210397,-0.0044320854,-0.0017865675,0.0091755,-0.0020310185,-0.008260082,-0.00213717,0.0021450617,-0.0056269346,-0.0042938986,0.0011393928,1.5353762e-05,-0.002655396,0.007326175,-0.002422833,-0.0038282697,-0.0056098346,0.0085133435,0.0020384418,-0.0034355365,-0.0008676614,-0.0029695525,0.0013791005,-0.0066965213,0.006252395,0.0069156243,-0.002081824,-0.0021372088,-0.0058300486,-0.00024941808,-0.0034249483,0.0019628096,0.0007892488,-0.000934239,-0.0057883887,-0.0033645716,-0.0011840898,0.0030128008,-7.774306e-05,0.0027171168,0.00033848154,0.007487238,-0.0044998345,0.02556861,0.0027324685,0.00080166635,0.0003403418,0.0037567993,0.0006498149,0.0008994906,-0.00036255634,0.00408879,0.0028838175,0.002144375,-0.0034065351,-0.00091362634,-0.007464445,0.00391283,0.002138437,0.003141145,3.617051e-05,-0.0053200703,0.0050545377,0.0038757413,-0.00030969194,-0.006031844,-0.0037669917,-0.0022701907,-0.0033575194,-0.0025889485,-0.005105429
ATP11A,0.004791525,0.00015784444,0.0026982918,-0.0018671529,-0.0008290484,-0.000205296,0.0008489018,0.0011282166,-0.01664652,-0.0008807023,0.00078274315,0.0006812204,0.0028371257,-0.0022763377,-0.002549578,-0.006621844,0.0024211006,0.0015493339,0.0016605288,-0.0014605196,0.0036895166,0.0052816845,0.0021985678,-0.0040597697,-0.0034747599,0.0061767446,0.00047814794,0.0031898117,0.006671733,-0.004690784,0.0038421147,0.0012769367,0.002683043,-0.0047634635,-0.0025855342,-0.0014407148,-0.0064319335,-0.0036545906,-0.0050429353,0.004103234,-0.0015370245,-0.0074165165,-0.0052766325,-0.0032931662,0.0061121034,-0.0015902005,-0.0067053335,-8.2446854e-07,0.0017326596,-0.001942072,-0.0019924168,0.0016503311,0.00065017847,-0.0031116474,-0.0066160783,0.0017637749,0.004539273,-0.0025926516,-0.004228432,0.0030755643,-0.003528166,0.000336986,0.00779922,-0.005626431,-0.0058426466,-0.0069368235,0.0024579102,-0.004236549,0.00077769626,0.0072158338,0.0016457115,-0.0042233737,-0.00091536413,-0.0008264644,0.0018744656,-0.0014829925,0.0045133866,0.0020210727,-0.0021471302,0.0012461924,-2.7440796e-05,0.0027850484,0.0006600338,0.0030596957,-0.00094807736,-0.00093826535,-8.1477396e-05,0.002976021,0.0030065735,-0.0003605373,0.0009223975,-0.0050731567,0.026642501,0.0003740217,-0.0021936097,-0.001323364,-0.0013794003,-0.0047069415,0.0027488857,-0.0018601104,-0.0020197006,0.002198561,0.002806051,0.004397638,0.0011094342,-0.005830149,-0.0019553017,0.00149735,-0.0024668593,-0.0070935846,-0.0042304164,-0.00259315,-0.003017709,-0.0022645928,-0.005257084,0.0032247729,0.004491248,-0.0032809847,-0.0015179453,-0.0073673935
ATP2B1,0.0066978107,-0.0013854374,-0.003949531,0.0010187203,-0.0031754328,0.003497391,-0.0041851806,-0.0036651965,-0.013610834,0.005116659,0.0016288813,0.00063974515,-0.0024577705,-0.0021725968,-0.0028864318,-0.0016195455,-0.0026090106,-0.0006213834,-0.0029493046,-0.0008063228,0.0026495038,0.004579137,0.0016080434,-0.0073471256,-0.0030876459,-0.00088264735,-0.0019314837,0.0013939405,0.0051636775,-0.0031823607,-0.0021251345,0.0026813068,0.0039824294,-0.002861789,-0.00097653,0.0048536267,0.0015595745,-0.00023018512,-0.00084421504,0.0032927347,-0.00082602835,-0.0041779033,-0.0021871023,-0.0023369982,0.00015862899,-0.00525045,-0.0006323815,-0.0015766623,0.007670926,0.00031847152,0.0052543147,-0.0009442024,-0.0033767896,-0.0026730825,-0.008660099,0.008250263,0.0029585462,-0.005372252,0.00609719,0.005295482,-0.0035427648,0.0001692117,0.002302039,-0.000538217,-0.0046251165,-0.0020295293,0.008960771,0.00028035286,-0.0020411136,-0.003425814,-0.0014212489,6.8539557e-06,0.0028401623,0.0011244091,0.008053615,0.00017200052,0.0036942963,0.007185709,-0.0031841588,-0.0017773506,0.0031932332,0.0055016973,-0.0017668705,-0.0048580077,0.00021161199,0.0042222096,-0.008773877,-0.00053707114,-0.0003313937,0.008245159,0.0061210184,-0.001051089,0.0105745,-0.006751975,-0.00039492227,-0.001625956,0.006101015,0.0039826813,0.0019251135,-0.0035948942,0.0025972757,-0.0030613379,-0.00895279,0.0012546364,0.0041692494,-0.011766972,-0.008865774,-0.0018970149,0.002758121,0.0047939904,-0.0041194498,0.0035716384,0.0007299739,0.0028033159,0.005552513,0.0022840146,0.0021956996,-0.0008618509,-0.009573629,-0.011117854
ATP8A2,-0.0021139001,0.002379097,-0.0030603975,-0.0031530869,-0.0049716914,-0.0003903321,0.00031103194,0.0030131838,-0.0094938995,-0.0016075482,0.0014128942,0.003245944,0.005587666,-0.0020204613,-0.0053900885,-0.005706442,-0.0014761393,0.0012928019,-0.0020871544,-0.0012634891,0.0040325443,0.002239635,0.0010618849,-0.0015773892,0.001978231,-0.008199569,0.00064279605,-0.002146788,-0.005396751,-0.006695134,-0.0052989004,-0.00080217584,0.0093519315,-0.0072447993,-0.0044812793,0.0020606068,0.003288552,0.00017659285,0.005156643,0.00041192034,0.0034604215,0.00024679044,-0.0064380164,-0.0034746039,-0.002600712,0.0032812199,-0.0026210523,-0.004238973,0.00021374087,-0.0033235261,-0.0026662631,0.003626604,-0.0005218041,0.00021258037,-0.006957918,-0.004472837,-0.003350037,-0.0010810541,-0.0015944095,0.005952698,0.002666118,0.0044761417,0.009552223,-0.00044916713,-0.0069366633,-0.004450379,0.0055457,0.00055743795,-0.001441967,0.0041607465,-0.003827999,0.0017841088,0.0014124106,-0.00037999783,0.005013893,0.0008465963,-0.003268551,-0.00039394986,0.0016930619,-0.0049975095,-0.0011797909,-0.001980943,-2.092232e-05,-0.00580883,-0.008290657,-0.011453061,0.006511377,-0.0007885044,0.0014864441,-0.005877661,0.0002638739,-0.0034972655,0.03011883,0.004867152,-0.0008863234,-0.0022200197,-0.004951326,0.00036074623,0.0040541533,-0.004617701,-0.00424105,-0.009555999,0.00044650902,0.0039069187,0.001250296,-0.006900747,-0.002386149,-0.0009778315,0.004856391,4.5049324e-05,-0.0005424374,-0.0027705252,-6.9061425e-05,0.0022347537,-0.002907833,-0.004480291,0.0013711635,-0.003084987,0.00062283484,-0.0026178146
ATRNL1,0.002064609,-0.00318359,-0.0006738832,-0.0006092667,-0.005191706,0.0011695193,-0.00040339216,0.0012623522,-0.0125693455,-0.0011541105,0.0015086465,-0.0007756477,0.0016278424,-0.00016794416,-0.0038098006,-0.010346957,0.0024602823,0.0051155714,-0.001839615,0.0034745336,-0.00019034912,-0.0071731023,0.005154079,-0.0006187552,-0.0012744843,0.0013800137,0.0032813435,0.0013061125,-0.0004916242,-0.0049488493,-0.0057753143,0.00096277206,-0.00067669887,-0.00045886106,-0.005199033,-0.0015742929,0.0022110448,-0.0059318296,-0.00035982227,0.0027755199,0.001298658,-0.0011431607,-0.0072504794,-0.0014806889,-0.0007351453,0.002600639,-0.0016352196,-0.004185086,0.004315126,-0.00092835655,0.0012608672,-0.00406318,-0.0030824488,-0.005479785,-0.012251526,0.0032828134,0.0014341837,0.0038223935,0.0036057136,0.008982393,0.0018235636,0.00044262904,0.0010094569,-0.0007986418,-0.0069555053,-0.0069897426,0.0020824762,0.004621739,-0.0032508648,-0.0025083032,0.0031101746,-0.0003845104,0.0027351154,-0.005622121,-0.0038435804,0.0021591487,-0.0045968136,-0.0016902463,-0.0027479224,0.0003251778,-0.0004990663,0.00301405,0.00037172317,-0.0017545673,-0.0041927136,-0.0018601533,-0.0016258458,-0.009447636,0.0027957882,0.0035509225,0.0008612061,0.0010439168,0.03726707,0.010373754,-0.0017572265,0.000786007,-0.0027574785,-0.004021905,0.0022359372,-0.007353196,-0.0018277735,-0.0011382184,0.0013725859,7.028543e-05,0.0011005038,-0.0038937468,-0.002025543,0.0039681685,0.0006834588,-0.0027862058,-0.007880685,-0.0020365375,-0.004065646,0.0031295214,-0.0024912972,-0.0012863515,-0.0035924169,-0.005662949,-0.006769984,-0.006315895
ATXN1,0.00013246339,0.0020177232,-0.00040091894,-0.0005205977,-0.004786187,-0.00067429576,0.0013225923,-0.0007145763,-0.009497031,0.0010860786,0.0026453296,0.0022857997,0.00082412973,-0.00060420524,-0.0051241107,-0.0046973606,0.0036889252,3.7067704e-05,-0.002071496,-0.0016933893,0.0017473451,-0.0013606742,-0.0013784659,0.00050205225,-0.00050888036,-0.0062637962,-0.00387847,0.004797413,-3.73664e-05,-0.0029954421,-0.0009461516,0.0015998877,0.0011160963,-0.0034849525,0.00017832813,-0.0019004241,-0.0015965495,-0.0014985963,-0.0066264463,-9.3499875e-05,0.00066116086,-0.0024842029,-0.0036551538,0.00042826167,-0.003948939,0.0055703875,0.0028266863,-0.0062240637,-0.0013466172,0.005506974,-0.00016620973,-0.004347077,0.000764889,-0.0032354556,-0.0061241984,-0.00042525638,-0.0011965167,-0.00040031504,0.0035947578,0.0020925903,-0.0019665298,0.0010860583,0.0042274445,-0.0014915023,-0.0033366429,-0.008600393,-0.00051132217,-0.00027557925,-0.0019164649,-0.002173258,0.003961169,-0.0007403564,-0.0034224808,-0.0007736188,0.0014335484,-0.0081717195,-0.0016945774,0.002181693,0.0022053006,-0.003150621,0.004961433,-0.0027473199,-0.0009808314,-0.0016076359,-0.00598226,0.00080565596,9.273613e-05,-0.0006011293,0.0005098536,0.0011055622,-0.0005035015,0.0017891817,0.03273823,0.0036433248,-0.0011318137,0.00082872994,0.0014346802,-0.0030066434,0.005005154,-0.0052956273,-0.00108485,-0.00371807,0.0008193304,-0.002844057,0.0017204491,-0.006965163,-0.0010477013,0.0013659266,-0.0022289953,-0.0050684814,-0.006454849,-0.00011122256,0.0070730466,0.0026855508,-0.003736104,-0.0036505873,-0.0010018739,-6.810359e-05,-4.5290144e-05,-0.0058310926
B3GALT1,-0.002015225,0.0031650022,0.0023302704,-0.0033029194,-0.0051075015,-0.0013104801,0.0036379015,0.004235674,-0.017027535,-0.0024721776,-0.0013013812,0.0008358167,0.002888852,0.0020248413,-0.003973166,-0.006369797,-0.0003321992,0.00033851241,-0.0008281411,0.002556487,9.754118e-05,-0.0020799385,-0.0024530855,-0.0009383787,-0.0045331027,0.00030558038,0.0033754683,0.00262603,-0.0004914497,-0.00035107942,0.0014505186,-0.00055005774,0.0017233627,-0.0072719166,-0.0008511435,-0.0063538966,-0.0019998872,-0.004454006,0.005049502,-0.00290137,-0.00090897654,-0.0035077087,-0.0040654936,-0.0062168436,0.0009193187,0.004886511,0.0004899605,-0.004167539,0.0019547308,0.0012438151,-0.003940053,0.0053351903,0.006077986,-0.0013992445,-0.0049725687,-0.0029405542,-0.0028294097,-0.0039139367,-0.009678551,-0.00049776095,0.0013626239,0.0023205453,0.0067890096,-0.0005893426,-0.002532019,-0.0043773404,-0.00068494014,-0.0032476443,0.00034431243,-0.0019995375,-0.0030024226,-0.006993703,-0.0005439305,-0.0020997582,0.00024782843,-0.0008505886,-0.0021811572,-0.007933962,-0.00075962715,0.0037343183,-0.0032027352,-0.006667581,-0.0044911853,0.0046366747,-0.0072912723,-0.00772133,0.0052406397,0.004856254,-0.0010056356,0.00040846795,-0.0012954316,0.00074686686,0.044823237,0.012433038,0.0004854531,0.0036618619,-0.0037682788,-0.01293704,-0.009437388,-0.002138837,-0.0010987609,0.00048622926,0.0051466073,-0.004001166,-0.0041666543,-0.0021710864,0.003131807,-0.002658393,-0.00019251248,-0.0001236799,-0.00454512,-0.009794661,0.0029376408,0.0030744188,-0.0084345285,-0.0058313883,-0.0023612438,-0.0022432758,0.006143713,-0.0022223545
B4GALNT3,0.00504447,-0.0006487442,0.0046368563,0.0017767666,-3.2759126e-05,0.0005760782,0.0010564182,0.004537052,-0.013363004,-0.0009286258,0.0009392967,-0.0011822488,0.0023189194,0.0008250128,-0.0016126719,-0.0015144079,-0.0009912619,0.0027306858,-0.0036997695,-0.00022514633,0.0031509271,0.0039305286,0.004042038,-0.002541656,-0.00034424942,0.003155498,0.0007673105,0.007705776,-4.4709464e-05,-0.00381606,-0.0002241738,-0.008938265,-0.003985669,-0.0025716913,-0.001793991,-0.0028824168,-0.004178578,0.0011621846,-0.0032801908,-0.007827072,-0.0017257867,-0.00896834,-0.0051590996,-0.0016788701,0.0028318404,-0.0004930232,-0.0035527486,-0.0009117932,-0.0008091799,-0.004820185,0.0023100758,0.0037911937,-0.00055474264,-0.0034938054,-0.0050124885,-0.0030108744,-0.004129713,1.0012396e-05,0.00013842252,-8.8950095e-05,-0.0017815583,0.0010984045,-0.0044380436,0.0011121564,0.0026366722,-0.0017818677,-0.0019114123,-0.0055935527,-0.0025986861,0.0036308942,-0.0019965372,0.0013618807,-0.00047085973,0.006652882,-0.000916176,-0.008640614,9.303439e-05,0.0014785946,-0.0025917976,-0.0049425457,-0.0015281101,0.002227693,0.0013869905,-0.0019376159,-0.0048026717,-0.0029287543,0.0036662617,-0.0020995506,0.003131241,-0.0045968313,0.003098974,0.004942384,0.020408327,0.0044420008,-0.0023430912,0.00305993,-0.002920134,-0.0013068609,0.00021153165,-0.002864465,-0.0014370162,-0.0032512215,0.00075543654,0.0015431296,0.0069939066,-0.0069833514,-0.009096166,0.0010978369,0.001650867,-0.0041673444,-0.0022214185,-0.0011571972,-0.0098980125,3.8598933e-05,-0.0025912053,0.0028360798,0.005459474,-0.0009570451,0.004454184,0.00021815977
BACH2,-0.0066990294,-0.004000959,0.006183342,-0.019108618,0.0004657757,-0.00035950664,-0.0076210606,-0.0043383003,-0.00341135,0.0049924525,0.008129449,0.007369503,-0.002200024,-0.0106171975,-0.009326882,0.0029895485,-0.0023382567,0.0024713601,-0.011419697,-0.0043924525,0.0022557864,-0.0011374431,0.012270127,0.0012752431,0.0014365214,-0.010241309,0.01993401,0.0072669405,-0.00722397,0.0003309558,0.0065472987,0.016494006,0.00017965877,0.009427079,0.0069030365,-0.015380797,-0.0036825587,0.0019243206,0.006555476,-0.005235538,0.004218799,0.008883898,-0.03420583,-0.029673273,-0.0018742266,-0.01281196,-0.022891844,0.024280446,0.020869799,0.012933036,0.017835813,0.007399477,-0.023471827,-0.036682658,0.006849658,0.0003584852,-0.0024308453,0.0043276115,-0.017306203,0.0007315902,0.019993901,0.018000903,-0.010169757,-0.016278174,-0.0009097525,-0.009492933,0.0033169114,0.009187228,-0.0018904932,-0.00038834705,-0.0008516775,-0.0038493113,0.0070530223,-0.0017090783,-0.008691936,-0.017124426,0.0011193788,0.013180139,-0.0021025015,0.0056756116,0.008709064,-0.008228058,-0.01244078,-0.012445347,-0.012949301,0.0037879208,0.015175321,0.01635105,0.01103774,-0.0014027238,0.0006353068,-0.01882941,0.05442887,0.0043417457,-0.011890627,-0.011375133,0.010173248,0.012887114,0.00775501,-0.0072830957,-0.01039581,-0.015199771,0.0035040632,0.012547912,0.013029742,-0.014668781,-0.0063246544,-0.0070626875,0.009691141,0.011545595,-0.016931027,-0.0019914967,0.011989653,0.0032594244,-0.0026058077,-0.00904488,-0.013981575,-0.022340698,-0.021687914,-0.016941182
BARD1,0.0021639522,0.0018167377,0.0003343852,-0.0005030438,-0.004432564,-7.3323004e-05,0.0013033581,-0.0018449649,-0.011641352,-0.0004883805,-0.0015992014,-0.00066675193,0.0016150331,-0.0009084025,-0.0037668678,-0.0048798285,0.0041677724,0.0017636545,-0.0031519171,-0.0029099155,0.0045471964,0.006331944,-0.0018422239,-0.0013948884,0.003075344,-0.00011820693,0.0059029604,0.003275028,-0.0014311736,-0.0043069315,-0.0017873346,0.0039884015,-0.00061015494,-0.00097131066,-0.0020438612,-0.0012101363,0.0046868525,-0.0025613406,-0.0006954559,0.004530103,-0.0032126997,-0.0010420637,-0.0035826706,0.0030305095,-0.0022937323,0.003998429,-0.0052011674,-0.0037475962,0.0009159255,0.0012962127,-0.0092297,-0.006432244,-0.000650481,-0.003330866,-0.0056072534,-0.0020551868,0.0015949161,-0.0014457491,0.00055744575,0.0070406436,0.00022041512,0.0038788486,0.004633762,-0.008100686,-0.0010236442,-0.0056029703,0.0008109794,0.0007088715,-0.0032219936,0.0011299122,0.0013428895,-0.0010433967,0.0017742726,0.0021555433,-0.0017915758,-0.0006071664,-0.0038337922,-0.0008117307,-0.00084328384,-0.0005048106,-0.00583208,0.0028154366,0.0010832108,0.0006629017,-0.0019212358,-0.0010413552,0.0043543493,0.00022612879,0.005950513,-0.00047660206,-0.0021753493,0.0010717404,0.023996707,0.0037184115,-0.0018027361,0.0031414893,0.0002567491,-0.0047538755,0.0009416369,-0.0069500925,-0.00087194826,0.0011735836,-0.0014275233,0.0016148337,0.0017820044,-0.006229908,-0.00050961657,0.00765252,0.00088761345,-0.000194609,-0.0075119715,-0.005052625,1.2224388e-05,0.0035985825,-0.0049970443,-0.0033214248,0.00017852538,-0.00011267601,-0.004481096,-0.004484912
BBS9,0.0026374136,-0.0013898422,0.003160861,6.148094e-05,-0.0029265622,-0.001405626,-0.000661231,0.001955749,-0.017288951,-0.003572862,0.00052972796,-0.00014277345,0.0019170409,0.0014189533,-0.0021645909,-0.004619482,0.0035741294,-0.0058259903,0.0029915152,-0.0004567055,-0.00048150375,-0.002950058,0.0025837203,0.0002477429,0.00024521168,-0.0010535346,0.0032828536,0.006465547,0.0028875554,-0.0072589424,-0.00023426976,0.005047128,-0.008564668,0.00092292094,0.0050019086,0.000806497,-0.0055990126,0.0034050164,-7.10809e-05,0.0001348876,-0.0005785963,0.0016653609,-0.004557186,-0.0039403536,0.0037807347,-0.0018460396,-0.0014728846,-0.004932211,0.0018592603,0.0010040915,0.0012907481,-0.005440642,0.008190881,-0.0024362241,-0.0129147265,-0.0056692334,-0.0032702114,0.004830916,0.0005673254,0.0022902999,0.0020822068,-0.0038318918,0.0015191549,-0.0015868429,-0.0037445088,-0.004548321,0.0030625619,-0.002920818,0.001508279,0.00050084,0.0006393062,0.0006927954,-9.3472715e-07,0.0004941865,0.001984242,-0.009880111,-0.005274142,0.0021868416,-0.0015218586,-0.0018006111,-0.0068112942,0.00447457,0.0019572093,0.0036886008,-0.005512418,-0.0011025664,0.0014648705,-0.0023339281,0.0030181096,0.0013649879,-0.0015722894,0.003052927,0.039537486,0.009665807,-0.0023974816,0.0017559963,-0.0016615884,-0.005307132,-0.0017982718,-0.0040960726,-0.003245526,-0.00268377,-0.0018763293,-0.0031273535,0.0041049393,-0.0071504735,-0.0027866098,0.002632748,0.0029521957,-0.0014479861,-0.008114277,0.0015693053,0.0021445286,0.0025541876,0.0009709187,0.0037895883,-0.0023775783,-0.0027329084,-0.00044413353,-0.0072530718
BCAM,-0.0018775526,-0.00083416194,0.00023028711,-0.00037272694,-0.0021577666,-0.00110701,-0.0008473882,-0.00013498659,-0.0015006103,-0.00042303707,0.0020771215,0.005055142,-0.0010669779,-0.00044930488,-0.0034668606,-0.0059567043,0.0006766963,-0.004670943,0.0009093932,0.0019092056,-0.0034726453,-0.0036689362,0.0003791545,-0.0011251946,0.0010367524,-0.0027774826,-0.0009598852,0.0023388327,0.0016811453,-0.0019252439,-0.00040547608,-0.0045342385,1.0115486e-05,-0.0027675023,-0.00078870624,-0.0037575096,0.0001839838,0.0030033323,-0.0013868364,0.0045053232,0.0007926543,-0.00048922846,-0.004065306,0.0006929455,0.0001551873,-0.004653104,0.0068303673,-0.00067633356,-0.008032758,-0.006649183,0.0039046418,-0.0006273279,-0.0014342198,0.0025406184,-0.006335385,-0.005059719,0.00031984042,-0.00018720527,0.00138282,0.0013216324,0.0019294637,0.0026146078,0.0008577261,-0.0015272537,-0.0048189657,-0.002533473,-0.0006797581,0.0020831972,-0.000115755756,-0.0013920172,0.00047511162,0.0016270629,-0.0038208235,0.0024828692,-0.0013658736,-0.0013779149,0.0012424724,0.001629783,0.0033626189,0.0085135335,0.0054506324,-0.0066992627,-0.0031896962,-0.0008665044,0.0008476203,-0.0016760927,0.0045404113,0.0025387665,0.000335489,0.0009728153,0.0019426066,-0.00044932732,0.005721289,0.002037713,0.00016045959,-0.006191279,-0.001437353,0.0003588939,0.0019193899,-0.0026324631,0.00039190246,-0.0031346013,0.0014412373,0.003433351,0.0024590492,0.0002504128,0.0026414369,0.00038605373,-0.0077543114,-0.0011972538,0.0018393276,-0.00058834953,-0.0035526494,0.0017569439,-0.0053493325,-0.0011140665,0.007394022,0.0007413044,-0.00063776737,-0.0073665674
BCAS3,-0.0007346751,-0.00034721065,0.00089045084,0.00030958754,-0.0054759886,0.0024277489,-0.00096942956,0.0009071764,-0.01126816,-0.00073797413,0.0019719293,0.004970215,0.0011506315,-0.0008143381,-0.006051747,-0.007721991,-0.00029041892,0.0001374258,0.0038749757,-0.006250504,-0.00036262601,0.0044158194,0.0009353599,-0.003974075,0.0070120976,-0.0036162178,-0.0029801247,-0.006815852,0.0032649005,-0.006141849,-0.0015946169,-0.00042459986,0.003020975,-0.0021399218,0.004135883,0.0005029878,0.001342557,-0.00037070352,-0.001644608,-0.00049157796,-0.0018895321,-0.0004871444,-0.005438346,-0.009943377,0.0005425651,-0.0019791336,0.005324631,-0.0067166304,0.0038258852,0.0057788976,0.0025706892,-0.0032317007,-0.0018603307,-0.005785138,-0.007393721,0.005212618,0.00051679293,-0.0013865354,-0.00036435382,0.00019684965,0.0007928212,0.0048096054,0.0015994412,-0.0045502842,-0.004122997,-0.0036565892,-0.0011629873,-0.0035508545,-0.0002643699,0.0029488907,-0.005086777,0.0024804557,-0.0017502905,-0.0042354893,0.0051565627,-0.0026711884,0.00047060402,-0.0018041233,0.003229146,-0.0034300012,0.0030279162,0.0010813278,0.0039638206,0.00449798,-0.0031299077,-0.005293677,-0.0014635983,0.00032632344,0.0042326967,-0.004632728,0.0005062453,-0.00017137236,0.033794284,0.0047899405,-0.0021799789,-0.0021445255,-0.00044248888,-0.0013060438,0.00030590247,-0.0046293484,0.0061044414,-0.0067458837,-0.0045693372,-0.00041488907,0.006514452,-0.004462212,0.0038325374,0.004239997,-0.00060469686,0.0035212866,-0.004815356,-0.003420007,0.0040128157,0.0036701823,-0.00224724,-4.8264733e-06,-8.338926e-06,-0.004858628,0.000681451,-0.0040194085
BCKDHB,0.0050069597,0.00074391876,0.000522311,-0.0023436423,-0.0008724083,0.00045083693,0.0010674616,0.0028866667,-0.02369853,-0.0019425711,-0.0018099679,0.00060454936,0.0019545145,0.0028883738,-0.002098561,-0.009141652,0.0019491474,0.004734608,-0.0011115186,0.0028530816,0.0010881918,-0.00338397,0.0012957571,0.0012016225,0.0020512966,0.0017954387,0.0018836459,0.0040713516,-0.0021254546,-0.0015375622,0.00024911552,-0.0027060949,-0.0023847225,-0.00024441053,-0.006038222,0.001017651,-0.0016393837,-0.002763901,-0.00094394386,0.0032470394,0.00029897608,-0.002579447,-0.005060724,-0.006821327,0.0017372466,-0.0012545049,-0.0036676845,-0.0040457477,0.008631783,0.0019605656,0.0018919325,0.0037188726,-0.00013537593,-0.007040902,-0.009387843,-0.002476328,0.0025384666,-0.0021395804,-0.0071530878,-0.00027687306,-0.005444094,0.0010915727,0.0010827396,-0.005117435,-0.0027485755,-0.007809021,0.00090562814,-0.00049701234,-0.001506512,-0.003524378,-0.001354515,0.004410899,0.00076733204,-0.0026851955,3.2117194e-05,-0.005489633,0.0035251174,-0.0032474895,0.0041599986,-0.0021175863,-0.000816737,0.002253993,-0.0015862224,0.002335179,-0.0036498639,-0.008193171,0.0009290352,0.004549977,0.0064515616,0.00037432634,0.0012448385,0.0019744323,0.04830111,0.013318468,0.0031471446,0.00079098815,4.646041e-06,-0.0082483785,-0.005873945,-0.007002284,-0.0013502573,0.002020035,0.007174096,0.0011822182,0.00071813574,-0.0040002237,0.000559635,-0.0025123646,-0.00060500513,-0.0051850816,-0.0066318386,-0.0013779288,0.002256906,-0.00062156667,-0.008750461,-0.0027268121,-0.0044377223,-0.0016696528,-0.0037502595,-0.007324844
