,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104
PLXNB1,0.0035315352,5.432776e-06,-2.1916034e-05,5.052253e-05,-2.7844457e-05,0.0028076316,-2.3285227e-05,0.012353069,2.3855662e-05,2.1263699e-05,0.0023722767,9.698315e-05,-0.0032871456,3.2748143e-05,-6.678297e-05,-6.138381e-05,-8.842971e-06,-5.431519e-05,-0.0001728787,3.5865452e-07,0.00038288662,5.7352347e-05,5.282119e-05,-0.0011271955,4.3619988e-05,-0.000551591,5.0968767e-05,-3.6694833e-05,-1.5610183e-05,4.9659237e-05,0.0009121294,-2.4980169e-08,0.0011111553,-2.6735072e-05,-0.00010634586,-0.00026766598,-0.000107279084,0.0010850001,-6.2686086e-05,-5.168247e-05,-4.954936e-05,-0.0007029383,-2.6252344e-05,-0.0011089103,3.1908705e-05,4.4928394e-05,0.0009875834,5.9323396e-05,-0.00068509724,3.5895264e-05,-2.7710283e-05,0.0009031918,-1.1915017e-05,0.0011257653,-2.09407e-05,-9.9271245e-05,-0.00034428053,-0.000117749434,0.0010815958,1.1161263e-05,-0.003195574,0.00022764712,0.00228035,-0.000910008,-0.00061474723,-0.0012250803,-0.000922053,-0.0014148424,-0.00090382964,-4.1913634e-05,0.0006903287,2.7927472e-06,9.856907e-06,-0.0011334709,-3.4655954e-05,-2.8732728e-05,7.137053e-06,0.006668891,-0.0011273363,-0.00063064764,-0.0005404109,-0.0010967241,-0.008316264,-0.001122742,-6.2476865e-05,0.000102151374,0.0003195058,9.494055e-05,-0.001078336,5.896633e-06,2.5788853e-07,-0.0001432631,9.428774e-05,-0.0008540391,0.00010223204,-0.0026163445,0.00031208695,-2.5944486e-05,0.00035705857,-1.4994386e-05,-0.0012577672,0.00010896535,0.004347228,-0.0010908195,-8.294426e-05
PMEL,-0.003794293,-0.0001509805,7.0402304e-05,2.3045917e-05,6.383192e-05,0.0014472012,-8.781945e-05,-0.0015655204,-6.742315e-05,-7.605245e-05,0.0011643183,-5.862316e-05,0.0027822184,-6.208444e-05,4.168877e-05,-1.5044528e-05,4.75797e-05,-2.0234458e-05,0.0007652796,-9.68502e-06,-0.00046681764,1.7814044e-05,-2.6988593e-05,0.0013890684,5.0119324e-06,-0.0009226919,2.3049806e-05,-0.00036413048,0.00041153032,-0.00040232186,-0.0020932069,-0.00022591534,0.00021006879,0.00038850715,0.00029018032,-0.0012795224,0.00045677816,0.00054029044,0.0004126677,-0.00035910952,0.0004403557,0.0013715122,0.00024084786,3.0935087e-05,-0.00042273605,-0.00028607,0.0002574528,-0.00045711247,-1.6689712e-07,-0.00043092523,-0.00038327574,-0.002075676,-0.00022123686,0.00019152879,0.00039667534,0.00029152547,-0.0011872818,0.00048030648,0.00050091365,0.0003904288,-0.00096396654,-0.00019839192,-0.00019016677,0.002085758,0.0015509122,0.0007035209,0.0021859277,-0.0014030779,0.0020625498,-5.771732e-05,-0.00027333174,0.00022757359,0.00012905875,0.00067833945,0.0002608655,-0.00048586662,0.00022680775,0.002191465,-0.00019167323,-0.000267421,0.000119460885,-0.00029110772,0.0014000784,-0.00018713328,-0.00037101237,-0.0002900364,0.0012301824,-0.00045446213,-0.0005175222,-0.00039360815,-0.00013254129,0.0012046392,-0.0002967491,-0.00059822726,-0.0003014266,-0.0022921944,0.0013558533,-0.00068695296,0.0011659075,-0.0004042835,-0.0006464329,-0.00047030178,0.0012622502,-0.00050738815,-0.00037298305
PNPLA1,0.0015808449,-0.00032005928,-7.7489385e-05,0.00026106823,-9.8388606e-05,0.0004004939,-0.0002964115,0.0028522757,9.28343e-05,-3.501614e-05,0.00021728745,7.190368e-05,-0.0028251277,0.00010035798,5.3982e-05,-2.496196e-05,5.5250144e-05,-2.7181059e-05,0.0006178389,-4.1993873e-05,-0.00030514493,2.7170998e-05,1.130822e-05,0.00031890476,5.9490365e-05,-0.00085167366,2.7786562e-05,-0.00026557216,0.0002682192,-0.00029023932,-9.1939364e-05,-0.00014191945,-0.00081815856,0.00028061267,0.00017963996,0.00094903406,0.00030652,-0.00064492074,0.0002942252,-0.00021870171,0.000277766,-0.0003201207,0.00015848431,0.00086325884,-0.00027234934,-0.00016330129,-0.0010758818,-0.00028756564,0.001041804,-0.00027704693,-0.00027484345,-4.9807448e-05,-0.00014150035,-0.0008302719,0.00029013952,0.0001846545,0.0009872111,0.00031054052,-0.00069256895,0.0002840488,-0.00066739775,0.00048470657,-0.00030002542,6.614637e-05,0.00020020879,0.00010339092,4.8635164e-05,-0.0008799189,4.0941868e-05,-2.6337173e-05,-0.00056594866,0.00014488604,8.472996e-05,0.00066032563,0.00020950497,-0.0009389113,0.00014549373,-9.316216e-05,0.0008314974,0.00045365878,-0.0004419515,0.0008253418,0.00092772616,0.0008299821,-0.00026937804,-0.00018322482,-0.0009735028,-0.00031103744,0.00068033347,-0.00028835156,-0.00011509633,-0.00058473524,-0.00019169471,0.00019650896,-0.0001809069,-0.00055629184,-0.0010893415,-0.00087111484,-0.0009993636,-0.0002948779,0.00066832796,-0.00031102687,0.0004895358,0.00069866056,-0.0002631707
POMC,-0.0011063424,-0.00038280815,-2.2637696e-05,0.0002469376,-4.738971e-05,0.0001220236,-0.00032025593,-0.0038057866,3.580666e-05,-9.6880016e-05,-0.0002517034,1.2886893e-05,0.0023347,4.7666752e-05,2.144581e-05,-4.6757086e-05,9.1642716e-05,-5.4173845e-05,0.00018630527,-8.7127235e-05,-1.5782503e-05,5.122483e-05,1.2826434e-05,-0.00016285971,5.380037e-05,6.328149e-05,5.5405555e-05,0.00030416416,-0.000295928,0.00035111402,-0.0002444844,0.00017186503,-0.0009814134,-0.00033279674,-0.00030834024,-0.000983699,-0.00042546252,8.44082e-05,-0.00036159196,0.00017056664,-0.00035532427,0.0001691741,-9.876419e-05,0.00090772344,0.0003192231,0.00028619563,0.0009745764,0.00036741619,-0.00012816585,0.0003416035,0.00031883828,-0.00024612513,0.00013977381,-0.0009973027,-0.00034289234,-0.00031276883,-0.0010012907,-0.00044385548,9.079684e-05,-0.00032214593,0.00074887014,1.8743447e-05,0.00020591963,0.00024682892,0.00019997825,0.0013734532,0.00027669073,0.00066854706,0.00024504575,-1.1540865e-05,-0.00042931488,-0.0001590071,-0.0001447574,-0.0005497821,-0.00021495718,8.384289e-05,-0.00014459642,-0.0018084871,0.0010008607,0.00067478506,0.0005256355,0.0011237136,0.0023649514,0.0009947028,0.00031438362,0.0003058853,0.0010031855,0.0004249007,-8.89702e-05,0.00034129742,0.00014996453,0.00059259497,0.00031624164,-5.7655616e-05,0.0003236425,0.0014408918,0.0010304828,0.0006024698,0.0009942452,0.0003596926,-0.00011902711,0.00043046637,-0.0011170683,-9.0023095e-05,0.0002951735
POTEJ,0.0030385228,-0.00013960167,0.0006578843,-0.0004948222,0.00065595366,-0.0007119262,0.00015522579,-0.00034972143,-0.0006602416,-0.00045535382,6.031519e-05,-0.0006763222,-0.0013032587,-0.0006535217,-2.7739816e-06,-1.7077062e-05,7.143945e-07,-1.3993164e-05,0.00019788438,1.6694646e-06,-0.0006530454,1.6089736e-05,3.0028894e-05,-1.4171583e-05,2.3469938e-05,0.00031559146,1.1748037e-05,-0.00040588222,0.0004535422,-0.00046836562,0.0005405107,-0.00025897706,0.0019560847,0.0004509983,0.00035435852,-0.00019662906,0.00050102803,-0.00086667243,0.0004784231,-0.00037683785,0.000489504,-0.00069182937,0.00021595112,-0.0011636277,-0.00047185793,-0.00034349333,0.00017291053,-0.00048508076,0.0005249484,-0.0004775512,-0.00041891477,0.0005599493,-0.00023595647,0.0018899944,0.00045674265,0.00035671407,-0.00019724283,0.0005348848,-0.0008471674,0.00044486136,-0.0008909049,0.00043344902,-0.00015247212,-0.0005599796,-0.0003324515,-2.9164907e-05,-0.00060459686,-0.00036773656,-0.0005717902,-5.783263e-05,0.00014967164,0.00025527008,0.0001772196,-8.084597e-05,0.00029397928,-5.6569894e-05,0.00025179746,0.0012735531,-0.0019343744,-0.001443039,0.00033377373,-0.0018685787,-0.0012895938,-0.001874605,-0.00041149158,-0.00035916505,0.0001981287,-0.0005140508,0.00086062436,-0.00045149398,-0.00018157058,0.00013215929,-0.00036307133,0.00063296995,-0.00036934012,-0.0015245737,0.00020688697,0.00049745745,0.00019850847,-0.0003989931,0.00086426357,-0.0005216994,0.00018590565,0.0008408401,-0.00040226022
POU2AF1,0.00043653868,-0.00011866101,0.00063469337,-0.00047560513,0.00062454364,-0.00011231328,0.00016315344,0.00019730351,-0.00063132826,-0.00044055178,0.00015793285,-0.00067727896,-0.0006314302,-0.0006214098,-3.676757e-05,-1.7182285e-05,-1.8928335e-05,-1.8479617e-05,0.00033736593,1.4049537e-05,-0.00058339426,1.5523632e-05,3.0465328e-05,-0.00012358106,-1.377359e-07,0.00050669815,2.5077667e-05,0.00023287079,-0.00025925343,0.00029620802,0.00027876126,0.00017325995,0.00038380784,-0.00028216522,-0.00023558133,-0.00034651096,-0.00036049052,-0.0005979719,-0.00030584837,0.00013459263,-0.0003051041,-0.00046359378,-0.00016162655,-3.630442e-06,0.00028003668,0.0002148546,0.00043293813,0.00032523938,0.0001893081,0.00028319194,0.00023500914,0.00030379274,0.00013629408,0.00033901233,-0.00027350546,-0.00023062031,-0.00036279124,-0.00037893513,-0.0005551106,-0.00024600484,-8.8983856e-05,0.000396689,-0.00033683243,-0.000296502,-0.00010184548,0.00037174375,-0.00032565,0.00022068013,-0.00030821507,-3.3619042e-05,-0.00030219142,-0.00016247746,-9.689234e-05,-0.00029413417,-0.00023756456,0.00018571151,-0.00015303546,-0.0002852834,-0.00035633982,-0.00036985578,0.00020963674,-0.00042627807,-3.1376538e-05,-0.00033458445,0.00023699828,0.00023230637,0.00035895515,0.0003547047,0.00057354633,0.0002665663,0.00010214009,0.0001720691,0.0002380604,0.00049078773,0.0002416621,-0.0004668198,0.00037716285,6.5042375e-05,0.00036472376,0.00023357553,0.0006165351,0.0003661724,-7.434854e-05,0.00054681336,0.0002040169
POU6F2,-0.022452129,0.0002967961,-0.00030110788,7.601301e-05,-0.0002970772,0.0001363432,0.00013346554,-0.0287036,0.0002977123,0.0002687539,-0.0019893425,0.00027448067,0.0024829158,0.00029000654,2.0957974e-05,8.7885375e-05,-3.692505e-05,8.2844315e-05,0.0006665211,6.1937644e-06,-0.0006073014,-8.606148e-05,-8.262289e-05,-0.000100828816,-0.000105531384,0.0004734597,-7.726662e-05,0.0006819827,-0.0007326522,0.0007290451,0.00014716525,0.00043919243,-0.00015291663,-0.0007124133,-0.00046092662,0.0002567238,-0.0007964009,-0.0033130238,-0.00073701696,0.00067335914,-0.00077773654,-0.0004943885,-0.00037366437,0.00061712565,0.00075119844,0.0004929955,-0.00015826432,0.00081010535,0.0026117011,0.0007622189,0.0007141511,0.00019890619,0.0004072393,-0.00021351135,-0.00073083036,-0.00047081834,0.0002488956,-0.0008335372,-0.0032566674,-0.00072407204,-0.010179581,0.00059269636,0.0035700025,-0.00018294781,8.030565e-05,-0.0055882824,-0.00011454323,-0.0044305334,-0.00020252369,0.00016768377,-0.00059956865,-0.00042965382,-0.00028862868,-8.0712897e-07,-0.0005314084,-0.00092046265,-0.00041418805,0.029611921,0.00018582893,-3.3629087e-05,-0.0026796777,0.00027074554,-0.023759486,0.00023488642,0.0006932287,0.0004686402,-0.00025239907,0.0008017197,0.0032977625,0.0007271478,0.00024568388,-0.00019975781,0.00048762857,0.0022001409,0.00047896832,-0.016680395,-0.00030512057,0.009743928,-0.00024624402,0.000769559,0.00338795,0.0008267723,0.0073565794,0.0032299827,0.0006941118
PP12613,0.0043491987,-0.00018485608,0.001637312,-0.001310656,0.0016340319,-0.0014584035,0.00049205753,0.006184838,-0.0016447392,-0.0010976247,0.0002996344,-0.0017258069,-0.0028235833,-0.0016348668,-9.007028e-05,-9.798973e-05,0.00025527654,-0.000120330784,0.000740482,-0.00022890403,-0.00083962077,0.00010939291,-1.3822851e-05,-0.00048748965,0.00010604961,0.00035390313,0.0001241724,-0.000535804,0.00058507966,-0.00058592606,0.0007801946,-0.00030824466,0.0014120209,0.00057389477,0.00036313586,0.0003679564,0.00064235565,-0.0019989118,0.00059528236,-0.0006266303,0.00062349613,-0.0010744793,0.00046460383,-0.0007029397,-0.0006056991,-0.00032118562,4.823498e-05,-0.00063671346,0.0015542627,-0.00062088645,-0.0005643598,0.00083182385,-0.00034995264,0.0013558214,0.00058908295,0.00036010475,0.0003145434,0.00066263054,-0.0019914482,0.0005776298,0.0034136304,0.0008928522,-0.0033988487,-0.00081604376,-0.00032746964,-0.0011427405,-0.00079319347,0.0020473178,-0.00083667354,-0.00027587262,-0.00014928194,0.00033505776,0.00014327597,-0.0002913665,0.0003310366,-0.0005085653,0.0003530143,-0.0010641905,-0.0013893832,-0.0011046366,0.001357741,-0.0014841623,0.00080495444,-0.0013460023,-0.0005596044,-0.00036430417,-0.00034404104,-0.0006510987,0.002002565,-0.0005875305,-0.00017062596,-0.00033037137,-0.00036466817,0.0013846536,-0.00036318827,-0.0020377159,-0.00031546078,0.000797349,-0.0002972738,-0.00058706006,0.0021230914,-0.0006559383,-0.0023566508,0.0019924256,-0.00054855045
PPARD,-0.005168739,-0.0002911152,-0.0016820057,0.0016907062,-0.0017106865,0.0058320304,-0.00088140805,-0.003676472,0.0017027247,0.0010478682,-0.002020904,0.0018761825,0.0014871116,0.0017149877,3.5969047e-06,-4.53377e-05,-7.348362e-05,-3.462251e-05,0.0001607578,0.00022677152,0.0006951848,3.9470753e-05,3.1182277e-05,0.0003212639,4.6748723e-05,0.00081887835,2.642643e-05,0.000510499,-0.0003429144,0.00046072243,-0.00020888312,8.9673784e-05,-0.0020795842,-0.00048425936,-0.00021744662,-0.00033572744,-0.00038467316,7.416362e-05,-0.00043972224,0.0004617147,-0.0003141069,0.00013146656,-0.00015397943,0.0014968023,0.00033865005,0.00016343052,7.948742e-05,0.00032252853,-0.0006345748,0.00033406608,0.00052263413,-0.00020213422,0.0001233107,-0.0020523584,-0.00048663106,-0.00022426459,-0.00032239224,-0.00036735315,0.000134334,-0.00050042866,-0.0050477744,2.3905102e-05,0.002098181,0.00020719608,0.00016689596,-0.00068243506,0.00024554293,-3.2183096e-05,0.00020555551,0.0002839099,-0.000321049,-0.00010105051,-6.1477884e-05,0.00017355106,-9.7936034e-05,0.0007629138,-0.00011278871,0.008349409,0.002062023,0.001556559,-0.002225558,0.0023258992,-0.009051416,0.0020521083,0.000535206,0.00022422003,0.00032903624,0.00040768148,-0.00011319197,0.0004899304,0.00023757986,0.0002933191,0.00023837342,0.00014819464,0.00020524413,-0.003461139,0.0003443793,0.0038602527,0.0003195897,0.00055134355,-0.00015334612,0.000382324,0.0034314191,-0.0001481284,0.0005393587
PPARGC1A,-0.03409642,0.00046697207,-0.00021759846,-0.00012356252,-0.00019600218,-0.005721611,0.00033641813,-0.032513395,0.00020047791,0.00027481464,0.01046447,0.00021897057,0.028501919,0.0001912338,-2.5711493e-05,-0.0001877818,4.9275044e-05,-0.0001799191,0.0005425837,0.00013482793,0.0008401598,0.00018302219,0.00011957511,0.00026427416,0.00016416017,0.0007975143,0.00017898514,0.00024711122,-9.215942e-05,0.00025953868,0.00093511754,-7.222624e-05,0.00038783695,-0.00026225942,-0.0002084168,0.00055109174,-0.0002568448,-0.00025209438,-0.00025492045,6.262589e-05,-7.960791e-05,-0.0010926264,2.3606957e-05,-0.0007743908,8.986395e-05,6.040676e-05,-0.00065900426,8.2858576e-05,-0.00026082434,8.505219e-05,0.0002325196,0.0009646673,-6.658239e-05,0.0004126063,-0.0002508575,-0.00020176699,0.0005729539,-0.0002357425,-0.00019407342,-0.00023611958,-0.015211671,0.0008031512,0.0009982963,-0.00095961243,-0.0004485268,-0.003737899,-0.0009129444,-0.0038223127,-0.0009627889,8.736522e-05,0.0008145461,7.0857655e-05,4.6466936e-05,0.0004514514,7.115278e-05,0.000562747,6.7143235e-05,0.042986143,-0.00041363045,-1.2114043e-05,-0.00085438276,-0.00037868827,-0.03471241,-0.00041164132,0.00022595483,0.0002056922,-0.0005665928,0.0002520957,0.00021821851,0.00024471534,0.00015211309,-0.00029624155,0.00020937722,0.00035403518,0.00018972019,-0.023718169,-0.00058543036,0.013778274,-0.0005761298,0.00019124376,0.00026755212,0.00023668184,0.0067263627,0.00018494212,0.00020597188
PPFIA2,-0.00557128,-0.00035875422,-0.0006416812,0.00077952334,-0.00066660147,-0.00048551272,-0.00052889436,-0.004522202,0.00066139776,0.00034294775,0.0010294793,0.0007075033,0.004862211,0.00067223393,6.505622e-05,6.557906e-05,-7.802261e-05,6.948003e-05,0.00022818308,8.139267e-05,-0.000174428,-6.7801855e-05,-2.8122786e-05,0.0001408528,-4.3617674e-05,-0.0005137632,-7.41824e-05,-0.00030703328,0.00027023963,-0.00033205055,-0.00011812603,-0.00011573062,-0.00075819134,0.0003237231,0.00025853774,0.0001764511,0.00037739027,-0.0006360393,0.0003380276,-0.00011545726,0.00028439946,-6.4114145e-05,6.327165e-05,0.00084423757,-0.00027131455,-0.00022086379,-0.00017834763,-0.00029983965,0.00076168677,-0.00027484115,-0.0002977201,-9.81548e-05,-9.261284e-05,-0.00077395944,0.0003227173,0.0002568814,0.00018491197,0.0003834789,-0.00066090404,0.00031096552,-0.005218523,0.00015716284,-0.00035297906,0.00010691827,0.00012731439,0.0004815343,7.376304e-05,-0.0020916883,9.279595e-05,9.5799725e-05,-0.0004711155,0.000107873755,9.168512e-05,0.00014528137,0.00019330409,-0.0006079557,0.000103086095,0.011048276,0.00077219435,0.00046569275,-0.00077991054,0.00091066415,-0.009067102,0.000788369,-0.00029282394,-0.00025809713,-0.0001831165,-0.0003723497,0.0006536654,-0.00032110707,-0.00013916189,-6.350822e-05,-0.00026230662,0.00025794926,-0.00026170415,-0.0059396736,-0.00013168814,0.0011107685,-0.00017766893,-0.00030331922,0.0005695912,-0.00037717324,0.003225686,0.00065329485,-0.00027705415
PPM1E,-0.00090782583,-0.0006243737,0.00084284117,-0.00038316246,0.0008127126,0.0011779435,-0.00016216953,0.010000977,-0.000822629,-0.0006934692,0.0010336958,-0.00089293486,-0.00032939404,-0.0008047345,4.2466818e-05,-6.494173e-05,0.00014303185,-7.670911e-05,-0.00025967197,-9.51564e-05,-0.00040171482,7.260913e-05,-1.3514136e-05,0.0007107276,5.2143678e-05,-0.00043409373,8.2008715e-05,-0.0006202474,0.0006654366,-0.0006675626,0.0006812932,-0.00036028159,0.00097048254,0.00065314467,0.00042630712,-0.00077260303,0.0007333339,0.0002844655,0.00067639124,-0.00066604785,0.0007026107,-0.000559387,0.00041895054,-0.00062322104,-0.0006847935,-0.00041196065,0.00026184093,-0.00074425025,-1.3276585e-05,-0.00069845404,-0.0006590309,0.00069019076,-0.00037298255,0.00095476885,0.00066995865,0.0004337031,-0.00074124354,0.000766486,0.00026517673,0.00067021005,-0.00990991,0.00012735174,0.0038631877,-0.0006895967,-0.0005189473,-0.0038257993,-0.0008195009,-0.0045285425,-0.00069579657,-0.00019034019,8.548313e-05,0.00037080474,0.00019494056,0.00027955582,0.0004017929,-0.00025134196,0.00037782185,0.016420979,-0.0009633377,-0.0007050048,-0.0020834657,-0.0009985447,-0.01414149,-0.0009489153,-0.00063585397,-0.00043024393,0.0007512081,-0.0007390337,-0.00026933156,-0.0006667666,-0.00022437432,0.0006896029,-0.0004476438,-0.00031913497,-0.00044367556,-0.011107866,0.00085836224,0.0041542933,0.0007404778,-0.0007182003,-0.00033070217,-0.0007616173,0.004979631,-0.00026426805,-0.00064787077
PPM1L,-0.008949939,0.0005014914,0.00023475541,-0.00053138344,0.0002712519,-0.00023045586,0.0005231804,-0.00414029,-0.0002607237,-1.06363195e-05,0.0017992562,-0.00025597305,0.0077767507,-0.00027760517,-1.3952917e-05,-2.6139965e-05,-1.4949607e-05,-2.2100456e-05,0.00053954305,7.598936e-05,-0.00012283353,2.4238e-05,1.161656e-05,0.00050614687,1.5488502e-05,-3.7427482e-05,1.7921286e-05,-8.647665e-05,0.00014173731,-0.00012983833,-0.00068826106,-0.00011009436,0.0022452397,0.00011145012,0.000105782936,4.8981823e-05,0.00016413257,-0.0019772574,0.00013849432,-5.5703575e-05,0.0001735711,0.00022026451,6.3000065e-05,-0.001767858,-0.00014453252,-0.00012062525,-0.00037235062,-0.00016719873,0.001826147,-0.00015836541,-9.9593926e-05,-0.00065333355,-9.329277e-05,0.002227608,0.00011794818,0.00010525793,8.528266e-05,0.00018714195,-0.0019948268,0.00011067741,-0.009196471,0.00020538819,0.0036895291,0.00066907983,0.00056160305,-0.0047405353,0.00065184274,-0.003933353,0.00064110314,5.0227653e-05,0.00066825835,0.000104802064,7.077663e-05,0.00044928995,0.00010067722,-0.00083855336,9.922986e-05,0.020539716,-0.0022443575,-0.0015030893,-0.0031613698,-0.0023500742,-0.017964495,-0.0022153135,-8.296206e-05,-0.00010220755,-7.201419e-05,-0.00016292292,0.0019923314,-0.00011280089,-1.7875947e-05,9.416972e-05,-8.9572175e-05,0.0012736942,-0.000113980364,-0.010303153,-9.856007e-05,0.006308997,-9.282341e-05,-8.927893e-05,0.002166023,-0.00017740027,0.0052723815,0.002005335,-8.483813e-05
PPP1R37,-0.000888745,-0.0004359597,-0.0011086764,0.0011943975,-0.0011322616,-0.0014428287,-0.0007714918,0.004386849,0.0011316885,0.00062959944,-0.0008094618,0.0011790227,0.00082724635,0.0011384597,6.0410366e-05,-5.6616664e-05,7.658232e-05,-5.79148e-05,0.00069679436,2.2034717e-05,0.000949105,5.973307e-05,1.7048782e-05,0.00085307966,7.819014e-05,-7.535881e-05,5.337611e-05,3.623125e-06,0.000105927655,-8.74438e-05,0.0015900674,-0.00010839331,-0.00052986754,6.123466e-05,8.719034e-05,0.0013163878,0.0001141815,0.0007399164,0.000102980135,6.6483044e-06,0.00013768907,-0.0017492118,0.00012553885,7.027695e-05,-0.000114916234,-7.590601e-05,-0.0016967908,-0.00012314212,-0.0005846365,-0.00012073116,1.1551468e-05,0.0016305406,-9.154363e-05,-0.00049140793,6.0632578e-05,7.868737e-05,0.001379753,0.00013636304,0.00073635887,2.8496048e-05,-0.0010696806,0.0011666818,0.000325208,-0.0016239986,-0.00083272805,0.00032707688,-0.0016086391,-0.0008798781,-0.0016310044,8.653103e-05,0.00040287236,0.00010950332,3.9775136e-05,0.0012488746,9.393291e-05,0.00023297692,0.00010469231,0.007412738,0.00050987717,0.0005814794,-5.9503367e-05,0.000647575,-0.007025436,0.0005022959,2.0152016e-05,-8.40713e-05,-0.0013652508,-0.00011174802,-0.0007419299,-5.3196876e-05,5.059063e-05,-0.00063278544,-6.0300197e-05,-0.00047839645,-8.594097e-05,-0.0047941473,-0.0014088535,0.0010845585,-0.0013881223,7.451061e-05,-0.00072373106,-0.0001230237,0.0013885818,-0.0007326063,4.5834557e-05
PPP2R2B,-0.00089094054,-0.0010107948,-0.00064177334,0.0012263564,-0.00071672065,0.0012174717,-0.0011173388,0.010539336,0.00069216185,0.0001701525,0.0029361416,0.00074517383,-0.0019477805,0.0007303788,7.708665e-05,1.6125863e-05,0.000104578314,1.941702e-06,4.5762863e-05,-8.945233e-05,-0.0004268457,-7.777693e-06,-6.30955e-05,-0.00014465165,-8.902365e-06,-0.00011672311,3.384766e-06,-0.00011132976,9.88926e-05,-0.00012070223,-0.0006084411,-2.2259783e-05,-0.00064299355,0.00011972147,7.656708e-05,-0.0005120958,0.00012012165,0.00021245886,0.000121310826,-0.00011846023,0.000103511455,0.0005388862,0.0001349048,0.00087095506,-0.00010315474,-2.0583957e-05,0.0005382826,-0.00010081816,-7.035387e-05,-0.000106463296,-0.00010829975,-0.0006124724,-4.5809993e-05,-0.00067283894,0.00011865025,7.3790885e-05,-0.0005208163,0.00011939713,0.00020066371,0.0001131406,-0.009389252,-0.00018001205,0.0036872064,0.0006094476,0.0004335013,-0.004887845,0.0007004556,-0.0023182547,0.00061376067,-4.1276337e-05,-0.0006433787,3.4840225e-05,-3.2056607e-05,-0.00032961846,5.629728e-06,-3.1905547e-05,4.433711e-05,0.022722969,0.0006652969,0.00034098112,-0.0029096485,0.0007616225,-0.01877247,0.00068149966,-0.00010802339,-7.510072e-05,0.00052107737,-0.0001208753,-0.00020619393,-0.00011734844,-4.7610476e-05,0.00029130513,-7.2467235e-05,-0.00015128337,-6.883384e-05,-0.012895807,0.00052547985,0.0083449995,0.0005208889,-8.928751e-05,-0.0001756559,-0.00011972274,0.0075236876,-0.00019482753,-9.534973e-05
PPP3CA,-0.0014645339,-0.0002915556,-0.0014586438,0.0015239224,-0.0015034997,0.0018869922,-0.0008718279,0.004992192,0.0014881787,0.0008935781,0.0009643163,0.0016174072,0.0029360224,0.0015116639,-8.307266e-05,-2.5018371e-05,-0.00017553596,-6.4618116e-06,-0.00035589526,0.00026852364,0.0010479942,1.2528699e-05,3.7882e-05,0.001064985,-4.6337038e-05,0.0019092018,4.5698202e-06,0.0003471489,-0.00031400062,0.00037176404,-1.8200264e-05,0.00015246452,-0.0016524266,-0.00036698816,-0.00025701863,0.0006356785,-0.00039977478,0.0005166862,-0.00037380776,0.0004261893,-0.0003396028,0.00018331526,-0.00028167086,0.0008549711,0.00032868132,0.00017530817,-0.001253725,0.0003620489,-0.0017243886,0.00033905797,0.00036314482,-3.000101e-05,0.00014926253,-0.0016174087,-0.00037279725,-0.00025380772,0.0007099825,-0.00041096017,0.00064792874,-0.00036688388,-0.006770584,-0.0002463385,0.0012495116,2.6144287e-05,-4.744393e-05,-0.0024164363,3.7639737e-05,-8.226843e-05,3.1394153e-05,0.0002905779,0.00018808589,-0.00015354835,-6.161348e-05,0.0011647951,-0.00023383414,0.001861035,-0.00015629259,0.019110627,0.0016300303,0.0013596705,-0.0018969568,0.0018056581,-0.016539957,0.0016128822,0.00035760447,0.00025604066,-0.000686413,0.00040514529,-0.0006034252,0.00037125486,0.00015509546,-0.00014233885,0.00026309397,0.00013905908,0.0002525685,-0.011193423,-0.00072050473,0.0067586396,-0.0007232285,0.00039670162,-0.0006689714,0.0004088927,0.0040383907,-0.00067532994,0.00035247754
