,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
SRRM3,0.0011045833,0.0004825188,-0.00065628655,-0.00096656417,0.00079686433,3.6796868e-05,-0.00016716094,-0.0014269175,-0.00024842322,-0.0010168067,9.2896924e-05,-0.003085344,-0.004765718,0.0011252142,-0.0016148578,0.0013085043,-0.00061254617,-0.00026018097,-0.0037696583,-0.00015955628,-0.0026741573,0.0016914363,0.0018194864,0.0019260884,0.0015474305,0.0030684867,0.0031853614,0.0044554463
SSBP2,-0.0071549616,0.006380687,0.0037428045,0.016028557,-0.0019780335,-0.0030372709,0.008910416,0.009778563,-0.0019631926,-0.010216309,0.002448646,-0.0002857092,0.011640385,-0.0017352909,-0.010164309,0.0073087155,0.00040937777,0.008824137,-0.018113788,0.009249252,0.0071778456,-0.004812454,0.0007103702,-0.0049292566,-0.002394882,-0.00010106965,-0.0062695653,0.026764749
SSSCA1-AS1,-0.0005407056,0.00032132698,0.0015227305,0.0012836244,-0.0013708457,-0.0016081999,0.0016134012,-0.0005509446,-0.00034709688,-0.00035131484,0.0007887778,-0.00097175315,-0.00014178155,-0.00030303796,-0.0005426973,0.00027532628,-0.00046024853,0.0018005383,0.00029501808,0.00033057193,0.00033155124,0.00012762997,-0.0007229964,0.00071306503,0.00026108528,0.0003234819,-0.00027829304,0.0017493913
ST13P4,-0.000107392654,-0.0004645997,-0.0015237734,-0.0004123864,-0.00095911755,0.0006109821,-0.0016103602,-0.0026399873,-0.00081301684,-0.000881169,-0.0021520199,0.0017157873,-0.00014380921,0.00015894933,0.00034987764,-0.0017080916,0.003696227,-0.0021682102,-0.0003952354,0.000541312,0.0026626752,0.0010830257,-0.00077806815,0.0004507794,0.0013863102,-0.00302601,0.0005247551,-0.002173453
ST20-AS1,0.0029304945,-0.0019668343,-0.0028438752,-0.0037353528,0.0007784221,0.0017198068,-0.00089199434,-0.002442545,-0.0016426846,0.003981851,0.0003163937,-0.0018801533,0.00039423193,-0.0010681413,0.0035694065,-0.0030557832,0.0006098149,-0.0023025377,8.940307e-05,-0.0017515237,-0.0048897783,0.0007799149,0.0018461846,0.0036863296,-0.0042143455,0.0029246118,0.0034477247,-0.0018073095
ST3GAL6,-0.0009016773,0.0037518388,0.002449756,0.0067042494,-0.0017630039,-0.0012397077,0.005948486,0.00042066176,-0.00019538462,-0.005949393,-0.001685825,0.0005227902,0.008054991,0.0015844278,0.00075501757,-0.0018824592,-4.9334583e-05,0.006446409,-0.010849153,0.0017968364,0.0019867867,0.00024411168,0.0001595991,-0.0006937646,0.001134625,-0.000667549,-0.0017381494,0.012998945
ST6GAL1,0.0040624626,0.003127002,0.0061160913,0.0131464135,-0.0013031266,-0.0045130206,0.01925974,-0.00028773936,0.0031816154,0.0018608575,0.0052680387,-0.0012888245,0.0037044515,-0.0014594832,-0.0062884535,0.0048984997,-0.0030448048,0.0023994094,-0.033838306,0.0059994,0.00175248,-0.0041577914,0.00051276974,-0.0027335042,-0.0024939543,0.003099579,-0.0016116026,0.029030064
ST6GAL2,-0.0012775791,-0.0010632635,0.0016498019,0.010760814,-0.00048432258,-0.0011239914,0.009628646,-0.0008922807,0.0005308787,-0.001137657,0.0013218406,-0.00090673834,0.0066788187,0.0024689387,0.0010317845,-0.00079170504,-0.0010279216,-0.0014653074,-0.0160347,0.0026740204,0.0038894103,-0.002216563,-0.00055946107,-0.0023592308,0.0011141467,-0.0006317037,-0.0019220501,0.011346227
ST6GALNAC3,-0.0009556403,0.00019994185,0.006378301,0.016444063,-0.0009649885,-0.0028761586,0.017257927,0.0018996829,0.0002750126,-0.0017381754,0.0046942574,-0.0008733688,0.0049406476,0.003228477,-0.0020492298,0.00166263,-0.0035890136,0.0072689117,-0.027837658,0.008210745,0.005135204,-0.0020948027,-0.00081238744,-0.0043413565,-0.0015577382,0.0050613545,-0.0047677807,0.03351524
ST6GALNAC5,-0.00433052,0.0049153725,0.004157311,0.010867632,-0.003992851,-0.0030660073,0.008819215,0.0029109193,-0.0023475685,-0.006860734,-0.005255003,-0.006223737,0.009626767,0.0036084577,-0.0022842782,-0.003698506,0.002050024,0.0045001125,-0.013246953,0.009023674,0.003109822,-0.002334886,0.0010618736,0.0006283765,-0.0029879438,0.00088637474,-0.0008401448,0.022421919
ST7,-0.0034878568,0.00068918255,0.0028820008,0.010980247,0.0024883612,-9.5578456e-05,0.0077574137,-0.0042891023,-0.0005673059,-0.003108052,0.0051306067,0.0007424859,0.004528057,-0.0017122023,0.00040024266,0.002153776,-0.0020495926,0.0047756205,-0.015201297,0.0025592782,0.003377313,0.0012074844,-0.0015968187,-0.0030788754,-0.0030080571,-0.002035756,-0.0004394074,0.019124765
STAC,-0.004302271,-0.0008492933,0.0005017763,0.010858731,0.0018591844,-0.0007401887,0.005733503,-0.0016949112,0.0028506874,5.0362552e-05,0.005540192,0.00036828348,0.0008135258,-0.0020432982,0.0019010435,0.002651509,-0.0032089932,0.0020016574,-0.014360314,-0.0006797729,0.0034342052,0.0056703542,-0.0030928561,-0.001072632,0.0005574365,-0.0017502888,0.00018714531,0.019912302
STARD13,-0.0014727302,0.0031271637,-0.00021306246,0.004173293,-0.00036085787,-0.0009738369,0.0019311059,0.004367413,-0.0021693106,-0.0028180003,0.007609406,-0.0031690628,0.0030232887,0.00011167878,-0.0056499047,0.0013674396,0.0019297723,0.003895904,-0.0057685403,0.0011690778,-0.00044610773,-0.0022400161,-0.00023376892,-0.0025906463,-0.009697555,-0.0010214797,0.002040266,0.009207368
STARD5,0.00031626836,-4.506374e-05,-0.0003483733,0.0029826183,0.0010050854,-0.0035019503,0.003150133,-0.0025455707,0.00056058203,-0.00073313125,0.00026947955,-0.0006005926,0.0006283128,-0.0019860284,-0.00060450315,0.0012251348,-0.0031268995,0.00051133084,-0.0032621117,0.00051801425,-0.0006383296,0.0022289555,0.0016067472,0.0010231001,5.9959264e-05,-0.0008352979,-0.0006245803,0.0030081924
STATH,-0.00041537045,0.00013931238,-0.00021940656,0.00012119695,0.001388876,-0.0007221846,-0.0002910193,0.00027007167,-0.00024285524,0.0020101583,0.0016636958,-0.0012638515,-0.00017014713,-0.00020297113,0.0005639809,0.0012338154,-0.002048524,0.0011789524,0.0005840433,-0.00016232775,-0.000998331,-0.00017711733,0.00020243466,-0.00039069372,-0.0014181811,0.0013030514,0.000138846,0.00030887587
STBD1,-0.00024886758,-0.0005051862,-0.000866985,-0.00057635293,0.0006427158,0.0013704052,-0.00011694965,-0.0009344531,-0.00203412,-0.0010783564,-0.0005983883,0.0030532028,0.002093091,-0.00088751834,0.0011733084,-2.4189374e-05,0.001013523,0.0015926533,0.0010267982,-0.0003134711,0.00024696352,-0.0014882107,-0.0027244808,0.000487418,0.001463462,-0.0025912544,0.00030709853,0.0004569448
STC1,-0.0017804924,0.0069223954,-2.016324e-05,-0.003968159,-0.0023822784,-0.00066299905,-0.004690143,-9.035446e-05,8.318688e-05,-0.011197682,-0.0036854187,0.0017705075,0.0006440756,0.006182565,-0.0010932968,-0.0019081314,0.0012033471,-0.0027675761,0.006564768,0.006585523,0.00085215893,-0.00046865715,-0.0015650719,-0.002763914,0.0022773102,-0.001862426,-0.0034685382,-0.005647473
STIM1,0.00088121736,0.003754576,0.0017619946,0.004804154,-0.0010587834,-0.0032813526,0.005874926,-0.00047960423,-7.121504e-05,-0.0034454605,0.0014708767,-0.00024994957,0.0038043815,5.299077e-07,-0.002414548,0.0014088766,-0.0012092524,0.0015071348,-0.009735643,0.0039509423,0.0025066256,-0.0013312112,0.0013374438,-0.0013510737,-0.00045862517,0.0011978117,-0.0017636642,0.011621969
STK24-AS1,-0.00014232838,-6.66158e-05,-0.00083540764,-0.0011602443,0.0011785539,-0.00034199178,-0.00090903306,-0.00029245103,0.00073828094,0.0012163948,0.0023813506,-0.0014075217,8.8709065e-05,0.000864523,0.0017102091,0.001047134,-0.002524588,5.782798e-06,0.0016328121,-0.0006105683,-0.0024937217,-0.0010208379,0.00079339,-0.0021177498,-0.0012699249,0.0017187928,-0.001657855,-0.0010141227
STK3,-0.003158889,0.0008440758,0.0044411,0.014829291,0.0031599347,-0.00082124793,0.011160949,-0.00095654966,0.0021900889,-0.004409879,0.0030413398,-0.0001339177,0.005874665,-0.0010630662,-0.0022179044,0.0030946846,-0.0026460001,0.0038056201,-0.023704693,0.0044204467,0.004343252,0.0007255926,-0.0017878854,-0.0037654839,-0.0002378877,-0.0012493626,-0.0027745438,0.025369432
STK33,0.0014087476,-0.0024654013,0.0043737087,0.014158778,0.00014004072,-0.0019375164,0.016445093,-0.003468858,0.0004253404,0.0025569599,0.001761229,-0.002717167,0.0013906747,0.00021171723,-0.0035197116,-0.00069798174,-0.0025911133,0.0035931405,-0.031086568,0.0025032219,0.00029663695,-0.002046243,-0.00096491096,0.0014626712,-0.0020830738,0.0027516244,0.0011161792,0.029443797
STK39,-0.0008784506,0.0012205754,0.0030777755,0.009865933,0.0023478793,-0.0013068728,0.008986251,-0.0017546836,0.002869113,0.0013712982,0.0055418205,0.0016536391,0.005834219,-0.00056522526,-0.0008643621,0.004710637,-0.0029585708,0.00037339496,-0.02104082,0.0032429758,0.0016738898,0.0008681233,0.0026661868,-0.0049771247,-0.0024439543,0.0020383336,-0.0039133364,0.019430956
STK4-AS1,0.002199536,0.0023988006,-0.0006946869,-0.0027865246,0.0010618727,-5.9001995e-06,-0.00023109066,0.00064097473,0.0007055163,-0.001268529,0.0020462847,-0.0012381664,0.00052770163,0.0007418119,-0.000116637566,0.00025623466,-0.0008119188,0.00019475612,0.001481951,-0.0005101617,-0.0013297263,-0.00046974365,4.8515227e-05,-0.0006813108,9.6918164e-05,0.0018848849,0.00042247618,-0.0018564846
STMN2,0.00034021793,0.0012181023,0.00012229792,-0.001736985,-0.00035689134,0.0020016665,-0.0027132174,-0.002542286,-0.0030116283,-0.0020754817,0.0005433565,0.0028588981,-0.0009319539,0.0017166364,-0.0033309897,-0.0010063393,0.0038989282,-0.00022980588,0.0008413408,0.001148975,-0.0016084498,-0.00038043363,-0.0011534017,-0.0014643114,0.0028990733,0.000850992,-0.0007574589,-0.0022361944
STMN4,0.0008977582,-0.0022695803,-0.0030080096,-0.0030092045,0.0018918976,0.0023913896,-0.0025298896,-0.0011598781,-0.00045996794,0.0021553712,-0.0012157717,0.0012032994,-0.0006385348,-0.0008485332,0.0023169569,-0.00045369376,0.00056265783,-0.00038403046,0.0028656682,-0.002038707,2.8587769e-05,0.0013209453,-0.00088489987,0.001776622,0.00014363446,-0.0011203644,0.0017542143,-0.0018201756
STOX2,-0.0019325371,0.007931089,0.0043031154,0.0065290323,-0.0031796915,-0.0006633117,0.00426267,0.0019900326,0.0011087119,-0.009884138,0.0017149936,0.0011256547,0.007892737,0.0019714525,-0.004613563,-0.00056539074,0.0025132645,0.0042600464,-0.01126694,0.0038219467,0.0024631638,0.000106626976,0.002329561,-0.002174221,-0.006640916,-0.0027851316,-0.0025581645,0.0109099215
STPG2,-0.0029733768,-0.00076250575,0.0015129265,0.008300089,0.00091826566,-0.0012783923,0.0036836497,-0.002362064,0.002037535,0.00023105499,0.0012788364,0.0038253765,-0.0036066172,-0.00090797973,-0.002656853,0.0021838814,-0.0027314175,0.0023901723,-0.012608783,0.0023462377,0.0005642623,0.0022366832,-0.00018652632,0.00027578013,-0.0011697084,0.00170959,-0.0032167796,0.017528314
STRA8,0.002219385,-0.00079342123,-0.00022900505,-0.0001396276,0.0012909862,0.0006968381,0.002645337,-0.00092256616,0.00045914022,0.0015056835,0.00066248747,-0.000422768,0.000504198,-0.0003737903,0.00025000738,0.0001418691,-0.000621547,-0.00030646057,0.00022177116,-0.00050773297,-0.000852395,-0.0018072588,-0.0005255774,-0.00032223357,-0.00055274117,-3.4785302e-05,0.00042799505,6.259264e-05
STRIP1,-0.00032990237,0.0028325163,0.00017898863,-6.471073e-05,-0.0030863215,-0.0018748185,-0.00043529124,0.0016369539,0.0013889936,-0.0036155349,-0.0017888194,0.0021867368,-0.0015990874,-0.00017795779,-0.0030758444,0.0003410397,-0.001510943,-0.00051958376,-0.0010657475,0.006114747,0.0028089401,0.0006902964,0.00032229992,0.001984663,-9.320204e-05,0.0033512642,-0.006438634,0.0026636638
STXBP5L,-0.001765787,0.0027558953,0.0036731774,0.010165224,-0.0018831327,-0.0031247179,0.010162329,-0.00066346617,-0.00083263806,-0.0018005113,0.0026360815,-0.0036638407,0.0034972453,0.0011279129,-0.0040924903,0.0030003719,-0.0025426578,0.005711519,-0.018780764,0.0072035044,-0.00020197788,-0.0044514495,0.00074435293,-0.0029240733,-0.0029277443,0.004913667,-0.0025104627,0.022022374
STXBP6,-0.0005610066,-0.0006120631,0.0063781077,0.00687427,-0.0008336954,-0.00013369083,0.009137267,-0.0033198884,-0.0036014807,0.0009792187,0.0003479002,-0.0013776475,-0.00023530859,0.0027748588,-0.0019113618,-0.0019024736,0.001901836,0.011620356,-0.009243934,0.0026691214,0.00078585884,0.00044343507,0.0010422354,-0.00022755323,-0.0025527931,0.0007628193,0.0004897912,0.021465564
SUCLG2-AS1,-0.0017062887,0.00037088164,0.0019732951,0.0068556108,0.0013710143,0.0014335271,0.004755098,-0.0016270049,0.00085534056,-0.0013043269,0.0034898152,0.0025858649,0.003260538,-0.0011973706,-0.0021925475,0.0026576668,-0.0007963569,0.0017340154,-0.011355768,0.0015167302,0.0011507085,0.003387345,-0.00012776202,-0.0037457328,-0.004075501,-0.0019516326,-0.0015248777,0.011922036
SUGCT,-0.0050777555,0.000639295,0.0009648653,0.011814151,0.0003896179,-0.0007439856,0.004229263,0.0032349187,-9.7173324e-05,0.0005242987,0.0039521116,-0.00064109097,0.0045474158,-0.0014062595,-0.004121719,0.001896718,-5.1832583e-05,0.004994297,-0.015168237,0.0024454657,0.001274416,0.00025692492,-0.0011544321,-0.0008540454,-0.005493231,-0.0022216125,0.00018586099,0.019654956
SULF1,-0.0024302849,0.01024845,0.00045332988,-0.0036083208,-0.006071459,-0.0008789706,-0.0037916861,0.0058548143,-0.0036037902,-0.01720115,-0.009091158,-0.0047464855,0.008379432,1.4560459e-05,-0.0056574647,4.5608676e-06,0.0038418674,0.0010816616,0.0052757426,0.01272183,0.0019897902,-0.002330503,0.00312614,0.0018921244,-0.0016910707,0.0009045374,-0.0039201714,0.00049174717
SULF2,4.040449e-05,0.008595811,0.0028578672,0.0019740073,6.0963866e-05,-0.004122602,0.004235326,0.009992222,-0.0006690818,-0.0153245395,0.0015661865,-0.0054382384,0.0028235752,-0.0028203384,-0.0035979382,0.0013081788,-0.00049906515,0.0017355182,-0.0015861293,0.0032723874,0.006706373,0.0017874748,0.0050556464,0.0005453377,-0.0040747,0.0004824633,0.00043490474,0.009127138
SULT2A1,-0.0011470224,-0.00027768983,-0.0004220585,0.0010088031,-0.0002814944,0.00037012796,-8.157125e-05,-0.00066639757,0.0014078149,0.00279578,0.00078044366,-2.1305746e-05,0.0028198196,-0.0010301229,0.00014004557,9.724472e-05,-0.00020881147,-0.0007339922,-0.0015735988,-0.0013869486,-0.00011168832,0.00074510556,-0.0004064249,0.0002585206,-0.001372596,-0.0007192333,0.00021792132,0.0014344093
SUMF1,0.0015000139,0.00048596665,0.005171925,0.010953349,-0.0015946565,-0.0011626645,0.013742784,-0.0035600008,0.0019163564,0.0014267716,0.0040504984,0.004896934,0.005422217,-0.0010836356,-0.0022921956,0.0026000014,-0.002293634,0.0021927606,-0.02064384,0.005825928,0.0047588735,0.00017426368,-0.0026458302,-0.0023983659,0.00034726568,0.0014181236,-0.0033674152,0.024183206
SUPT20HL2,0.0009783477,0.0020834247,0.00062557816,-7.313515e-05,-0.0021103385,-0.0011423538,0.0011370119,-0.0024337282,-0.001230069,-0.0012405472,-1.850923e-05,-0.00020368808,0.0027833465,-0.0002792417,-0.003366253,0.00024199816,0.002335806,0.0010835439,-0.0029406494,0.0034737668,0.0032439341,-0.0015868567,-0.0004938859,-0.0006801907,-0.001017947,-0.0018110418,0.0004985987,0.00053528405
SUPT3H,0.00074965507,0.00048466536,0.0057503292,0.015623135,-0.00017853275,-0.000851519,0.019515844,0.0003695619,-0.00082606234,-0.0029341942,0.0047224457,-0.0023474675,-0.0021295475,-0.0010954206,-0.005341027,0.0018934209,-0.00049327145,0.006039254,-0.027854098,0.0057500247,0.002168197,-0.0013055888,-0.003923616,-0.0007927289,-0.00088248326,0.0007730528,-0.000860586,0.034951773
SUSD2,-0.0006531257,0.0024620127,-0.0005393775,0.0006916422,-0.0010304544,-0.00078090304,-0.0012920497,-0.00087550527,0.0007303538,-0.0022842353,0.0005179782,0.00015156476,0.001970297,0.00046154234,0.001291303,0.00061358995,-0.0004701434,-0.0012582119,-0.00020321432,0.00157987,0.0021616516,0.0003528638,-1.8491362e-05,-0.002099318,0.00054812,-0.00024161929,-0.00040208185,-0.0011239864
SVIL,-0.00350755,0.009149565,0.0019449007,0.0030043183,-0.0043760836,-0.0027197758,0.0014088856,0.006917733,-0.0022601127,-0.015246075,-0.0078051956,-0.002238286,0.011764708,0.0018028031,-0.0035700975,-0.0015425432,0.0017842104,0.00012799783,-0.000894616,0.010667635,0.005272296,-0.0020096987,0.0016108619,6.53575e-05,-0.001564424,0.00021032561,-0.005596332,0.00725822
SYN2,-0.0036536553,-0.00059133535,0.002908238,0.011225394,0.00087468885,-0.00021240274,0.00762714,-0.0013299226,-0.0016744467,0.00018281332,0.0035187048,-0.0018128153,-9.844101e-05,0.00037139794,-0.002816471,0.0022498402,-0.0006685155,0.005932149,-0.015359247,0.0036818981,0.0013323877,-0.0010110085,-0.001148029,-0.004092914,-0.003687048,-0.00019959353,0.0019205232,0.021812778
SYN3,0.011351367,-0.007007248,0.0048277876,0.016713722,0.0029848393,-0.0037918803,0.029886864,-0.0074162595,0.0023992208,0.013666112,0.009489128,0.002207369,-0.0055722822,-0.0010191324,-0.0053168694,0.004743645,-0.002086252,-0.0009761668,-0.047629368,0.00081119157,0.00041971996,-0.0017070232,0.0006366048,-0.004020786,-0.0010513957,0.0032250253,-0.002887191,0.043097164
SYNDIG1,-0.0021699748,0.0030420658,0.0019920587,0.010626649,-0.0012772939,-0.0025922991,0.009561454,9.720852e-05,-0.0014111203,-0.0041112425,0.0013218687,0.0006636618,0.003195976,-0.0021798138,-0.0045801355,0.0031450228,-0.001979472,0.0052406914,-0.020860523,0.0051008225,0.0011233396,-0.0030833168,-0.002782822,-0.002083029,-0.005769843,-0.0007642205,-0.0033710524,0.02408952
SYNE1,-0.003291722,0.0036969206,0.00077333464,0.0026527278,-0.0018648829,-0.00075170584,0.0005569788,0.00895843,0.00015693746,-0.007772947,0.00011381328,-0.0024668567,0.010636273,0.009415523,0.0007556422,-0.006087594,0.007097915,-0.0030193152,-0.0027876352,0.0042692623,0.003972614,-0.0055551864,-0.00046219863,-0.0021389315,0.0008283163,-0.0009646652,-0.0008901702,0.0044313315
SYNGR4,-0.0009777577,-0.0030862174,0.0010276801,-0.0004851059,-0.0011714031,0.0031065305,-0.0011108499,0.0011785068,-0.0027149888,0.004242267,0.0018154101,-0.0027445236,-0.004266746,0.0024428302,-0.0031281346,-0.0010031769,0.0029508157,0.0028494522,0.0009269027,0.0008552945,-0.0036633254,-0.004060769,-0.0008108712,-0.0013757768,-0.0026581879,0.001848247,0.0044313576,0.0010289553
SYNPR,-0.002173553,0.0006179933,0.0049894103,0.0105725555,-0.002442245,0.0003716907,0.0071721706,-0.0019826274,0.0014453655,-0.001742804,-0.0013383899,1.6769869e-05,-0.000700451,0.0022261904,-0.0007660747,-0.0007290251,-0.000606099,0.0060552508,-0.017136022,0.002044728,0.00086319895,0.0057871365,0.0008739566,-0.0029582484,0.0008320592,-0.0011333663,-0.0020370164,0.018567622
SYT1,0.00013434284,4.2647483e-05,0.0071106725,0.018682633,-0.0046094335,-0.0002814113,0.018885193,-0.0020364777,-0.001076021,-0.0015991231,-0.0015221627,-0.002001233,0.0041722055,0.0033799862,-0.006415627,-0.0015161394,0.001603866,0.0055508944,-0.035261285,0.008149747,0.001507301,0.0004687758,-0.000786644,-0.0015603665,-0.0027322578,0.00035704442,-0.0016027202,0.034619283
SYT2,0.0013132927,0.0009646959,0.0019818835,0.0039746705,0.0019222741,0.00025322096,0.005019604,-0.0011788271,-0.00031615281,-0.00023998672,0.003935525,-0.0024505653,-0.0016004592,0.00053174124,-0.0030893332,0.0010225791,0.0002196539,0.00023833073,-0.007735999,0.0002760197,-0.0034638934,0.00011039798,0.0015662626,-0.0036285238,-0.0057987263,0.0003227413,0.00103715,0.00902659
SYT6,0.0023760165,-0.002111514,0.0025147053,0.011196451,0.00040363855,-0.0007200469,0.013892066,-0.008580927,-0.0020661212,0.0024423841,0.00088469515,0.001601829,-0.0023742048,-0.0018972622,-0.0060833488,0.0043316837,-0.00067519327,0.004102066,-0.023997327,0.0020949568,0.0024344916,-0.0029471412,0.0019394726,-0.0012576069,0.0028697269,0.0007098107,-0.0011251202,0.022992423
T,-0.010696558,0.011353906,0.00654122,0.0053113587,-0.017541884,-0.0073692324,-0.007522699,-0.013684985,-0.008301028,-0.03552376,-0.0071679256,-0.00066276774,0.005360451,0.0034351097,-0.014273213,0.005641436,-0.0009792408,0.009172047,0.016901353,0.050823465,0.017800767,0.0109653585,0.019632978,-0.010813854,-0.0062512592,-0.009048108,-0.0039913612,-0.0045227325
TAF3,0.00019278191,0.002076691,0.0026147515,0.007484773,0.0002116804,-5.8918686e-05,0.010189447,-0.0019802705,-0.0022688946,-0.0044951723,0.0012623834,-0.000512861,0.0021832937,0.0022692427,-0.00581365,0.00066294963,0.0021923576,0.001973922,-0.013765375,0.0047120173,0.0008761669,-0.003089114,0.00014869367,-0.0033195773,-0.0017837121,-0.00030953306,0.0010667539,0.01811976
TAGLN,-0.009703612,0.012833264,-0.0007363968,-0.0011042006,-0.005681461,-0.002402311,-0.009626956,0.0063292184,-0.0064432453,-0.02885078,0.0016747491,0.0018544045,0.013284086,0.009503742,0.0003524299,-0.0048570475,0.0060203853,-0.001005454,0.013573871,0.010876764,0.009375513,-0.005442926,-0.0024278269,-0.007958667,-0.0023317095,-0.0029725635,-0.0025845051,-0.015630387
TAL1,-0.0030461496,0.0068096966,0.00089105935,0.0010566557,0.0062769367,-0.002521231,-0.0033571199,0.0038261658,-0.0012970541,-0.0082155345,0.008703834,-0.0033594735,0.0055409963,0.00058660755,9.7894364e-05,-0.00091279513,-0.0022199303,0.0040317765,0.0022535964,-0.005083792,0.00014474604,0.001176249,-0.006510134,-0.0016453541,0.0037700313,0.004988731,-0.0013439484,-0.0032767404
TANC1,-0.0011407527,0.008249423,0.00089548534,0.00040048794,-0.00093950046,-0.0036133204,0.0019525901,0.007324138,-0.0010405205,-0.012829498,0.002925916,0.0026815683,0.009328897,0.005261155,-0.002181094,-0.0029427777,0.0027515572,0.0018022333,-0.0033222223,0.0045156293,0.007187175,-0.007905718,-0.0018381517,-0.0025491593,-0.003808408,7.2939714e-05,-0.005009994,0.0076336996
TANC2,-0.0013103471,0.0029654813,0.0020824075,0.0076795984,0.00027606907,-0.0008445991,0.008352337,0.0022024144,-0.00028518395,-0.004509016,0.0021492492,-0.000162111,0.011054004,0.0027624634,-0.0017358138,4.3192576e-05,0.00034099512,0.0023871218,-0.013552464,0.003113569,0.0030255786,-0.004684158,0.0030555,-0.004554692,-0.0037005895,-0.0020301663,-0.0020359396,0.015929403
TAS1R1,0.001249599,0.00016751577,-0.00079232483,-0.0018435495,0.00058845314,-0.00025140427,0.00036228567,-0.0012248954,-0.00095124915,-0.0016376876,0.00023728341,-0.00046054265,-0.0010136939,-0.0006242233,4.213671e-05,0.00067891146,-0.00070956064,0.0007731648,0.00126813,0.0009071163,-0.0012921866,-0.0011150427,-0.0006668323,-0.0004042396,-0.001946422,-0.0007059324,0.00020629381,-0.0004028611
TAS2R50,0.00048787816,0.0014785845,0.0006195719,0.0006107839,-0.0006474984,-0.00045255313,0.00091895036,0.00088481366,0.00087877084,0.00032197175,0.0014177252,-0.00033696584,0.0007257269,0.0012407411,-0.0012092429,-0.0008574084,0.0011176306,-0.0028537181,-0.0026123172,-0.0002615781,-0.0009895653,-0.0004602805,0.0017477026,-0.0013442166,-0.00089415425,0.0012103122,-0.0010463627,-0.0016910813
TASP1,-0.0025614141,-0.0016777496,0.004610986,0.014171902,-0.00095340237,-0.0010602641,0.013056778,-0.0003372973,-0.001247634,0.0023423678,0.004976521,0.002599428,0.005775677,-0.0013670232,-0.0051718405,0.0029032193,-0.0005214639,0.006469082,-0.02161763,0.0068090935,0.0034203092,-0.0010379729,-0.002297536,-0.0020998484,-0.002412777,0.0012995045,-0.0034187129,0.02872116
TBC1D26,3.3355307e-05,0.0022058531,0.0011835897,0.00035780825,3.04207e-06,-0.0021622537,0.0014069157,0.0018760124,0.0005016164,-0.00024829636,0.0018146934,-0.0016744677,0.0016192227,0.00012896463,-0.00056756346,0.00065083057,-0.0012167708,0.001012018,-0.0013220578,-0.00010258499,-0.00042859663,-0.0010836181,0.0005211391,-0.000893917,-0.0016771985,0.0012815057,-0.0008773799,0.002085337
TBC1D2B,0.0015059664,-0.0014003377,0.0019634205,0.0029816984,-0.00047589527,0.0015333752,0.005812771,-0.0023183748,-0.0030355486,0.003941589,0.0016435694,-0.0020330925,0.000368925,-9.654439e-05,-0.005898377,-0.00087875425,0.0029982692,-1.2973873e-05,-0.005612859,0.0009888421,-0.004169369,0.00044533057,-0.00067447545,-0.0020102817,-0.0033068096,0.0010435509,-0.0005136083,0.008467456
TBC1D3,-0.00010769249,-0.00080349157,-0.00022607956,0.0007365623,0.0019478027,0.00031490572,0.0004360009,0.00027939427,0.00078602816,-7.4117e-06,0.0017273074,-0.0015506728,-0.001384911,0.0001400648,0.0017486599,0.0010914418,-0.0018008365,-0.0009892087,0.00080720783,-0.00038241374,-0.00048764693,0.0023105443,0.0009774913,-0.0011111067,-8.7322675e-05,0.0015580925,0.00027391242,-0.00052988896
TBC1D32,-0.0006005712,-3.5844616e-05,0.0014882112,0.010152094,0.0034303735,-0.0004112649,0.009739226,-0.0023359838,0.0008704394,0.0008212484,0.00386547,-0.002219179,0.0050321356,-0.0024697667,-0.0006706101,0.00085540285,-0.001637924,0.0021199156,-0.021778148,5.898143e-05,0.00024216888,0.0017780943,-0.001144637,-0.00094427314,-0.0007747996,-0.00046174403,-0.0021622882,0.023427038
TBC1D5,0.000318763,0.00045940094,0.0039256522,0.016764516,-0.0008742828,-0.0034826533,0.018940756,0.00030618612,-0.0020689287,-0.001172309,0.0010621712,-0.00071380805,0.006814248,-0.0039590183,-0.0048655355,0.002721138,-0.0018424416,0.008358444,-0.029567087,0.006422313,0.006717782,-0.0047286935,-0.00051110896,0.000999241,-0.005205576,0.00018214596,-0.002017742,0.032934643
TBL1Y,-0.0019625258,0.005137005,0.0046075447,0.00819642,-0.0028319457,-0.002519494,0.0062931566,-0.00036453313,-0.0008185306,-0.006649398,-4.4777764e-05,0.0014385439,0.0016367391,-0.001371254,-0.0055788015,0.0021433085,-0.0015228783,0.0037066804,-0.011090322,0.0036095814,0.0026999698,-0.00049639033,0.0011424451,0.00025762527,-0.0045104655,0.0021369979,-0.0049817944,0.014595081
TBPL2,-0.00010061956,-0.0024593426,0.00010243396,-0.00060379796,0.00044319325,-0.00044651885,0.0019044854,-0.00053285446,-0.00024172092,0.00022157819,-0.0022968948,-0.00071176,-0.0011869649,-0.0015367648,0.0021194364,0.000102914135,-0.00020627223,0.0013797105,-0.000498561,0.00013372059,0.0013118391,-0.001340496,-0.0016212298,0.00094265165,0.00054718426,-0.003280676,-0.00011408231,0.0074701016
