,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
EOMES,-0.00821524,0.0068433634,0.002143697,0.0038643363,-0.0018285875,0.0014844771,-0.003389785,0.0012022492,-0.0015346023,-0.015107459,-0.001419151,0.0073087635,0.00459055,0.0005532917,-0.0016033044,0.0024529952,-0.0033098657,0.008160892,0.006630894,0.0060013677,0.0014174343,-0.004911724,-0.004773385,-0.0029372294,0.0038769674,-0.0036753544,-0.0012762905,-0.0062677544
EPAS1,-0.0008130388,0.010512848,0.00035911132,-0.0011692675,-0.007018437,-0.002969901,-0.0020893272,0.0016842235,0.0027564568,-0.011770481,-0.0065812627,-0.0013415656,0.005657766,-0.0004893786,-0.0057031186,0.0015832075,-0.00041327346,0.0011543215,0.0005015012,0.008694745,0.0031543085,-0.0013997249,0.002803779,0.0032596514,-0.0017815375,-0.00016362678,-0.00049727,0.0014395257
EPB41L3,0.0023651395,0.0057598427,0.0022499892,0.0011216061,-0.001112119,-0.001935852,0.0064295707,0.0062594996,-0.00095387927,-0.0064003295,0.0017335737,-0.006664943,0.0063904533,-0.0005272489,-0.0036394252,-0.0005588093,-0.0005454463,0.003430455,-0.004469877,0.0009900365,-7.7219054e-05,-0.0030168316,-0.0006024992,0.0024654006,-0.004197498,0.0033975772,0.0010612165,0.0074497405
EPB41L4A,-0.0028221523,0.0009267722,0.003088838,0.008664108,0.0010423642,0.0009284504,0.005875204,0.00062785903,0.0016090865,-0.0017209896,0.0002315373,0.0018811036,0.0069255927,0.0029857617,-0.0040675923,-0.00096759753,0.0022824798,-0.002740682,-0.009692486,0.00079471886,0.00088223047,0.002465343,0.0024154126,-0.002703363,0.0005542486,-0.00087658555,-0.005004815,0.013898617
EPHA3,-0.0038602517,0.0041344953,0.00039830245,0.0026737032,-0.00068750826,-0.0010411979,-0.0007212181,0.020134117,0.000104750805,-0.0079146,-0.00034842594,-0.0037435123,0.021619799,-0.0012456058,-0.0036055143,-0.0013284916,0.0013729035,0.0028400358,9.764462e-05,-0.0013561647,0.0016728893,-0.005071506,-0.0056520137,-0.0006927116,0.0015073129,-0.00057625293,-0.006939448,0.0013924021
EPHA4,-0.0034938708,0.0042344565,0.0020864746,0.006264481,-0.0031265963,-0.0020234338,0.0049330643,0.00752757,-0.002630577,-0.0040518,0.004179579,-0.0008528293,0.009840424,0.0027091843,-0.0060828086,-0.0010797087,0.0041955127,0.0012912037,-0.008883721,0.0074688448,0.004664286,-0.006203362,9.6040676e-05,-0.000961462,-0.0050189565,0.0012252997,-0.0015120351,0.012825291
EPHA6,-0.00081911293,0.0015613314,0.0028727634,0.007952256,0.0009584853,-0.0025234604,0.007632696,4.4241046e-05,-0.0010651584,-0.0007798084,0.0024589868,0.00042814616,0.003573108,-0.0016361793,-0.0035797714,0.00224582,-0.0016897793,0.004844034,-0.014503595,0.0010615244,0.0031653407,-0.0023273597,0.0016691551,-0.0010499471,-0.001715544,0.0010293099,-0.005223944,0.019755913
EPHA7,-0.0030641055,0.0048788404,-0.00018514914,0.0044819736,-0.0035256313,-0.0024098337,0.0030229534,-0.0010774005,-0.0024072,-0.0059220395,-0.0001155054,-4.5106503e-05,0.012037932,-0.0005616181,-0.001813237,0.0013469158,-0.001087765,0.0041947793,-0.007997592,0.007369437,0.0029454567,-0.004007525,-0.00044816374,-0.0018607945,-0.0028037361,0.0007911678,-0.0024755108,0.011092088
EPHB1,-0.0029530046,0.00663095,0.0027829222,0.0073463065,-0.0026604757,-0.0018386061,0.0052928813,0.0018534671,-0.0001388635,-0.011885892,0.0018880863,0.00041001046,0.003086373,0.00020900065,-0.0024133942,0.0023525096,-7.4832125e-05,0.0021480075,-0.009039183,0.006827161,0.00464247,-8.398099e-05,-0.0018886299,-0.0033840088,0.000110478606,-0.002273478,-0.0018943077,0.012452947
EPHB3,-0.0014515534,-0.00028149935,-0.0008036096,-0.00041887892,0.0017731827,0.0017903447,-0.0016596818,-0.0007280663,-0.0023671067,-0.0013941004,0.0024486105,0.001831135,0.0006395948,0.0017574407,-0.00090959104,-0.0006977741,0.0017434523,0.0009404394,0.0015752662,0.001141612,-0.0014882071,-0.0023774554,-2.091333e-05,-0.0012634682,-6.695959e-05,0.0019119775,0.00054953346,-0.00198527
EPM2A,0.00030739486,-0.0012737829,0.0009065087,0.0064970437,0.0013200068,0.00021343722,0.0068097385,-0.0022417677,-0.00041905767,0.00028183355,0.001259642,-0.0027515169,-0.00015121153,-0.0024990612,0.0014767294,0.0012383049,-0.0017829878,0.0015957007,-0.009624227,0.002068579,0.002461424,0.003363549,0.0014913775,0.0012796788,-0.0038783194,0.00044410338,0.002512087,0.011188595
ERBB4,-0.005899788,0.0064962483,0.004237525,0.010016545,-0.0005367696,-0.0031294823,0.003033088,0.00917373,0.0065782317,-0.011010923,0.00075584755,-0.00036614639,0.0058668796,0.0015961078,-0.0063964655,0.0046510478,-0.002519908,-0.00039142845,-0.009573103,0.004008164,-0.001669877,0.002279878,0.0046840278,-0.005604426,-0.0029731896,0.0019063762,-0.004040063,0.015856294
ERC2,0.002777084,-0.0026362017,0.0055590086,0.016058907,0.0019840093,-0.0011058603,0.01891439,-0.00031507036,0.0041924375,0.0039337026,0.007338128,0.0031757888,2.135251e-05,0.0009912062,-0.0053099147,0.002536822,-0.0036404973,0.003957203,-0.03632974,0.0052212467,0.0008436175,9.532869e-06,-0.0022941215,-0.0038334175,-0.0011808475,0.0046090074,-0.0055376673,0.036818016
ERVV-1,0.0037605686,0.0014087006,-0.00093144306,-0.0032614605,-0.00013488416,0.00022725343,0.002407564,0.0013125115,-0.0013920647,-0.002215783,-0.0010930643,0.0012079853,0.0025871673,-0.00013699752,0.0002053675,-0.00086191564,0.0025049294,-0.00071179925,0.0017376972,0.0009912127,0.0020703503,-0.0027859837,-0.0010871559,0.00025068145,0.00017314115,-0.0015159788,0.0021961476,-0.0012825119
ESM1,-0.0031652534,0.0032324991,0.0011293803,0.0005393936,-0.001965049,-0.0009100828,-0.0028985639,0.0011085136,-0.00036325603,-0.0030339167,0.00018554658,0.0009463911,0.003371759,-0.00075126265,0.00013017745,0.00065323856,-0.0006770255,0.00087031117,0.0024914737,0.0005194156,0.0010026816,-0.00048575707,-0.0013864915,2.781831e-05,-0.000756511,-0.0016873335,-0.0021822376,-0.0023001365
ESPNP,-0.00058664737,-0.00038390158,0.00056345033,0.0014776024,-0.001301934,0.0033450162,-2.8073217e-05,0.00043150986,0.0027750717,0.0010777976,-0.00372115,0.0041881963,-0.0030278484,-9.01624e-05,-0.0014399457,-0.0011444883,0.0018003854,-0.0028181523,-0.0014261324,0.00049435126,0.0013283606,0.0010525126,-0.0022367325,3.448036e-05,0.0041361777,-0.0039381655,0.0022723093,-0.00028150863
ESRG,0.005016339,0.0012461111,0.00025796727,-0.00133333,-0.00097091374,0.004281221,0.0017118157,-0.011285399,-0.0017143979,0.00049351313,-0.0016874368,0.0053704674,-0.0019073876,-0.002149528,-0.007716787,0.0027089496,0.0017553769,-0.00474371,-0.0025177284,0.0003970144,-0.002010779,-0.0017409942,0.00074314425,-0.000751176,0.0052131987,0.00052866276,-1.9475534e-05,-0.0117730675
ESRRG,-0.010416716,0.018216508,-0.00014906918,0.008216188,-0.009463564,-0.003953941,-0.0010833013,0.012523354,0.0032926607,-0.016502501,-0.0064042974,-0.0038686024,0.035245754,-0.0027864268,-0.0076335114,0.00018611857,-0.0001312787,0.0049240845,-0.013189564,0.010402238,0.00571841,-0.009940109,0.0045627067,0.0019950555,-0.015071505,-0.0026552759,-0.007944501,0.0124238515
ESYT2,0.003101992,0.002755551,0.0038374667,0.006811684,0.0002900779,-0.0018290944,0.010258129,0.0015349622,0.0028558655,-0.0033263874,-0.0011876606,-0.0024838422,0.0027292077,-0.001268117,-0.005561914,0.0027111925,-0.0013950833,-1.41999635e-05,-0.015961377,0.0027884196,0.0013055222,0.00094636745,0.0038374113,-0.00011553892,-0.0017780671,0.0010414826,-0.0011555268,0.014969076
ETV6,-0.008136056,0.0049398234,0.008483988,0.019847676,-0.0036766676,-0.00044358365,0.013775599,0.0017418367,0.00072162476,-0.00887196,0.001697967,0.0003616139,0.006556977,0.0019403672,-0.0053893626,0.0004908172,0.00034211605,0.010433369,-0.028459983,0.007971128,0.0027249956,0.004150463,-0.0012532299,-0.0028691953,-0.004430729,-0.0023697037,-0.0027974711,0.040913764
EVC,-0.001652312,0.0020824587,0.002867788,0.006586734,0.0009373355,-0.0010262195,0.006536202,0.0058219396,-0.0015654438,-0.0050217197,0.0056543336,-0.0035161513,-0.0002051065,-0.0014107431,-0.004723669,0.0029473412,0.0016074943,0.005251682,-0.0088665,0.00035633627,0.0017993844,-0.0015666422,-0.0012721301,-0.0021259675,-0.0018556908,-0.0018716865,0.0024250909,0.01433545
EVL,0.0011144894,-0.0010442135,0.0021816937,0.0074182367,-9.2401635e-05,5.399542e-05,0.0093193045,0.00019706663,-0.00014498929,0.0029403095,0.005406747,0.0044708727,0.00639685,0.0018701748,-0.0029467419,-0.0014418461,0.0004257425,-0.00014146588,-0.017133629,0.0035407029,0.0043742266,-0.002453121,-0.0011020933,-0.00044241728,-0.0034423328,0.0034376069,-0.005702739,0.017268421
EVX1,-0.00057596865,-0.0018029662,-0.0006225243,0.0024857488,0.001257404,0.0015051857,0.0013252976,0.014203468,-0.00031108363,-0.0016196906,0.0040590335,-0.0012288409,0.0078901,-0.0003186413,-0.0008528182,-0.003644613,0.0033756054,0.000763757,-0.0028875412,-0.0042862957,0.0013398881,-0.0020181364,-0.007071097,0.00035851236,0.0047471514,-0.0014873317,-0.0030683954,-0.003419702
EXT1,-0.0028736526,0.005254559,0.005298896,0.015752465,-0.0011117101,-0.0019066889,0.013867157,0.007378432,8.567025e-06,-0.0077128797,0.0031970039,-0.0033339208,0.0042707575,-0.0013227433,-0.009455731,0.00306888,-0.00055579114,0.008607462,-0.028751384,0.0071355468,0.0009929298,-0.0073054633,-0.002820241,-0.0035087967,-0.0049168454,-0.0011568023,0.0004777172,0.03209617
EYA1,-0.006268145,0.004896227,0.0014594643,0.009923258,-0.0044845846,-0.002949447,0.0030358883,0.0048418352,-0.0009991091,-0.00895662,-0.00067947444,-0.0034649642,0.009181457,-0.0011757014,0.00019052885,0.0016244219,-0.0025002046,0.0038223458,-0.010678081,0.004717409,0.0032605135,0.000949748,-0.002286747,-0.0018644598,-0.0012099969,-0.0011590207,-0.004177229,0.013410436
EYS,0.00014222375,0.0029707148,0.0008771068,0.0058223624,-0.0035308278,-0.00030447208,0.006354235,0.00043393197,-0.0035466002,-0.0007660916,0.00013874678,-0.0007751617,0.0021894933,-0.0005173407,-0.0039770417,0.0013285942,0.0010542134,0.007262847,-0.008164777,0.004709092,-0.00014247785,-0.004207701,-0.00493962,-0.0019426496,-0.0026914754,-0.0025546425,0.0014411365,0.0091190245
FAAH2,3.2034146e-05,-0.0008859982,0.006342645,0.012731112,-0.0019377948,0.00059034425,0.013259321,-0.0026021658,3.2835433e-05,0.0021450114,0.00159955,-0.0014135281,0.0008938587,0.0020683312,-0.0040139686,-0.0007079251,0.0015953407,0.006544135,-0.022959486,0.004350773,0.00062205904,0.00017325551,0.00017541308,-0.002261814,-0.00041860537,0.00012815816,0.000846902,0.026428068
FABP4,-0.0017352111,7.3389696e-05,0.00027791393,0.0016586181,-0.0008715095,0.00063596433,-0.00093538134,-0.00031274278,0.00057274685,-0.0003490911,-0.0004049232,0.000961157,-0.00045143944,0.000271776,-8.493707e-05,-0.0011217743,0.0013189382,-0.002131811,-0.0010505308,-0.00048099502,0.00096402894,0.0015372166,0.00022629421,-9.117123e-05,0.00086752005,-0.0009917009,-7.996344e-05,-0.000656968
FAM106B,0.00069345493,-0.0008319854,-2.1200694e-05,-0.00055296946,0.00048688165,0.00038713863,0.00030073954,-0.0005911964,-0.0004467388,0.0013629203,-0.00028487694,0.00013741494,-0.0016835195,-0.00011668365,0.000100370075,0.00030163667,0.00054397434,0.0010470339,0.0007973833,0.00045072407,0.0015369717,0.0010200867,-0.0006035858,0.0004982681,0.0010059398,-0.0007716602,0.0018898072,0.00085110567
FAM110B,-0.0021020402,0.0014636235,0.0004902498,0.004575085,0.0014848094,-0.0013816084,0.0052332953,0.005189765,-0.0026234663,-0.0030034878,0.007246728,0.0050418456,0.0065965843,-0.001359016,-0.0010787349,0.0023549525,0.00053261215,0.0039917766,-0.006391285,0.0031311046,0.0071430095,-0.0019051398,5.2713505e-05,-0.00072752486,-0.0021543808,0.0022333488,-0.0041087274,0.012637912
FAM110D,-0.0023855069,-0.00044145217,-0.00053632655,0.0016434073,-0.001955133,0.0009105546,-0.0023550394,0.0038919286,-0.00047271262,-9.4509836e-05,-0.0002822727,0.0027112095,0.009015408,-0.00054514344,-0.0016278801,-0.0010607495,0.0021309755,-0.00038723106,-0.0016861471,0.00039634312,-0.00057987473,-0.0020100027,-0.0004543561,0.00061648036,0.00076688325,-0.001651414,-0.0017353827,-0.0008212658
FAM117A,0.0003729198,0.00077101047,1.3022979e-05,0.0049292333,-0.00151099,-0.00037102355,0.0043447027,-0.0024955445,-0.0018194853,0.00014696408,0.0019151778,-0.0016852722,0.0064974036,-0.0019086143,-0.0037297262,-0.00045636191,0.0011791512,-0.0016054345,-0.011805417,0.0012472733,-0.0014145746,0.0013062122,-0.00022350941,0.00028285323,-0.0015748643,0.0016414383,-0.0014831563,0.005854425
FAM135B,-0.0021015254,-0.00037317787,-0.0004921991,0.0031344537,0.00081811013,0.0012838381,0.0016253393,-0.0025609797,-0.0012234029,0.00032000503,0.00029386897,0.0017009558,0.0032277347,-0.0003686228,0.00035899924,0.0014795981,-1.4593578e-05,0.0025479298,-0.0026227667,0.002229237,0.0008534364,-0.0012101819,-0.00025225108,-0.00076687237,0.00028991702,-0.002094025,0.0009249911,0.0048104045
FAM13A,-0.008251778,0.0024365035,0.0018091415,0.01580958,0.0006815941,-0.0005923748,0.006343436,0.005394331,-0.0018714849,-0.0057494543,0.0045772586,-0.0025298046,0.012198211,0.0030540796,-0.004663744,-0.0011520525,0.0030266445,0.0040720683,-0.020637432,0.005549293,0.0025512849,-0.004121363,-0.002424979,-0.003917527,-0.0044965125,-0.0023301903,-0.0010141074,0.02208526
FAM155A,0.005192701,-0.0029596444,0.005200985,0.019183781,0.0038738623,0.0016397979,0.024676476,0.003377481,-0.00039845612,0.0004480589,0.009793228,0.0013619418,-0.0013585795,-0.004757917,-0.011954261,0.0038217304,6.907355e-05,0.005255784,-0.046556145,0.0019151716,0.0030997624,-0.0064836885,4.8168673e-05,-0.0026615465,-0.0047982805,0.00037403413,-0.0012119003,0.044198237
FAM160A1,0.0025183891,-0.0024085536,0.0062041176,0.013479386,0.0009958576,0.0007520544,0.016361922,-0.004892643,0.0021264658,0.0045144707,0.005914546,0.00038121463,0.00082670286,0.0014791485,-0.0025740454,-0.0005609128,-0.0012497922,0.0061054197,-0.02895577,0.00043109377,-0.0020601696,0.00040220935,-0.0007782816,-0.003472294,-0.0023967614,-0.00090758153,-0.00029592036,0.02908135
FAM166B,0.0010685016,-0.0016094872,-0.0012001657,-0.002134323,0.0028574914,0.0016618776,-0.0010555844,8.5544074e-05,0.00026542018,0.0022079996,0.00027766946,-7.468001e-05,0.00027114293,0.0001470145,0.00080788264,-0.0007539164,0.0007540196,-0.0001392875,0.0021594462,-0.002457876,-0.0015143951,0.0005814661,0.00028630818,0.0003249393,-0.0010806664,0.00016660412,4.0575727e-05,0.0006160468
FAM170B-AS1,0.00029709164,-0.00185014,-0.0012554696,0.0010438845,0.0015836296,-0.00022859879,0.00010131574,-0.0025574805,-0.0015101566,-0.003360401,0.001751888,-0.005453962,-0.00091059203,0.00065532344,-0.000324678,0.0015780592,-0.0034316024,0.0034124423,-0.0004488232,-0.0036270623,0.007888751,0.0012545635,-0.003998395,-0.0047387388,0.0026371358,0.004562966,0.0003218421,-0.00096656044
FAM180B,-0.0008768151,0.0009924184,0.00043675012,0.00086110155,-0.00028818965,5.1473548e-05,0.00044208163,0.0011597951,0.0006824979,-0.001323984,0.0003084638,0.000116584655,0.0026780688,0.0006342637,0.00051704154,0.0006492499,-0.0010424085,-0.00060096243,-0.001071191,0.0011913214,-0.0013538077,-0.001349929,0.0013420889,-0.003312899,-0.0020772296,-0.0005315545,-0.0022653942,0.00013916704
FAM181A-AS1,-0.0013219897,0.0011385707,-0.00032791556,0.00080782693,0.00014619276,-0.00015499431,-0.0012988853,-9.240235e-05,0.0007445293,-0.00029156567,0.0014761483,-0.0004328084,0.0011456878,0.00094931404,0.00018350067,0.0007835194,-0.0012263504,-0.0007703626,-0.0017854145,0.0002975013,-0.0002359634,-0.00026222313,0.001295167,-0.0014740065,-8.8399975e-05,0.0014588701,-0.0011318903,-0.0006654466
FAM182A,0.0008353554,0.0038875728,-0.00082426536,-0.0028949343,-0.0014427163,-0.0016027847,-0.0030452008,0.0035678782,-0.00040624826,-0.0038185485,-0.0014912834,-0.0015458526,0.0036498378,-0.00036961847,-0.0013751782,-0.00019603597,0.00028443825,-0.00014843653,0.00015738636,0.001260553,0.0012525703,-0.0011350899,-0.000118979966,0.0010327918,-0.0021401339,-5.161502e-05,-0.0014640848,-0.0040667094
FAM187B,0.0004703559,0.0014604031,-0.001394291,-0.0009677817,0.0013136012,-0.0005828616,0.00027619352,0.0011947105,-0.00046135913,-0.001233059,0.00191898,-0.0015627376,-5.5699176e-05,-0.00041355955,-0.0009561796,0.00034045335,-0.0007651673,0.00177182,0.00073051185,-0.0013573128,-0.00065542886,7.8829355e-05,-0.00073749584,-0.0001756498,-0.0017430126,0.0012513519,0.0012450054,-0.00033768543
FAM189A1,-0.00090261694,-0.0014022777,0.0017568696,0.009856439,0.0038326522,-0.00019623442,0.008098952,0.0027573502,-0.00082129124,-0.00012778825,0.008302548,-0.001097103,-0.0020241453,-0.00038462898,-0.003086695,0.0024041012,-0.0017653716,0.0034769608,-0.016732194,-0.0009698962,0.0001666009,-0.0009816361,-0.001696382,-0.0036456278,-0.004689519,0.00039765518,-0.0013268616,0.018055458
FAM20A,0.00044440306,0.005258793,0.0031416572,0.006909087,-0.0011223229,-0.0040435316,0.009035139,-0.005165952,0.0020505134,-0.0034769715,0.001227113,0.0006145902,0.004701772,-0.001842372,-0.00032329073,0.0031093948,-0.0041886964,0.0040097036,-0.012842875,0.004166576,0.0022795047,0.0008234207,-0.0007429056,0.00016560168,-0.001943606,-0.00039539646,-0.0014475867,0.018356731
FAM228A,0.0011195827,0.0036843098,-4.3251533e-05,-0.0012798506,-0.0018105556,-0.0014207587,0.00054150814,0.0019467107,-0.0014539454,-0.0051986626,-0.0016412825,-0.00035336692,-8.7194916e-05,4.333543e-05,0.0014348483,0.00044693652,-0.00018012422,0.0015630678,0.002962745,0.0011416684,0.00090515084,0.00010865746,-0.00041012565,-0.00020182469,0.00073483627,-0.00020320734,-0.0009728579,0.001394592
FAM229A,0.00015129756,0.0010981266,-0.0006018829,0.0018559161,0.0015942225,-0.0019272697,0.00068124745,-0.0029345779,0.00016063228,-0.00079608255,0.00070960156,-0.002012638,0.0029620107,-0.0023082139,0.0003829322,0.0012762982,-0.0018383226,-0.002769334,-0.0034273458,-0.002131501,-0.002116083,0.0043396214,0.0015388606,0.0014389866,-0.0021975439,0.0020809057,-0.0010108359,0.0028579247
FAM25A,-0.00066529855,-0.0027838235,-0.0009612641,-0.0013412432,-0.0003989233,0.0007904092,-0.001609307,-4.565501e-05,-0.000317386,0.0038782456,-0.003307894,0.003740465,-0.0020278909,-0.0015284516,0.0012551117,-0.0026601967,0.0030093258,-0.0030197424,0.0016125464,-0.0025433335,0.0008945466,-2.168055e-05,-0.002117569,0.0036030554,0.00033816815,-0.003067623,-0.00040175478,-0.0007431367
FAM25C,-0.0010243974,-0.0020982693,0.0013003486,0.002560751,-0.00014030909,-0.0027564748,0.0015280488,0.0015759476,0.0007785878,0.003066917,0.0017192882,-0.001891752,-0.0019864393,0.00019599707,0.0009508845,0.0007493846,-0.0019218088,0.0006309804,0.0016795981,6.2742685e-05,-0.00055845187,0.0006172118,0.00014433547,-0.00085358595,0.00084336917,0.0021343315,-0.0009892188,0.0011359972
FAM50B,0.0039459434,0.0029309075,0.0012084009,-0.003184957,0.0002001177,-0.0007032476,0.0019412701,0.0003990832,-0.00057316205,-0.0006749667,0.00042117477,0.0016038443,0.0025296197,-0.0004990198,-0.0015250434,-0.0012745693,0.001932706,0.00028912033,0.001069209,-0.0015941169,-0.00018547902,0.00028113677,-0.0006692057,0.00049716886,-0.00024949168,-0.00075335545,-0.0004202276,0.0013882552
FAM66E,-0.00029853673,-0.00073929207,-0.0005752677,-0.0010274717,0.0005988353,-0.0005930103,-0.00090101815,-8.400865e-05,-0.00079916103,0.0027552692,0.0001731154,-0.00045139244,-0.00034689708,-0.000357067,0.0014362639,0.00031182685,-0.0010765182,0.0020895272,0.0017510555,-0.00045892314,-0.0007807732,-0.00079581013,-0.00083788246,0.000760005,-0.00091797975,0.0005512548,-0.00037366603,0.002852732
FAM71C,0.0009008305,-0.0028207682,0.00021807037,6.486438e-05,0.0016694643,0.0003098022,0.0018014289,-0.0013216085,0.00063164346,0.0016124072,0.00020776878,-0.0004934503,-0.0007113904,-0.0012898527,0.0018414723,0.0008409085,-0.0015631791,0.00075462175,-0.00073564984,-0.0024696402,-0.00030142217,0.0020322783,-0.0002295497,0.00072647084,-0.0007634589,-0.00094525196,-0.0006141092,0.0047735423
FAM71E2,-0.0022875622,-8.338542e-05,-0.0015219189,-0.0016018136,0.0029771829,0.00095183356,-0.004466677,-0.0010802525,0.0011373439,0.00097046106,0.0018052489,0.00022571479,0.0017559605,8.648703e-06,0.0015432809,0.00056982064,-0.0012354347,0.0015613666,0.00077943155,-0.00064224744,-0.0005394939,0.0005588503,-8.257844e-06,-0.0004743643,-0.0010149353,0.0001681905,0.00044790417,0.003790483
FAM83C,3.284221e-05,0.0028361408,0.0016256961,0.00033577924,-0.0022060254,-0.0013211673,0.0019013736,0.0011905857,-0.0007613334,-0.0015708725,-0.0015764261,0.00062074815,0.0018133677,-0.000356676,-0.0013675817,-0.00041873104,0.0009313098,0.002273704,-0.001783678,0.0004977664,0.00087019545,-0.0015893885,-0.00086505385,0.00082876015,0.00027563368,-0.0012351794,-0.0018763293,0.0033554395
FAM90A1,0.0021300053,0.0010016192,0.00093765435,-3.377073e-05,1.1612079e-05,-0.0007967084,0.0031392889,-0.00040875204,-0.0009937878,0.0005939564,0.00091047375,-0.0007411337,0.00031218646,-2.1267964e-05,-0.0008830322,0.0014688647,-0.00063140865,0.0019412797,-0.0007886197,0.0006983878,-0.00085817045,-0.0016122746,0.000104790786,-0.0012107509,-0.00067887316,4.3528038e-05,0.00057556224,0.001657881
FAM90A25P,0.0015862653,-0.00022155554,0.00046908224,-0.00060151634,-0.0009872816,-2.9733303e-05,0.0015609895,-3.9630642e-05,0.0007363031,0.00084925524,-0.0005654145,0.00011296758,0.0013672622,-0.00015059795,-0.0010364377,-6.11363e-05,-6.2463485e-05,6.7419525e-05,-0.0020309056,0.00026281516,-0.0004853192,-0.0018348906,-0.00013037185,0.00033007728,-0.00041277832,-0.00016106354,-0.00012971333,0.00024025972
FAR2,-0.0015438845,0.0026329244,0.002053735,0.007303024,0.0010688088,-0.00027282577,0.0061194827,0.0018322933,0.0026300214,-0.0036989856,0.007008761,0.00017814091,0.0025712596,-0.0018780588,-0.0009933586,0.003346529,-0.0021571366,-0.00011985263,-0.013322213,-0.001999329,0.0011033745,0.001941324,0.0011722413,-0.0021941594,-0.0053640804,-0.0014125423,-0.00091994903,0.015221546
FAS-AS1,0.00021310897,-0.00033511594,0.0017324198,0.0024674416,-0.00054562197,-0.00061636587,0.002601184,0.0016722034,-0.0010367739,-0.00019950472,-0.00044574655,-0.00057912903,-0.0007486467,-0.00017518344,-0.0017881996,5.873367e-05,0.00024699897,0.00084275234,-0.0018311064,0.0004381788,-0.001924787,-0.0010311109,-0.00022883239,-8.573989e-05,-0.0012708624,-0.00068633613,-0.0010816496,0.0013903525
FAT3,0.0007930441,-0.0017890377,0.0061857454,0.016184282,0.0015711926,-0.0012723082,0.017875899,0.004598271,0.005298389,-0.0012733982,0.0051911934,-0.00029415404,0.0020025312,0.0010614491,-0.0044793407,0.0017348437,-0.002929402,0.005387632,-0.033185624,0.003202165,-0.0007945542,2.0164514e-05,-0.0021633785,-0.004489878,-0.0015809585,0.00029151223,-0.0039164973,0.037149835
FAT4,-0.0031558261,0.004026673,-0.00016526245,0.0014802702,0.001443958,1.9809124e-05,-0.0010317101,0.009722187,-0.001152802,-0.0064234775,0.0030893413,-0.0008248408,0.00479219,-0.00083840697,-0.006160435,0.00203795,0.0034053202,0.0019556307,-0.00037876065,-0.0005330478,0.0015129186,-0.0027682586,0.0009905635,-0.0015528196,-0.0073423893,-0.0017693285,0.00085931155,0.004222458
FBN2,-0.014367554,0.01817847,0.002172338,0.006252408,-0.0037780872,-0.0010514583,-0.009108518,0.037204336,-0.004641554,-0.033422664,0.0033857129,-0.0028417802,0.03088209,0.0027003763,-0.015636994,0.0002927391,0.007867332,0.013055668,0.004193311,0.0075572697,0.010844759,-0.011380698,-0.0002757492,-0.0078432625,-0.015988532,-0.0045051295,-0.0075675757,-0.0023869835
FBRSL1,0.0007420989,0.0024539963,0.00046588914,0.0016382458,-0.0030727054,0.0002450448,0.0029471142,0.0001784991,-0.0008993782,-0.004062264,-0.0020534792,0.001326086,0.0048195124,-0.0005480027,-0.0028658486,0.00027301948,0.00207744,-0.00082082814,-0.004464248,0.005479308,-0.00017028503,-0.0019122335,-0.0011411097,0.00038675952,0.0014222667,-0.0016368808,-0.0007936919,0.001892888
FBXL17,-0.0051634563,0.0028750189,0.0037233713,0.01389698,0.0006760911,-0.0003521536,0.0090649435,0.0029991462,-7.9713005e-05,-0.009378802,0.0035877284,0.0024439045,0.00591535,0.002688931,-0.005167081,0.00076380133,0.001790754,0.0018682521,-0.022591803,0.006322204,0.005090336,0.00017530548,-0.0012490874,-0.005146946,-0.0042259637,-0.0018106748,-0.007016921,0.02760355
FBXL2,-0.0010709284,0.004264136,0.0022215357,0.0043373676,-0.0019135479,-0.0025947602,0.0052226945,0.0027418318,0.00042216026,-0.0055625113,0.0028140517,0.0019461393,-0.0004981241,-0.0016236315,-0.0027376881,0.00065058976,-0.00056558603,0.002072703,-0.008449518,0.0010265127,0.0036539838,-0.0020138756,-0.0016544359,0.00016839449,-0.0026351218,0.0011325285,-0.005356084,0.01423768
FBXL20,0.0012090363,0.0049419827,0.00478644,0.00415501,-0.0011238852,-0.00057089375,0.0054457784,-0.0022469088,0.0046917847,-0.0020675925,0.0039872825,0.0021745334,0.002277172,0.002379542,-0.0059265303,0.0019436359,5.7328543e-05,-0.0022551988,-0.011091658,0.0040977444,-0.0020977515,0.0008411974,-0.0011687974,-0.005890375,0.00142796,0.00078169367,-0.0042264774,0.012327288
FBXL7,-0.0021669194,0.004512946,0.0064067435,0.015878495,-0.0025601566,-0.0039680344,0.014722272,0.0029304714,0.00045163248,-0.006883233,0.0024548776,-0.002043237,0.0038657761,0.0011505663,-0.007758238,0.0019843727,-0.00096056744,0.008903393,-0.032836176,0.0050127255,0.00058733404,-0.0061200922,0.0025571927,-0.0021217056,-0.0016831188,-0.0003930854,-0.0015023543,0.034901958
