,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
ANK2,0.0076671834,0.005993003,-0.010964531,-0.0032612502,0.0038978893,0.02131207,-0.011271837,-0.013236999,0.0030852272,0.0001626422,0.002618116,-0.0072616953,0.0071717054,-0.003940695,0.017468233,-0.007789638,0.0024313382,-0.0039632,-0.009292287,-0.004397689,-0.015805045,-0.0011128065,-0.0016913784,-0.0020187693,0.0031619563,-0.0020241407,-0.0045439764,0.0051946277,0.00198592,0.002762101,0.032891955,-0.0054228962,0.0036141041,0.0028769067,-0.006705964,-0.03586343
ANK3,4.2933367e-05,0.008276106,-0.01141903,0.001617467,0.007846211,0.012783296,-0.00901116,-0.013773336,-0.0020490212,-0.002134107,-0.00090006355,-0.0017164685,0.009290055,-0.0027645538,0.013050375,-0.0032604125,-0.00659959,-0.0018851424,-0.007587333,-0.00041494533,-0.00973987,0.0003084823,-0.0037029977,-0.0025274535,0.0020168393,-0.00017394139,-0.0012583135,0.0077907806,-0.0017281836,0.0067294394,0.023462344,-0.008685665,0.00068212417,0.00016049796,-0.00085635396,-0.029447595
ANKH,0.0024243318,0.0017051208,-0.0017697044,-0.0016273704,0.0021846152,0.008389842,-0.006156096,-0.0033325122,-0.005283988,-0.001473265,-0.0034924455,-0.004033462,0.0035761353,0.00027166744,0.001867747,-0.005346278,-0.0016904873,-0.0017769355,-0.005293502,0.003075104,-0.0030800805,-0.005466277,0.0023447378,-0.00016159013,-0.0030966052,0.0049246503,0.0014133187,0.0019200757,-0.003805454,-0.00024419866,0.008442906,-0.0037525105,-0.00093136705,-0.00077334914,0.00062910153,-0.008743308
ANKRD1,-0.014820488,0.006283408,0.0022612615,0.0044389595,0.016959628,-0.0290867,0.0026430227,0.0058264113,-0.0030303318,0.006185481,-0.0035349808,-0.002474943,0.009200512,-0.00062559254,0.013427285,-0.004109779,-0.0025509093,0.007170404,-0.009343734,-0.0059574135,-0.0012753798,0.004075838,0.0051391087,0.010441763,-0.0040301047,-0.0029277948,0.012309952,0.018641066,-0.001958307,0.032123808,-0.029381264,0.0020169178,-0.009139382,-0.002636624,-0.010754014,0.035594527
ANKRD20A1,-0.0014431688,-0.0020004644,0.0014988511,0.00033959208,-0.0018204524,-0.0018270384,0.0028243219,-0.00031406895,0.0026618452,-0.0028135416,0.0004489495,0.0022356082,-0.0015228953,0.00032604605,-0.0019519225,0.0030111382,-0.0007313465,-0.0013274997,0.0010231416,-0.0017529633,0.0013866761,0.0029744888,-0.0009896136,-0.0014594215,-7.689008e-06,-0.00442173,0.00064777996,0.00069616025,-0.0015621915,-0.0018722316,0.00014668838,-0.0007593446,-0.0011808152,0.0016398354,0.0030563655,0.00092949515
ANKRD6,-0.0027468817,0.00327114,-0.0056725033,0.0013239128,0.0053919195,-0.0027569074,0.002391546,-0.00408347,0.0035171423,0.002355985,0.003085374,0.0019037307,0.004648381,-0.0062923147,0.0048350375,-0.0022122443,-0.0007149435,0.00026490446,-0.004627262,-0.0025345522,-0.0076847486,-0.0008036972,0.0033193172,0.0045241523,0.0005320362,0.0027406488,0.00068885245,0.0051015187,-0.0003926314,0.006270942,0.0049940418,-0.0035563258,-0.0040075495,0.002344659,0.0042642304,-0.009581564
ANKRD62,-6.2659165e-05,0.0011794468,-0.0018968994,-0.002055964,0.0025099171,0.00086828566,-0.0014669779,-0.0012882919,-0.0006293557,0.0007751283,-0.0008745249,0.0009206817,0.00021323336,-0.0028117064,-0.0012406763,-0.002745913,0.0012474025,-0.002108662,0.0013308102,0.0020611363,-0.0015742611,-0.0033634568,-0.00084489613,-0.00023210871,-0.0006743542,0.0025015287,0.002733485,0.0015481174,0.0008907863,-0.0009859212,-0.00017774076,-0.0025082026,0.0023834985,-0.0021917284,-0.0011196886,-0.002105185
ANKRD62P1-PARP4P3,-0.00092145446,0.00024706556,-0.0008991692,-0.00042219408,0.00059429125,0.0018411228,-0.00030754978,-0.002374802,-0.00041051913,0.0018455529,-0.0009266332,-5.8962643e-05,-8.210006e-05,-0.0011085242,0.0004209815,-0.0008507069,-0.00015011006,-0.0018043735,-0.0017134862,2.4306251e-05,0.0015876936,0.0007488461,-0.0008805181,-0.00015237511,0.001471117,0.00045176063,0.00010762843,0.0021290423,0.0012955059,0.0009146344,0.00070033525,7.4023104e-05,0.0015887892,0.0005887546,-0.0028252,0.0009218544
ANKS1B,-0.001710384,0.007081179,-0.01051329,-0.0044522746,0.00035077153,0.015026901,-0.006724262,-0.018977929,0.0023720518,0.0027388206,-0.0030753703,0.0015745482,0.0077384477,-0.00027114796,0.008985219,-0.0008995404,-0.00419458,0.003898987,-0.010173309,0.00410445,-0.008287324,-0.0029229806,-0.0021617082,-0.0012793362,0.0020723953,0.00021891405,0.00037425337,0.0057538943,-0.0061276616,-0.0020931265,0.028094318,-0.0065857596,-0.00095437357,0.00088184385,0.0050314767,-0.02879703
ANO2,-0.0007959046,0.00013508892,-0.00095514994,-0.0014604784,-0.000577534,0.0029069735,0.0016107413,-0.0039150715,0.006046196,0.0029748883,0.004058302,0.0021421614,0.0033983947,-0.008457305,0.0023098392,-0.00049874134,-0.0003613319,-0.0017862488,-0.00092014053,-0.0030868573,-0.0041625323,0.003895834,0.0022028852,-0.003866136,0.00090488826,-0.0024089294,-0.0032414952,0.0025697988,-0.0039548497,0.0027624422,0.00944488,-0.0053952304,-6.5168488e-06,0.0014286365,0.00035233234,-0.009483045
ANO3,-0.0038441208,0.00124858,-0.00077741407,-0.0023678786,0.003601377,-0.0058006365,0.00030300263,-0.0007916972,-0.0038168903,-0.0031391473,-0.0011460097,0.007836403,0.0031395168,0.00082968705,0.0017056343,0.0001345049,-0.0009144946,-0.010410823,-0.0027176002,-0.00059832796,-0.0031642197,0.0002484709,-0.0051370026,0.0012682109,-0.00071235036,-0.0039523817,0.012471022,0.0056536705,-0.0027192917,0.004830464,-0.006553113,-0.001513364,0.0028189714,4.3669457e-05,-0.0070067826,-3.792368e-05
ANO4,0.0030251823,0.004196572,-0.006262438,-0.0011105458,0.0020593351,0.01347177,-0.0048548775,-0.010440996,-0.00078677846,0.00024914573,0.00063154224,0.0005402664,0.0034695254,0.0018204453,0.0049654734,-0.0037353153,-0.0028840213,-0.00017035293,-0.004982163,-0.0032973965,-0.008754256,-0.0046154023,-0.002681036,1.624973e-05,0.0046316753,-0.005414747,-0.0014342546,0.003554743,0.004881668,-0.0020847053,0.022561401,-0.00509911,-0.0033355863,0.0031250434,-0.004101234,-0.021790441
ANO5,-0.0012648711,0.0032151898,-0.004832461,0.00080409244,0.0011287726,0.0062927804,0.0002178416,-0.00830557,0.0002097535,-0.0012678949,0.0010213125,-0.00038232002,0.005050042,0.001029422,0.0059643034,0.001963989,-0.0024730423,-0.0005111921,-0.006463296,0.0031855097,-0.0038948965,-0.00084867206,0.0035586588,0.00020391495,0.0032848404,-0.0016104456,-0.0018215457,0.005871953,-0.003273071,-0.000113719594,0.012747834,-0.0077391965,-0.00018395664,0.0028695292,0.004132308,-0.014523525
ANOS1,0.0026055025,0.00439896,-0.009434827,-0.0011575535,0.0031904625,0.0094278315,-0.0048236162,-0.0076443953,0.00417744,0.00076467445,0.0040784613,-0.0024106156,0.0076353624,0.0001343772,0.0054689804,0.0021371283,0.00023657896,-0.0064827353,-0.008816732,0.00014747801,-0.009820161,0.00066217344,-6.139858e-05,0.0032884243,0.0006450388,0.003871964,-0.0013865595,0.0011641397,-5.698105e-05,0.00033130712,0.014341988,-0.0032769179,0.0016878609,0.0017712334,0.0008893764,-0.021706654
ANTXR1,-0.0011548586,0.008857648,-0.009902136,-9.258214e-05,0.00449815,0.009789624,-0.0044256337,-0.008473427,0.0037304435,0.0012871666,0.0075390553,-0.0013743505,0.009347406,0.0010934654,0.012515982,0.0015955395,0.0017219444,-0.007467973,-0.007828196,-0.003706566,-0.00839966,0.0024114307,-7.9482284e-05,0.0026536009,0.0023153888,0.00062918063,0.00483639,0.01022925,-0.00344701,0.0027677412,0.006647229,-0.0033396482,0.0032679224,-0.00045170117,-0.0019168899,-0.013934629
ANXA1,-0.005172847,0.0034799608,0.00039433426,0.0040115695,0.014566868,-0.010118917,0.0015558434,0.0042012595,0.0021322777,-0.00032421382,-0.0030737729,-0.010863682,0.006501786,-0.0031498738,0.012931262,-0.0022200365,0.00035419723,0.0023977945,-0.0020210764,-0.004092371,-0.005120212,0.004541216,-0.007481912,0.003448531,-0.0065097427,0.003330603,0.007941992,0.013892662,-0.00083331193,0.022561926,-0.020474127,-0.0051862528,-0.006221609,0.0013801801,-0.0058678826,0.021903822
ANXA2,-0.0044968394,0.006843399,0.0010101673,0.0015378275,0.013648545,-0.010260055,0.002041662,0.005144445,0.0010916089,0.0072550303,-0.005050389,-0.00035763584,0.0047480185,0.0034027058,0.010243365,-0.004971912,0.0022227843,0.00896212,-0.0052784584,-0.0010845761,-0.00034154014,0.00043105378,-0.0026648848,0.0029599029,-0.0012800416,0.0051139905,0.0031882592,0.008007318,0.0016062299,0.015590703,-0.015589693,0.0018519073,0.00289249,-0.00097452296,-0.0017289394,0.011795931
APBA1,0.0006794138,0.0017088299,-0.00902144,-0.003575532,0.003909198,0.005555249,-0.0042198175,-0.004446273,-0.001421674,-0.0012682137,0.0030118572,0.0007323899,0.0031129487,-0.0066462834,-0.0007169055,0.0018421247,0.005518703,-0.009155493,-0.0069900984,-0.0008994527,-0.007896575,0.002849529,0.003785983,-0.0025863885,-0.0003737176,-0.0017209449,0.004835871,0.0008532831,0.0021026738,-0.0035786731,0.00859986,-0.0068553756,-0.0007242503,-0.0013363133,0.00032909628,-0.011275165
APLNR,-0.006578829,0.003207819,-0.0038041628,0.00055943127,0.0032535205,-0.006311953,-0.0016760245,-0.0046728514,-0.0043699243,0.010789294,-0.007952497,-0.0032480056,0.0014467909,-0.0011444135,0.009917332,0.005197137,-0.021016685,-0.011443273,-0.008093708,-0.0048458865,0.0093449475,-0.0022838488,0.014497091,0.009863587,-0.0011896499,-0.008074117,0.0051440136,0.0133198965,0.0020929028,0.0062501957,-0.0043393085,0.005939164,-0.014905327,0.0016808421,-0.015414778,0.01913155
AQP1,0.0028080938,0.0011831461,0.00013421882,-0.00073001004,-0.001420655,0.004010026,-0.0014190068,0.0018877062,0.0009006813,0.0006673296,0.0017434141,0.0005855213,0.0027472095,0.0029498974,-0.0012193358,0.0012396427,0.0018359696,-0.0022775657,0.0012850789,-0.0002907805,5.6296827e-05,-0.002121985,0.002756852,0.004954837,0.0031678579,0.0048758658,-0.0017768226,-0.0009241052,0.0011639465,-0.0024451874,0.00070156937,-0.0037507555,0.0015031046,0.005574988,0.0013624675,-0.000507942
AR,-0.00892124,0.00940348,-0.009379363,-0.005677763,0.010744374,0.009079025,-0.0029660114,-0.008506857,0.0013071278,-0.0022245331,0.0042045917,-0.0021903827,0.014384323,-0.002036911,0.0101786805,-0.00014598285,-0.006726635,-0.0016041079,-0.017109979,0.0051210322,-0.009072071,0.0022173056,0.000988924,0.0022267555,0.0006537672,-0.0028735744,0.0013191241,0.011383063,-0.00872382,0.013065719,0.018627573,-0.012173492,0.0010908362,0.00027350374,0.0010343675,-0.019652257
ARAP1,0.0023156838,0.0054550734,-0.0045446195,-0.0024809097,0.0021314346,0.008602852,-0.0005445639,-0.006395099,0.0051671998,0.0026713144,-0.004613703,-0.0029646538,0.00833524,0.0034042902,0.0036748592,-0.00017065422,0.0022998166,0.006420195,-0.0038623072,0.0003056529,-0.008411568,-0.0007638622,0.0003209929,-0.0012572171,-0.0003974095,0.0046752417,0.0020392206,0.0033396902,0.004179796,-0.00049622083,0.010502299,0.0022363493,0.00048159098,0.00071638095,-0.0015427516,-0.007522783
ARC,-0.0021611645,-0.0027344907,-0.0006852503,-0.00043130005,-0.00078424485,-0.0013649466,4.1549494e-05,-0.001838144,0.0028090957,0.0070756287,0.00013742708,0.001970547,-0.0030964625,0.004414407,-0.0044081854,0.00047512332,-0.0020267253,0.0041125366,-0.0042515756,0.0023274512,-0.0020242187,-0.0012615044,-0.0015583311,-0.0021815493,0.0017706959,-0.0041886196,-0.0028286052,-0.0043199644,0.00096239283,0.0018405829,0.0021260038,-0.0028029513,0.0031036802,4.2128326e-05,-0.0031466887,-0.0015956403
ARHGAP10,-0.006545826,0.004607463,-0.0059168246,0.0005333085,0.0033044934,-0.0011792083,-0.003449114,-0.008740584,0.0010959599,-0.0045657745,0.0014328859,0.0052373004,0.008076652,-0.00099799,0.008205433,0.0016370019,-0.0062530376,-0.0069133043,-0.004840856,0.0016722204,-0.009397773,0.0007607444,-0.0038663214,-0.00041435746,0.007151726,0.0027449154,0.004675007,0.009132803,-0.0098504,0.008209453,4.3625085e-05,-0.0053431825,0.00043123518,0.0022809468,-0.004111131,-0.0029284328
ARHGAP20,0.0003105445,0.0021661108,0.002250887,3.90319e-05,0.0011525075,-0.0007712166,0.00020924472,0.0003796271,0.0009513125,0.0011711633,-0.0036958107,0.0015047499,0.00445672,0.00031511823,-0.0017855373,-0.004439201,0.00085535535,7.9196776e-05,-0.00034536145,0.0028470578,-0.00017351926,-0.0005803469,-0.0032426252,-0.003486533,-0.0012910954,0.003870554,-0.0029255487,0.0014417365,6.560843e-05,-0.0015548934,0.00051043613,0.0006665808,-0.0034047873,-0.0015144673,-0.0016348121,0.0006217167
ARHGAP25,0.0006383968,-0.0012216049,-0.0023025628,-0.00019041395,0.0017967944,0.0037080431,-0.0016424912,-0.0023466109,-0.0008954193,-0.0012051373,-0.0013121745,-0.0023488041,-0.00013389174,0.00016364244,0.002594016,-0.0019810013,-0.0017856476,-0.0026603779,-0.0019829508,-0.00026551745,-0.0033659933,0.00088790397,-0.001677136,0.000463404,0.00018503223,-0.0008653938,-0.00067337975,0.0023156442,0.0021939527,0.0029406848,0.0032693273,-0.0029857166,-0.00041828302,0.0025280968,0.0018460628,-0.0042459983
ARHGAP26,-0.0032264744,0.0066106375,-0.009492002,-0.0053554443,0.0034141708,0.009609245,-0.007199234,-0.013887735,0.0023694357,0.0006467074,0.00044536346,0.0022302384,0.0062870975,0.0039393697,0.006830402,-0.0012834473,0.00027725726,-0.0031844247,-0.009139972,0.00017275593,-0.0115534095,-0.0014462615,-0.004337387,-0.0028549891,-0.0024978893,-0.0046065133,0.0011834396,0.0036412107,-0.0040863752,-0.0009415612,0.02482966,-0.009050352,0.0009312711,0.0014326205,0.0013849678,-0.023805166
ARHGAP28,-0.005928743,0.0048933695,0.00019862727,0.0021360244,0.008066037,-0.008095679,-0.0029307788,-0.0010384154,-0.0021806534,0.005165855,-0.0038689415,0.0010913298,0.0058080084,0.00035785706,0.011018541,-0.0038055342,-0.0023835734,-0.008267724,-0.009309454,0.0060509276,-0.0030613765,0.0029271247,-0.0013479275,-0.000104047765,0.0022324868,0.0020703608,0.008296949,0.012718159,-0.005943948,0.0182836,-0.0078663025,-0.009823288,-0.0032503633,-0.0012895761,-0.008522749,0.0013012397
ARHGAP31-AS1,0.00038490014,-0.0015163632,0.001067938,0.00079102116,-0.0006411757,0.00054030033,0.002225976,0.001641891,-0.00041414873,-0.002321055,-0.00068940053,-0.002603196,-7.113723e-05,0.0007788582,0.000103875725,-0.0011326742,0.00037503606,-0.0014436038,0.0006503448,0.00071295275,-0.00072439987,-0.002022351,-5.0091632e-05,0.0021188986,-0.0014250096,0.003222689,-0.0017597175,0.0003415142,0.0029243107,-0.0009544187,-0.0018846096,0.0027497986,-0.0005193948,-0.0018701054,0.00073663914,0.0009173975
ARHGAP36,0.0004874401,0.0014902728,0.0018598742,-0.000823928,9.6471544e-05,0.00096784515,0.00050738564,0.00047879646,0.0024970178,-0.0049504484,-0.0049423357,0.0026771352,0.0065769134,0.0015154971,-0.0055671344,-0.0028304774,-0.00037037002,-0.0044468325,-0.0010404924,0.002624622,0.0006722858,0.001914639,-0.003554227,-0.007054407,-0.00065025187,0.005287904,0.0016334183,0.0032143279,-0.000851151,-0.0021210164,0.00087862706,0.0019918184,-0.0028981925,-0.0018164326,-0.0023134677,0.003475206
ARHGAP39,0.0008484804,0.0049113105,-0.004863116,0.0021300446,0.004082006,0.006161212,-0.0029160972,-0.0075731156,0.0059413193,0.004900682,-0.002625743,-0.0029926589,0.0027549395,-0.0051457533,0.00447301,-0.0016388287,-0.0037456336,-0.0016409046,-0.006988763,0.0008787332,-0.0063755596,-0.0034555239,0.00084763905,0.000735313,0.0010329385,0.0048765955,0.00060582685,-0.0003782932,-0.0014193992,0.0036363313,0.011432803,-0.005259914,-0.0014515648,0.0022875522,0.0013560003,-0.014565366
ARHGAP42,0.002325093,0.009461366,-0.009152252,-0.0052169017,0.006377115,0.01445979,-0.008074009,-0.012552699,-0.0037415577,0.003926556,-0.00042781894,-0.0020362958,0.010292584,0.0022295858,0.015843555,-0.0031157988,-0.00580705,-0.0016487291,-0.011102709,0.0026291418,-0.011928991,0.00020391692,-0.004569195,-0.003321259,0.0024664334,-0.0053962353,0.002885924,0.007816266,-0.0034215003,0.0044072117,0.020987172,-0.011133735,0.00025427222,-0.0007971386,-0.0025847568,-0.027762946
ARHGAP6,-0.0032998957,-0.00030126533,0.0015696158,-0.0018392539,0.0018795871,-0.0010780061,0.0006242244,-0.0039000276,-0.0010831298,-0.00063483353,-0.005616368,-0.00019665077,0.003431658,-0.0049746116,0.003672163,-0.003423083,-0.0020152773,-0.004670861,-0.004797508,0.0010223616,-0.004315161,-0.0043260953,0.00024417162,0.0012479683,-0.0013329171,-0.0024326628,0.007041476,0.006215536,-0.0034275341,0.008187826,-0.0030913441,-0.004349846,0.0018494304,0.00047208546,-0.0053896713,-0.0037295567
ARHGEF15,0.00021457257,0.0024223605,-0.0009233747,-0.0022145212,0.00140452,4.7898935e-05,-0.0016949121,-1.43365405e-05,0.0012558666,-0.0050634085,0.0007707598,-1.8799476e-05,-0.0003915835,0.003182803,0.0020061675,0.0004016655,-0.0008708382,0.0012996007,0.0010279074,-0.00035395226,-0.0024427648,0.00078568165,-0.0019397073,0.0009445719,-0.0024074737,-0.0020318294,-0.0009799559,0.00072857656,0.0007152843,0.00081383286,-0.0023485487,0.00039948343,-0.00087249913,-0.0014230642,0.0009273623,-0.0012615718
ARHGEF3,-0.0011952509,0.004056005,-0.004847457,0.0009653451,0.0011898698,0.005681948,-0.0017393968,-0.0076818718,0.0007297743,-0.003446524,0.0021910798,0.0042431457,0.0061281114,0.0011646034,0.0066156317,-0.00056992867,-0.0043723644,0.0054104105,-0.0020971093,-0.0022065816,-0.0045397696,-2.2989418e-05,-0.0019415645,0.005018429,0.0020648597,0.003010576,0.0043304753,0.0021986119,-0.0058469772,-0.000683524,0.0094257025,-0.003280187,0.0009954049,0.0027655547,0.0016442356,-0.010648679
ARL15,0.002588989,0.0042601265,-0.008354873,-0.0031659808,0.0015194478,0.017674852,-0.007964668,-0.015306175,-0.0028234976,0.005415481,0.001178919,-0.0017848015,0.0060664546,-0.0024934078,0.011851422,-0.0025097078,0.0009436201,-0.0020179998,-0.012062095,-0.005187412,-0.012276315,-0.00066009635,-0.00041620084,0.00066991907,-0.0015657361,-0.004914547,0.0031275798,0.008537639,0.0037749647,0.005810383,0.02594523,-0.010100506,0.00058440666,0.0019499597,0.0002811637,-0.029124128
ARMCX5-GPRASP2,0.0022859895,0.0033694766,-0.004890686,-0.0013665411,0.0040763244,0.0059598703,-0.0044038473,-0.0032853242,-0.0007205843,0.002782499,0.0017302403,-0.00061018916,0.0009864799,-0.0018205333,0.008142393,-3.6344056e-05,-0.005581293,-0.0060099023,-0.0074510514,-0.001849049,-0.0027699007,-0.0027704444,0.0016847138,0.0047716713,-0.0029429006,-0.00085573294,0.0028227437,0.004865577,0.0027945086,0.00015994783,0.01267673,-0.00020624498,-0.0064399163,0.0038760456,-0.005232262,-0.008069077
ARPP21,-0.0016416481,0.00307899,-0.0011281444,0.00033580637,0.0017573781,0.0004846102,-0.00046022472,-0.00037437462,0.001627289,-0.0027473872,-0.0003897376,0.0015904879,0.0028893524,0.0001947815,0.0039175553,0.00012376874,0.00092242693,0.0010284171,-8.164792e-05,0.0033684971,-0.00030355973,-0.0012378856,-0.001270284,0.0023216042,0.0011257565,0.0014415657,-0.0020499497,0.005905727,-0.002485842,0.0036016663,-0.0042941733,0.0017081605,-0.0021155528,-0.00044672485,0.0006558909,0.0017922596
ARSH,0.0007404885,0.0006456205,-0.0015976627,-0.00093719136,0.002330566,0.0015044108,-0.0028404042,0.0006822213,-0.002702159,0.0003009406,-0.0013551102,-0.0036818099,0.00081268564,-0.0014165313,-0.00021626579,-0.0027603956,0.0011447376,0.0008015456,0.0011378183,0.0010174132,-0.0004984632,-0.0006467112,-9.931256e-06,4.8056314e-05,-0.00026954015,0.0013907448,-0.00016489232,0.0024434172,0.0012279059,0.0021176916,-0.0017241011,-0.00046359215,0.0004602435,-0.0021567247,-0.0021144205,0.0013042485
ART4,0.0005967423,-0.00041529615,0.0010985289,0.0005160652,1.0548769e-05,-0.00012209572,-0.0007587689,0.0017320284,0.0001458129,-0.0009034396,0.00083058263,-0.0009847115,0.0022732548,-0.0012670681,0.00075015274,0.00011043755,-0.0014264155,0.0007506183,-0.00033277585,0.001992551,-0.0008504258,-0.0032758026,0.0004943008,0.0040763766,-0.0009794388,0.0042219046,-0.0011496323,-0.00053921953,-0.0013716415,-0.00059301464,-0.00013944751,-0.0006467553,0.00060657994,-0.0018336595,-0.00036329628,-0.0013244575
ASAP1-IT2,-0.000949648,0.00171338,-0.0016924214,-0.0016410785,0.0005359955,0.0014304259,-0.00046561053,-0.001943291,0.0016736828,0.0015791403,0.0028389988,0.003133814,0.0025987464,0.0020726826,-6.0149454e-05,0.003721247,-0.0014165131,-0.00090516853,-0.005009268,0.00075615314,-0.0009733233,-0.0010722212,0.0007192352,0.002510207,-0.00082520925,-0.00048630414,-0.0009454669,-0.0005866521,-0.00051067024,-0.0016812696,0.0044756457,-0.0033163177,-0.0018581424,0.0014101544,0.0014478817,-0.0025610465
ASIC2,0.00037533027,0.0094079785,-0.007499533,0.00045806548,0.003827243,0.010367,-0.0046262564,-0.008091693,0.0036499633,-0.001944389,0.004933922,-0.003289354,0.0081683695,0.0050728493,0.007307805,0.0006384299,-0.0065432517,-0.0008665921,-0.009191863,-0.0011859174,-0.008633815,-0.0026040133,-0.0033606607,-0.004256153,0.0014603207,-0.0013298211,-0.0014572914,0.005724376,-0.0049336697,-0.00069297216,0.020588093,-0.007287051,0.0014271841,0.003120369,0.001374226,-0.020116346
